year,raw_rows_selected,raw_filtered_tonnes,standardized_tonnes,difference_tonnes,reconciled
1950,21,619.833291081,619.833291081,0.0,True
1951,23,547.2794380628,547.2794380628,0.0,True
1952,10,278.211059133,278.211059133,0.0,True
1953,8,300.4547533567,300.4547533567,0.0,True
1954,9,283.6458274167,283.6458274167,0.0,True
1955,4,151.8066809411,151.80668094109998,-2.842170943040401e-14,True
1956,17,261.39197529070003,261.3919752907,-5.684341886080802e-14,True
1957,25,1403.4543625356,1403.4543625356,0.0,True
1958,23,2341.8116799907,2341.8116799907,0.0,True
1959,25,4211.8073042551005,4211.8073042551005,0.0,True
1960,30,4765.948597094801,4765.9485970948,-9.094947017729282e-13,True
1961,30,4019.9390727765,4019.9390727765,0.0,True
1962,43,6285.0846562424995,6285.0846562424995,0.0,True
1963,41,6731.0775261762,6731.0775261762,0.0,True
1964,65,8665.8980674314,8665.8980674314,0.0,True
1965,64,9479.3085015487,9479.3085015487,0.0,True
1966,71,8309.521995917801,8309.521995917801,0.0,True
1967,102,7872.0077436766005,7872.0077436766005,0.0,True
1968,100,15029.1282279888,15029.1282279888,0.0,True
1969,130,33649.3415368753,33649.3415368753,0.0,True
1970,122,35264.4860761035,35264.4860761035,0.0,True
1971,144,30336.6106880869,30336.6106880869,0.0,True
1972,143,32086.8985788939,32086.898578893903,3.637978807091713e-12,True
1973,156,43819.4867861547,43819.4867861547,0.0,True
1974,146,46939.246718722796,46939.2467187228,7.275957614183426e-12,True
1975,164,59517.7779739423,59517.777973942306,7.275957614183426e-12,True
1976,166,68130.2675935219,68130.2675935219,0.0,True
1977,163,89208.6770894779,89208.6770894779,0.0,True
1978,178,89646.9090937072,89646.9090937072,0.0,True
1979,177,90028.9244596264,90028.9244596264,0.0,True
1980,190,94843.6848495813,94843.6848495813,0.0,True
1981,214,102273.9614930106,102273.96149301059,-1.4551915228366852e-11,True
1982,206,137643.0890486413,137643.0890486413,0.0,True
1983,232,128578.6041639672,128578.60416396719,-1.4551915228366852e-11,True
1984,224,90766.9758807351,90766.9758807351,0.0,True
1985,203,116182.677043554,116182.677043554,0.0,True
1986,205,167802.4140804754,167802.4140804754,0.0,True
1987,189,159056.8138906954,159056.8138906954,0.0,True
1988,205,172443.5127633118,172443.5127633118,0.0,True
1989,202,236103.5779382853,236103.5779382853,0.0,True
1990,232,279149.1004068166,279149.1004068166,0.0,True
1991,259,319129.5844912712,319129.5844912712,0.0,True
1992,272,282413.7098770512,282413.7098770512,0.0,True
1993,242,291391.7916753725,291391.7916753725,0.0,True
1994,267,323115.9827744605,323115.9827744605,0.0,True
1995,308,308225.454799924,308225.454799924,0.0,True
1996,313,273238.1230410547,273238.1230410547,0.0,True
1997,340,237732.2176139453,237732.2176139453,0.0,True
1998,351,230905.8839072854,230905.8839072854,0.0,True
1999,340,206128.4769914767,206128.4769914767,0.0,True
2000,365,205390.667107532,205390.66710753198,-2.9103830456733704e-11,True
2001,330,208614.59164182522,208614.5916418252,-2.9103830456733704e-11,True
2002,363,196716.5582606348,196716.5582606348,0.0,True
2003,364,188916.741856396,188916.741856396,0.0,True
2004,312,200303.3171053214,200303.3171053214,0.0,True
2005,304,194751.4306468976,194751.4306468976,0.0,True
2006,315,163818.3295540659,163818.3295540659,0.0,True
2007,353,187376.2942783374,187376.29427833742,2.9103830456733704e-11,True
2008,329,177332.8960795553,177332.8960795553,0.0,True
2009,357,202156.6816026337,202156.6816026337,0.0,True
2010,373,216006.9681672754,216006.9681672754,0.0,True
2011,408,199304.4616476322,199304.4616476322,0.0,True
2012,385,182423.8170327246,182423.8170327246,0.0,True
2013,385,153209.178097302,153209.178097302,0.0,True
2014,393,146372.0491667421,146372.0491667421,0.0,True
2015,377,189705.143180274,189705.143180274,0.0,True
2016,443,178183.7723710506,178183.7723710506,0.0,True
2017,388,192643.1470398558,192643.1470398558,0.0,True
2018,438,240920.56595460422,240920.5659546042,-2.9103830456733704e-11,True
2019,437,235319.45527268611,235319.45527268611,0.0,True
