commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,26768.850256618098,3.2,158.48931924611142,4242576.854172497
Crustaceans,12865.9982392464,2.6434447096041587,43.99919285275628,566093.5377718251
Flatfishes,98.9329564803,4.39,2454.7089156850284,242851.61032727134
Herring-likes,13412.398728773,2.914487235078298,82.12724133795118,1101523.3073187696
Molluscs,20.842445487800003,2.1,12.589254117941675,262.3908426852611
Other fishes & inverts,97168.32536104402,3.8184312876833744,658.3112663570981,63967003.31822742
Perch-likes,248517.79553099532,3.6790056234882873,477.535457014319,118676059.06508493
Scorpionfishes,11267.6608744789,3.9,794.3282347242813,8950221.171896676
Sharks & rays,1840.4362914852,3.5574860402163297,360.98241012942003,664365.1281899792
Tuna & billfishes,9492.874854833199,4.43894791442154,2747.5646138607485,26082287.034948185
