unit_id,ecosystem,region_type,year,method,model,default_model,catch_tonnes,landings_tonnes,discards_tonnes,discard_catch_percent,covered_catch_percent,covered_discard_percent,ppr_total_tC,ppr_landings_tC,ppr_discards_tC,discard_share_of_total_ppr_percent,increase_over_landings_only_percent,npp_ensemble_2019_tC,ppr_total_over_npp_percent,ppr_landings_over_npp_percent,discard_contribution_npp_percentage_points,status
EEZ_278,Germany (Baltic Sea),EEZ,2019,simple trophic chain,,False,26188.512849154402,24611.8107913962,1576.7020577582,6.020586456512402,100.0,100.0,1342481.1198691304,1270165.4048826296,72315.71498650078,5.386721192291357,5.693409276344064,,,,,available
EEZ_288,Ghana,EEZ,2019,simple trophic chain,,False,476804.0080210729,341396.6809649629,135407.32705611,28.39894899753559,100.0,100.0,36014011.2154797,23245601.16301427,12768410.052465431,35.45400698652878,54.92828498142289,,,,,available
EEZ_300,Greece (without Crete),EEZ,2019,simple trophic chain,,False,108516.7645129038,99430.9616889821,9085.8028239217,8.37271813687488,100.0,100.0,6741431.233827728,6276245.478071613,465185.7557561143,6.900400517650698,7.411847694316817,,,,,available
EEZ_304,Greenland (Denmark),EEZ,2019,simple trophic chain,,False,262286.0841378048,233577.3773962498,28708.706741555,10.94556992450712,100.0,100.0,27577506.582416702,24185869.33849871,3391637.2439179905,12.298563808812517,14.023218253805878,,,,,available
EEZ_308,Grenada,EEZ,2019,simple trophic chain,,False,3717.1043054866,3498.9082383635,218.1960671231,5.870054999560641,100.0,100.0,812586.2132330865,807966.6128473405,4619.600385745986,0.5685058779628687,0.5717563463997771,,,,,available
EEZ_312,Guadeloupe  (France),EEZ,2019,simple trophic chain,,False,5032.7505711547,5032.7505711547,0.0,0.0,100.0,,337297.82441755553,337297.82441755553,0.0,0.0,0.0,14976836.250857014,2.252130014429813,2.252130014429813,0.0,available
EEZ_316,Guam (USA),EEZ,2019,simple trophic chain,,False,1385.0534596170999,1111.0786065589998,273.9748530581,19.780814318448094,99.99999999999999,100.0,355274.079003113,313518.00134439557,41756.077658717455,11.753201296273456,13.31855825811065,14165668.909119815,2.507993666111938,2.2132241220360136,0.29476954407592443,available
EEZ_324,Guinea,EEZ,2019,simple trophic chain,,False,1012636.6535959236,801052.1477085821,211584.50588734142,20.894415102988248,100.0,100.0,37366326.51795761,25813896.04924785,11552430.468709763,30.91668768445264,44.75275815270191,,,,,available
EEZ_328,Guyana,EEZ,2019,simple trophic chain,,False,57488.0008723285,46806.3648029155,10681.636069413,18.58063579760788,100.0,100.0,3044275.4186945823,2599093.289633931,445182.1290606511,14.62358255520619,17.128362834692737,,,,,available
EEZ_332,Haiti,EEZ,2019,simple trophic chain,,False,25123.6699543932,25097.1485269934,26.5214273998,0.10556350822926801,99.99999999999999,100.0,2648014.445387753,2647452.939408924,561.5059788292558,0.021204792889527972,0.021209290275604253,,,,,available
EEZ_334,Heard & McDonald Isl. (Australia),EEZ,2019,simple trophic chain,,False,4250.4902151652,4239.2284019726,11.2618131926,0.26495327885756104,100.0,100.0,336662.2073770521,336423.7746809239,238.4326961282173,0.07082253098316421,0.07087272484067311,22330077.319468524,1.5076625242292934,1.5065947594709497,0.001067764758343847,available
EEZ_344,Hong Kong (China),EEZ,2019,simple trophic chain,,False,13460.8509304212,13352.1437301213,108.7072002999,0.8075804483817909,100.0,100.0,560591.8716484904,558376.9991143348,2214.8725341555405,0.3950953708341206,0.3966625662712903,,,,,available
EEZ_352,Iceland,EEZ,2019,simple trophic chain,,False,755890.0550702652,739736.3774299357,16153.677640329499,2.137040635999359,100.0,100.0,82930415.03351301,81845474.7072159,1084940.3262971055,1.308253824436632,1.3255959846017629,,,,,available
EEZ_356,India (mainland),EEZ,2019,simple trophic chain,,False,4344032.198932858,4142487.537593703,201544.6613391552,4.639575677838347,100.0,100.00000000000001,250486121.46402496,239913410.45885104,10572711.00517393,4.22087696650786,4.406886211551446,,,,,available
EEZ_357,Andaman & Nicobar Isl. (India),EEZ,2019,simple trophic chain,,False,61303.310995657004,61063.1565432679,240.15445238910002,0.39174793088437526,100.0,100.0,7716031.845554583,7706928.60979911,9103.23575547309,0.11797820353369476,0.11811755650491715,,,,,available
