unit_id,model,taxon,discard_tonnes,sppr,ppr_discards_tC
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Nemipteridae,11276.064841215699,47.875255,59982.719963304015
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Clupeiformes,2877.5202900234003,135.02272,43170.06849046093
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Penaeidae,62.4386400632,102.724644,712.6652302595953
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Carangidae,6916.9584681874,926.810474,712301.0618376754
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Sciaenidae,6673.7809141354,153.506319,113829.72688237559
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Perciformes,9917.9887486289,394.801881,435071.17929950287
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Clupeidae,2743.5911364961,88.561632,26997.434287647706
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Harpadon nehereus,6784.662247854701,1113.102078,839113.5162905797
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Decapterus,6625.235380738301,735.919846,541738.0223451868
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Bivalvia,15.6089976033,19.947374,34.59539032868097
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Sepiidae,49.7337647023,1254.312676,6931.299054588473
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Synodontidae,4369.1664279277,1113.102078,540369.8033393511
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Carcharhinidae,2801.6950208619,2569.28922,799818.3127586839
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Serranidae,3875.9301379724,1113.102078,479367.32119554497
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Siluriformes,2569.5120037371,1254.175837,358068.8742187249
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Stolephorus,3494.653349843,306.237713,118910.51662041213
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Elasmobranchii,4394.4251851306,1946.568502,950449.9610856383
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Soleidae,2478.0709857484,34.853983,9596.738223340886
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Sphyraena,1339.637901626,1182.417917,176001.317463874
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Netuma thalassina,14515.0464902074,1254.298198,2022910.7396170406
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Ariidae,164.1178187313,1254.298198,22872.520477151134
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Thryssa,2070.1832718276,88.561632,20370.978788016873
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Coryphaena hippurus,333.8441096999,1182.417917,43860.36186600836
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Engraulidae,1793.7860293121,189.812746,37831.49466224069
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Sphyraena barracuda,291.5081553353,1182.417917,38298.27398000865
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Scombridae,877.5454015827,707.190621,68954.65305566267
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Parastromateus niger,42.5591321264,153.506319,725.8995236175896
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Mugilidae,137.5935170351,34.853983,532.8535670723984
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Chirocentrus,611.003678432,1254.298198,85153.42364762544
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Lethrinidae,820.2690393671,153.506319,13990.720091434401
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Otolithes ruber,434.9321633719,153.506319,7418.315045991888
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Nemipterus japonicus,84.1009834545,47.875255,447.37289207055204
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Sardinella sindensis,65.4168102761,88.561632,643.7132753650874
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Sparidae,256.4512095421,153.506319,4374.097908878382
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Leiognathidae,1966.7437797163002,47.875255,10462.039997064634
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Mullidae,386.2665429384,47.875255,2054.73436012715
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Batoidea,556.9487925214,378.025577,23393.43207248395
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Nematalosa nasus,655.2391943655,88.561632,6447.672489263765
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Scomberoides lysan,159.46442494020002,1254.298198,22223.993427511014
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Sardinella gibbosa,29.9299740954,88.561632,294.5163724007053
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Saurida tumbil,55.8053080184,1113.102078,6901.889368745677
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Platycaranx chrysophrys,403.1033513016,1254.298198,56179.08968281754
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Lactarius lactarius,574.4767874637,47.875255,3055.9136323783828
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Tenualosa ilisha,163.4130421716,88.561632,1608.0139672001912
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Myliobatidae,3.7058519741,378.025577,155.65631453174905
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Lutjanidae,515.820523538,1113.102078,63795.65518057729
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Haemulidae,421.8874558987,153.506319,7195.821154142697
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Polynemidae,370.8514052734,153.506319,6325.337124388536
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Trichiuridae,110.3276643806,1254.298198,15375.976735792818
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Sphyraenidae,110.542842408,1182.417917,14523.09305103629
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Chondrichthyes,2567.561305405,1946.568502,555325.9960061528
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Hemiramphus,365.169141107,735.919846,29859.468676379518
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Mugil cephalus,240.0435193002,34.853983,929.6080823277048
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Sillago sihama,138.0823527749,47.875255,734.5253166775883
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Scolopsis taeniata,1637.0065764018,47.875255,8708.011920212573
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Palinuridae,6.5390353429,75.373862,54.76359417209637
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Upeneus vittatus,183.80767975319998,47.875255,977.7599487936428
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Gastropoda,101.85916586760001,19.947374,225.75809743211687
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Gerres oyena,1611.6891689012,47.875255,8573.336660209225
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Rhinobatidae,906.0650784725,378.025577,38057.308232124116
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Terapon jarbua,167.52872128450002,47.875255,891.1644723688185
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Upeneus sulphureus,1620.1136595667,47.875255,8618.150508970995
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Carcharhinus melanopterus,653.6051292958,2569.28922,186588.9569818228
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Glaucostegus granulatus,144.29026889669998,378.025577,6060.601350573352
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Pelates quadrilineatus,1612.035315997,47.875255,8575.17798026244
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Lamnidae,504.61563372060004,2569.28922,144055.94532908956
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Sphyrnidae,500.0102616465,2569.28922,142741.219459748
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Alopias vulpinus,384.80370846339997,2569.28922,109852.44666344849
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Gerreidae,103.80398532019998,47.875255,552.1824741356479
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Himantura uarnak,183.230459922,378.025577,7696.200037332158
