commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,1,1,0.07326971709999999,0.07326971709999999,0.0,1.0,556.1261167405597,40.747203245502384,3.11,556.1261167405597,40.747203245502384,0.0,1.0,0.0
Cod-likes,15,15,26895.4619577919,26895.4619577919,0.0,1.0,11350.098010890855,305266129.2691245,4.115325022338194,11301.37537650596,303955711.5095421,1310417.7595824003,1.0043112128180598,0.00431121281805972
Crustaceans,14,14,262.8419529171,262.8419529171,0.0,1.0,1047.4307354923687,275308.7400622086,3.131419850663356,592.9815201119278,155860.4207899697,119448.3192722389,1.7663800640779863,0.7663800640779864
Flatfishes,9,9,37.10074451359999,37.10074451359999,0.0,1.0,1046.9802109812047,38843.74531840869,3.2604988607764254,872.9247818244852,32386.15931006024,6457.586008348451,1.1993933873579912,0.1993933873579911
Herring-likes,5,5,54.4192684623,54.4192684623,0.0,1.0,1190.6483989992444,64794.21486934757,3.336320608158051,1095.527265354548,59617.79236109852,5176.422508249045,1.0868268062811854,0.08682680628118554
Molluscs,10,10,24.851964369300003,24.851964369300003,0.0,1.0,35.259616988469226,876.2707450726023,2.1771318259126002,34.00038340308533,844.9763168760157,31.294428196586523,1.0370358642858606,0.03703586428586067
Other fishes & inverts,20,20,699326.3505697721,699326.3505697721,0.0,1.0,960.1269745048979,671442093.1641068,3.2814500592734386,929.4691094225747,650002240.2598252,21439852.904281616,1.0329842754014378,0.0329842754014378
Perch-likes,22,22,301.6978233262,301.6978233262,0.0,1.0,3868.4202446005374,1167093.9675069884,3.6960160587380875,3218.0868537988117,970889.7990657608,196204.16844122764,1.2020869604666,0.20208696046660002
"Salmon, smelts, etc",4,4,0.8265607651,0.8265607651,0.0,1.0,2924.928289881568,2417.6309651471433,3.644665432086573,2759.2373212791426,2280.677311368963,136.95365377818052,1.0600495533039591,0.060049553303959044
Scorpionfishes,3,3,32.4389876712,32.4389876712,0.0,1.0,3623.004710357159,117526.60513197542,3.734988275697939,3616.610880012145,117319.19574824176,207.40938373365498,1.0017679066278184,0.0017679066278185203
Sharks & rays,14,14,4611.594732014,4611.594732014,0.0,1.0,23035.327291211885,106229593.98637106,4.347131236568111,22631.75005869525,104368459.34693655,1861134.6394345015,1.0178323475413948,0.017832347541394747
Tuna & billfishes,14,14,3384.6326297222,3384.6326297222,0.0,1.0,36836.6970704361,124678686.8757902,4.506574849560249,36488.756333614234,123501035.30473332,1177651.5710568726,1.0095355603145437,0.009535560314543676
