year,raw_rows_selected,raw_filtered_tonnes,standardized_tonnes,difference_tonnes,reconciled
1950,159,3956.0983735628,3956.0983735628,0.0,True
1951,165,4143.9738217313,4143.9738217313,0.0,True
1952,159,4488.6296639999,4488.6296639999,0.0,True
1953,166,7737.6257177036005,7737.6257177036,-9.094947017729282e-13,True
1954,164,14160.9836873228,14160.9836873228,0.0,True
1955,160,25333.7175359686,25333.717535968597,-3.637978807091713e-12,True
1956,164,27759.0577027671,27759.0577027671,0.0,True
1957,158,22433.0694687706,22433.0694687706,0.0,True
1958,163,18396.1735926654,18396.1735926654,0.0,True
1959,160,11790.352034071,11790.352034071,0.0,True
1960,194,22287.8976687397,22287.897668739697,-3.637978807091713e-12,True
1961,147,24771.1766790821,24771.176679082102,3.637978807091713e-12,True
1962,150,11539.3070474895,11539.3070474895,0.0,True
1963,147,15713.6205904892,15713.6205904892,0.0,True
1964,165,10659.7699530144,10659.7699530144,0.0,True
1965,165,15047.5737896135,15047.5737896135,0.0,True
1966,165,11690.7433307509,11690.7433307509,0.0,True
1967,158,19763.1082177511,19763.1082177511,0.0,True
1968,165,14741.6016841133,14741.601684113299,-1.8189894035458565e-12,True
1969,152,25929.8884272823,25929.8884272823,0.0,True
1970,133,11584.348961621,11584.348961621,0.0,True
1971,133,15344.063922169,15344.063922169,0.0,True
1972,130,11516.1436473792,11516.1436473792,0.0,True
1973,138,8830.5194031685,8830.5194031685,0.0,True
1974,138,11077.3099163954,11077.309916395401,1.8189894035458565e-12,True
1975,131,11759.989319922899,11759.989319922899,0.0,True
1976,139,12961.7222540483,12961.7222540483,0.0,True
1977,136,14452.2533321807,14452.2533321807,0.0,True
1978,133,14755.765376496101,14755.7653764961,-1.8189894035458565e-12,True
1979,133,17732.005253800602,17732.005253800602,0.0,True
1980,129,22271.499127444902,22271.4991274449,-3.637978807091713e-12,True
1981,135,24933.0054775145,24933.0054775145,0.0,True
1982,135,21783.892666841,21783.892666841,0.0,True
1983,133,18241.385416039702,18241.385416039702,0.0,True
1984,132,20292.5496544215,20292.5496544215,0.0,True
1985,122,22469.9736742684,22469.9736742684,0.0,True
1986,114,15489.0603783246,15489.060378324599,-1.8189894035458565e-12,True
1987,134,17792.540019833,17792.540019833,0.0,True
1988,116,10842.5390403969,10842.5390403969,0.0,True
1989,112,9812.2733236272,9812.2733236272,0.0,True
1990,89,4565.7545933331,4565.754593333099,-9.094947017729282e-13,True
1991,89,4737.7824791771,4737.782479177101,9.094947017729282e-13,True
1992,89,3696.5157247294997,3696.5157247295,4.547473508864641e-13,True
1993,92,4499.427503582499,4499.427503582499,0.0,True
1994,89,22015.8821094589,22015.8821094589,0.0,True
1995,137,24247.0822563733,24247.082256373298,-3.637978807091713e-12,True
1996,140,25321.3660816642,25321.3660816642,0.0,True
1997,148,27402.9074089487,27402.907408948704,3.637978807091713e-12,True
1998,152,26122.016331950203,26122.016331950203,0.0,True
1999,146,26034.6137616058,26034.6137616058,0.0,True
2000,132,24991.9329382485,24991.9329382485,0.0,True
2001,151,21687.3489368751,21687.3489368751,0.0,True
2002,165,30797.8556035751,30797.8556035751,0.0,True
2003,171,31988.688378567498,31988.688378567498,0.0,True
2004,168,24587.9025983885,24587.902598388504,3.637978807091713e-12,True
2005,147,21012.247904908698,21012.2479049087,3.637978807091713e-12,True
2006,160,27032.1958121022,27032.1958121022,0.0,True
2007,164,26606.1076328648,26606.1076328648,0.0,True
2008,183,22817.6797471858,22817.6797471858,0.0,True
2009,187,18839.6944109691,18839.6944109691,0.0,True
2010,194,15593.9735509041,15593.9735509041,0.0,True
2011,198,12493.0848407329,12493.0848407329,0.0,True
2012,177,12930.113102392901,12930.1131023929,-1.8189894035458565e-12,True
2013,189,15194.5411954434,15194.5411954434,0.0,True
2014,157,13801.44415691,13801.444156910002,1.8189894035458565e-12,True
2015,177,14590.6373463806,14590.6373463806,0.0,True
2016,178,14767.586204162999,14767.586204162999,0.0,True
2017,178,15170.5693661965,15170.569366196498,-1.8189894035458565e-12,True
2018,192,16059.2372952844,16059.2372952844,0.0,True
2019,192,17051.5126534866,17051.5126534866,0.0,True
