functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cephalopods,173492.637198945,3.8012638533218093,632.796186599486,109785479.22258052
Jellyfish,16065.474963262,3.46,288.40315031266056,4633333.590673936
Large benthopelagics (>=90 cm),76906.2841571084,4.285303349573777,1928.8717369261108,148342357.9026547
Large demersals (>=90 cm),94735.2158430549,3.9010211048145775,796.1980412237709,75427993.28915146
Large pelagics (>=90 cm),273436.4881957612,4.415090113666444,2600.6991376522133,711126039.0533658
Large rays (>=90 cm),27996.671042523794,3.708724151572605,511.3569366079783,14316291.939526262
Large reef assoc. fish (>=90 cm),10555.5395075628,3.932636089170938,856.3200034609072,9038919.62764792
Large sharks (>=90 cm),79075.26411318919,4.111001567967264,1291.2239354116714,102103873.72194946
"Lobsters, crabs",118676.18038778543,3.3072490047309446,202.8845634047794,24077565.04452269
Medium benthopelagics (30 - 89 cm),310141.1106810052,3.726417396149567,532.619909105929,165187330.18092883
Medium demersals (30 - 89 cm),1867644.0660899305,3.4201347091227987,263.10839729079953,491392836.9385937
Medium pelagics (30 - 89 cm),1506588.8140352736,3.253139216236992,179.11799376998866,269857165.80630475
Medium reef assoc. fish (30 - 89 cm),213756.97513546518,3.5714760000547665,372.800082726799,79688618.01393174
Other demersal invertebrates,67418.85657002708,2.181001697604777,15.170562974379367,1022782.009256246
Shrimps,429046.2654992048,2.9539527255864098,89.93996735248665,38588407.1117048
Small benthopelagics (<30 cm),210420.8783944666,3.2463280634937495,176.33075355757347,37103672.051542826
Small demersals (<30 cm),187653.63006632426,3.582945819577143,382.7769869819367,71829491.11301057
Small pelagics (<30 cm),940302.5320528293,3.1767889968592447,150.24118379093707,141272165.5372326
Small reef assoc. fish (<30 cm),59543.5919304908,3.519848433909939,331.0155789307149,19709856.55448566
Small to medium flatfishes (<90 cm),34269.309511656895,3.563407256877345,365.937786590102,12540435.270666854
