commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,1,1,9116.998411403,9116.998411403,0.0,1.0,128.82495516931337,1174496.9116276926,3.11,128.82495516931337,1174496.9116276926,0.0,1.0,0.0
Cod-likes,12,12,15800.0944865726,15800.0944865726,0.0,1.0,1808.8442110329577,28579909.445810597,4.205179355878875,1603.9076391944034,25341892.24700717,3238017.1988034286,1.1277732999273498,0.12777329992734984
Crustaceans,17,17,3563.1982984037004,3563.1982984037004,0.0,1.0,119.22673619639767,424828.503539231,2.9566632136637603,90.50304963767528,322480.3124693102,102348.19106992084,1.3173781068562476,0.31737810685624757
Flatfishes,20,20,2272.6173424501,2272.6173424501,0.0,1.0,416.7359236254436,947081.2872531434,3.418196348772205,261.9366981922614,595281.882935851,351799.4043172924,1.5909795248299252,0.5909795248299252
Herring-likes,5,5,15506.9186895417,15506.9186895417,0.0,1.0,114.92098022191509,1782070.296023667,3.0595278189260204,114.69059846420761,1778497.7848393437,3572.5111843233462,1.0020087239999829,0.0020087239999829745
Molluscs,19,19,22123.0754307498,22123.0754307498,0.0,1.0,12.79377005979798,283037.5400765791,2.1025167846775066,12.662422044816743,280131.7180334699,2905.8220431091613,1.01037305615911,0.010373056159110036
Other fishes & inverts,45,45,77927.2213024661,77927.2213024661,0.0,1.0,357.33639351545094,27846232.216903657,3.37700987636544,238.23736467111345,18565175.83924218,9281056.377661478,1.499917504581003,0.499917504581003
Perch-likes,71,71,47090.93277804871,47090.93277804871,0.0,1.0,531.7840807279384,25042208.397995777,3.5302258132764743,339.0203854214815,15964786.180271149,9077422.217724629,1.5685902783303332,0.5685902783303332
"Salmon, smelts, etc",2,2,13.5193801076,13.5193801076,0.0,1.0,439.5554711580146,5942.517492960408,3.641780804069816,438.30941959960074,5925.671648308544,16.845844651864354,1.0028428582701967,0.0028428582701967506
Scorpionfishes,11,11,3102.6986700854004,3102.6986700854004,0.0,1.0,499.8415338471079,1550857.6623208683,3.6805376807945414,479.22303004527225,1486884.657995762,63973.004325106274,1.0430248600529233,0.043024860052923226
Sharks & rays,35,35,4802.3628283926,4802.3628283926,0.0,1.0,1295.530280671314,6221606.46295295,4.049841449111585,1121.6089060321544,5386372.918322907,835233.5446300432,1.1550641883314126,0.1550641883314125
Tuna & billfishes,16,16,7022.950843518501,7022.950843518501,0.0,1.0,2897.883554772667,20351693.755409095,4.456688404613193,2862.1237311454183,20100554.271902036,251139.4835070595,1.0124941571316828,0.012494157131682677
