commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,0.4083623428,3.34,218.77616239495518,89.33994622439715
Crustaceans,5655.365125318001,2.7114413791107292,51.45663463736621,291006.05699439114
Flatfishes,616.8163892366001,4.388905781014444,2448.531981984129,1510294.6560577864
Herring-likes,10388.472747218699,2.944829524005163,88.07030979307797,914916.0131244985
Molluscs,2607.8602198,2.1,12.589254117941675,32831.01501113343
Other fishes & inverts,24459.176766261706,3.508205539722924,322.2593596009451,7882198.641061813
Perch-likes,62346.931650147104,3.6366590815319837,433.1707085764617,27006864.56046245
Scorpionfishes,0.902224841,3.9,794.3282347242813,716.6626652759254
Sharks & rays,14866.5255148622,4.037793368003372,1090.921166018436,16218207.3493163
Tuna & billfishes,8572.772211285499,4.464142284667899,2911.6708908766927,24961091.301716603
