commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cod-likes,12522.0648222317,4.444893474717754,2785.4378628083437,34879433.47638461
Crustaceans,2168.3382436945003,3.435595346377362,272.643624362085,591183.5976037865
Flatfishes,17609.7235197956,3.513285678210124,326.0511063687083,5741669.836476419
Herring-likes,207170.3290474219,2.814896252965661,65.29745472920558,13527695.182208655
Molluscs,258.4002015359,2.0339773827964693,10.813776338084855,2794.2819851252734
Other fishes & inverts,209568.68603541632,3.320926384623894,209.3757522003457,43878601.27630337
Perch-likes,157574.8295160107,3.645481836140419,442.0606278194284,69657628.0643871
Scorpionfishes,37.713219298,3.9329066789154163,856.8537049472545,32314.711680979595
Sharks & rays,5201.058814432799,3.795818976488502,624.912161320519,3250204.9048823365
Tuna & billfishes,7625.8635972683005,4.451320732566084,2826.9669589361765,21558064.42283166
