commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cod-likes,23,23,164540.7157373236,164540.7157373236,0.0,1.0,1273.988193646957,209622929.2235703,4.100435357183206,1260.1880505047434,207352243.79367298,2270685.4298973083,1.0109508601804993,0.010950860180499261
Crustaceans,14,14,126.4643718248,126.4643718248,0.0,1.0,127.84048726997091,16167.266916373212,2.9260233886717386,84.33801762804474,10665.754420279587,5501.512496093625,1.5158109102562114,0.5158109102562114
Flatfishes,18,18,1379.4863146275,1379.4863146275,0.0,1.0,2113.8350445460624,2916006.5153313046,4.282084563409455,1914.6286945937081,2641204.0817851354,274802.4335461692,1.1040443771237987,0.10404437712379874
Herring-likes,5,5,58691.7932763386,58691.7932763386,0.0,1.0,239.91029970817965,14080765.715336917,3.3799869916803638,239.87610684219473,14078758.874715004,2006.840621912852,1.0001425438591407,0.00014254385914067133
Molluscs,19,19,27.607873503599997,27.607873503599997,0.0,1.0,35.212594714400026,972.1448606086898,2.3236719865730975,21.07036149015416,581.7078746953008,390.436985913389,1.671190820852993,0.6711908208529931
Other fishes & inverts,25,25,404444.840538847,404444.840538847,0.0,1.0,191.72272377795437,77541266.44604817,3.2805510006107563,190.78797593484455,77163212.50369759,378053.9423505813,1.0048994064669412,0.004899406466941294
Perch-likes,30,30,73443.7550020732,73443.7550020732,0.0,1.0,430.8893623435091,31646132.760956228,3.632572724192609,429.1140399316223,31515746.416687924,130386.34426830336,1.0041371809045672,0.004137180904567198
"Salmon, smelts, etc",5,5,15.5344158855,15.5344158855,0.0,1.0,378.4302162585293,5878.692362999698,3.544456867117973,350.313494442507,5441.915512972697,436.7768500270013,1.080261600715004,0.08026160071500409
Scorpionfishes,7,7,4414.6149343495,4414.6149343495,0.0,1.0,502.266681044199,2217313.991163878,3.6861473229095405,485.4531493676817,2143088.7231255663,74225.26803831151,1.0346347154167552,0.034634715416755314
Sharks & rays,14,14,152.93449145719998,152.93449145719998,0.0,1.0,939.9154180198885,143745.4864676532,3.9326636701425337,856.3743879595758,130969.1815195686,12776.30494808458,1.0975519950559944,0.09755199505599432
Tuna & billfishes,2,2,13.7695872668,13.7695872668,0.0,1.0,3158.239853762625,43487.65927587014,4.4994129298784795,3158.005847842074,43484.43711092616,3.2221649439743487,1.0000740992676473,7.409926764729186e-05
