commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,3,3,178334.13182762708,178334.13182762708,0.0,1.0,820.2953660346428,146286661.9440136,3.2288408625927505,793.9420746027239,141586970.5957019,4699691.3483116925,1.0331929649214089,0.03319296492140894
Crustaceans,36,36,180985.92546550703,180985.92546550703,0.0,1.0,681.3438707669409,123313651.01100561,2.8892897354525533,287.09300847160836,51959793.83291069,71353857.17809492,2.373251352912418,1.3732513529124182
Flatfishes,5,5,3873.4020140164002,3873.4020140164002,0.0,1.0,14141.818596699071,54776948.63430876,3.9970718562282848,7930.131410978766,30716586.97869987,24060361.655608892,1.783301923234288,0.7833019232342878
Herring-likes,13,13,145650.54575638758,145650.54575638758,0.0,1.0,1206.1939694851392,175682809.94357404,2.915875490557777,310.89338477447416,45281791.16445276,130401018.77912128,3.879767240335869,2.879767240335869
Molluscs,5,5,51978.5152997877,51978.5152997877,0.0,1.0,23.18097111955175,1204912.4620015575,2.0455357476145615,22.923101066579125,1191508.7595077627,13403.702493794728,1.011249352878725,0.01124935287872502
Other fishes & inverts,35,35,659450.0903866689,659450.0903866689,0.0,1.0,10646.246034758598,7020667909.900273,3.907174996362343,6057.896832439957,3994880613.7056446,3025787296.1946287,1.7574162005777474,0.7574162005777473
Perch-likes,91,91,1284066.5360903968,1284066.5360903968,0.0,1.0,5395.5741462129145,6928276204.146517,3.6450477827589705,2762.3996183128397,3547104909.1844025,3381171294.9621143,1.9532199868708022,0.9532199868708022
Scorpionfishes,3,3,41732.16241524059,41732.16241524059,0.0,1.0,5932.144870206928,247561233.19421187,3.9001500556995605,5931.7414697993145,247544398.42288294,16834.771328926086,1.0000680070784722,6.800707847231126e-05
Sharks & rays,9,9,10239.425192844801,10239.425192844801,0.0,1.0,7902.843474745976,80920574.5704231,3.9308456149631184,6503.064442968705,66587641.888027005,14332932.682396092,1.215249140471113,0.215249140471113
Tuna & billfishes,14,14,59514.3224133451,59514.3224133451,0.0,1.0,21592.164180977736,1285043020.6685905,4.301396934524649,19734.059777348317,1174459196.113333,110583824.55525756,1.0941572299158757,0.09415722991587563
