commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,3,3,297.24301791069996,297.24301791069996,0.0,1.0,815.2021611715497,242313.15059395626,3.2320909212859084,801.7098909178363,238302.66746527574,4010.4831286805274,1.016829367339184,0.01682936733918396
Cod-likes,1,1,262.2222669504,262.2222669504,0.0,1.0,6109.382089532312,1602016.0211833348,3.91,6109.382089532312,1602016.0211833348,0.0,1.0,0.0
Crustaceans,35,35,191750.41955023183,191750.41955023183,0.0,1.0,2035.2300790658087,390256221.54212034,3.1127733978884753,560.7658589971649,107527088.7321525,282729132.8099678,3.6293758730345576,2.6293758730345576
Flatfishes,2,2,462.7281089285,462.7281089285,0.0,1.0,3635.5405988268067,1682266.8262279145,3.7279074645430508,3540.7024930348034,1638382.56888042,43884.2573474946,1.026785110010956,0.02678511001095591
Herring-likes,9,9,637387.5236525004,637387.5236525004,0.0,1.0,658.2491106348716,419559770.5740216,2.945184828148674,339.424985820932,216345251.17818892,203214519.39583266,1.9393065865284864,0.9393065865284865
Molluscs,32,32,80197.4929162213,80197.4929162213,0.0,1.0,55.758055830945594,4471656.287524531,2.0862589523360016,25.897359169772383,2076903.2785666592,2394753.0089578712,2.1530402179395525,1.1530402179395522
Other fishes & inverts,94,94,346261.55158372887,346261.55158372887,0.0,1.0,1630.694384550454,564646767.753314,3.3442422611417713,1121.836326331366,388448786.9784892,176197980.7748248,1.453593849900687,0.4535938499006871
Perch-likes,183,183,272280.4169000981,272280.4169000981,0.0,1.0,9659.522351256039,2630098772.85581,3.764904804010099,3955.70672068627,1077061475.0429773,1553037297.8128328,2.4419207573559003,1.4419207573559
Scorpionfishes,5,5,69.3604237019,69.3604237019,0.0,1.0,5870.532550939541,407182.6250889624,3.853403061283239,5156.594397752894,357663.5722869846,49519.052801977785,1.1384514852472714,0.13845148524727127
Sharks & rays,36,36,12119.114291927703,12119.114291927703,0.0,1.0,11114.200076072899,134694260.98527902,3.957108471888898,7035.368053313636,85262429.52388486,49431831.46139416,1.579761000682565,0.579761000682565
Tuna & billfishes,18,18,8187.752713518,8187.752713518,0.0,1.0,33285.30591313472,272531853.8105455,4.473025045020316,32999.68233627048,270193238.5940306,2338615.2165148854,1.0086553432228136,0.008655343222813543
