functional_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cephalopods,9,9,173492.637198945,173492.637198945,0.0,1.0,5071.857562679269,879929944.0466399,3.8012638533218093,4410.911039987657,765260588.7773999,114669355.26924002,1.1498435395091215,0.14984353950912166
Jellyfish,1,1,16065.474963262,16065.474963262,0.0,1.0,1586.8423749532276,25493376.44545429,3.46,1586.8423749532276,25493376.44545429,0.0,1.0,0.0
Large benthopelagics (>=90 cm),7,7,76906.2841571084,76906.2841571084,0.0,1.0,20326.911840527824,1563267258.0441241,4.285303349573777,18805.210651569596,1446238874.003893,117028384.04023123,1.080919124871979,0.08091912487197894
Large demersals (>=90 cm),9,9,94735.2158430549,94735.2158430549,0.0,1.0,7152.207887061632,677565957.9351834,3.9010211048145775,5947.24014618157,563413078.9189924,114152879.016191,1.2026095653214397,0.20260956532143962
Large pelagics (>=90 cm),30,30,273436.4881957612,273436.4881957612,0.0,1.0,28437.774977924575,7775925322.064987,4.415090113666444,27741.802513242033,7585621055.441244,190304266.62374306,1.0250874997884631,0.025087499788463048
Large rays (>=90 cm),5,5,27996.671042523794,27996.671042523794,0.0,1.0,3576.766425974403,100137553.0239489,3.708724151572605,3342.9614708135305,93591792.60619792,6545760.4177509695,1.0699394704970902,0.06993947049709026
Large reef assoc. fish (>=90 cm),9,9,10555.5395075628,10555.5395075628,0.0,1.0,13832.524905179662,146009763.1259703,3.932636089170938,6538.039173422955,69012530.79705924,76997232.32891107,2.115699300397082,1.1156993003970819
Large sharks (>=90 cm),24,24,79075.26411318919,79075.26411318919,0.0,1.0,12438.689760871488,983592678.062935,4.111001567967264,11155.944794550373,882159281.0612288,101433397.00170624,1.1149830865914405,0.11498308659144059
"Lobsters, crabs",12,12,118676.18038778543,118676.18038778543,0.0,1.0,1367.1140626318481,162243875.1075754,3.3072490047309446,1004.153630124418,119169117.34569499,43074757.7618804,1.3614590652452834,0.3614590652452834
Medium benthopelagics (30 - 89 cm),8,8,310141.1106810052,310141.1106810052,0.0,1.0,7388.522160256385,2291484469.073135,3.726417396149567,3524.9325659072106,1093226501.0661077,1198257968.0070271,2.0960747538030713,1.0960747538030713
Medium demersals (30 - 89 cm),24,24,1867644.0660899305,1867644.0660899305,0.0,1.0,2722.476954798052,5084617929.695166,3.4201347091227987,1408.2113816568003,2630037630.7516255,2454580298.94354,1.9332871401699516,0.9332871401699517
Medium pelagics (30 - 89 cm),22,22,1506588.8140352736,1506588.8140352736,0.0,1.0,4255.5544319655455,6411370704.717524,3.253139216236992,853.8895619711901,1286460462.4872746,5124910242.230249,4.983729303519845,3.983729303519846
Medium reef assoc. fish (30 - 89 cm),29,29,213756.97513546518,213756.97513546518,0.0,1.0,5188.954361296325,1109175188.3866823,3.5714760000547665,2215.9880251371283,473682897.1897257,635492291.1969566,2.3415985566867974,1.3415985566867974
Other demersal invertebrates,22,22,67418.85657002708,67418.85657002708,0.0,1.0,44.800343676906884,3020387.944641305,2.181001697604777,34.39684691176623,2318996.0884055467,701391.8562357584,1.3024549544272879,0.3024549544272878
Shrimps,23,23,429046.2654992048,429046.2654992048,0.0,1.0,632.9165764690555,271550493.5065901,2.9539527255864098,348.4585347438458,149504833.01317194,122045660.49341819,1.8163325427925496,0.8163325427925497
Small benthopelagics (<30 cm),5,5,210420.8783944666,210420.8783944666,0.0,1.0,856.7837041489777,180285179.62109268,3.2463280634937495,836.6430172291688,176047158.58795854,4238021.033134133,1.024073214626845,0.02407321462684493
Small demersals (<30 cm),6,6,187653.63006632426,187653.63006632426,0.0,1.0,2433.624351204359,456678443.72130114,3.582945819577143,2293.4537600919953,430374923.47052366,26303520.250777483,1.0611176878956308,0.061117687895630865
Small pelagics (<30 cm),25,25,940302.5320528293,940302.5320528293,0.0,1.0,1034.6899703033034,972921598.9658629,3.1767889968592447,679.3096423319616,638756576.7326454,334165022.2332175,1.5231492471553585,0.5231492471553586
Small reef assoc. fish (<30 cm),11,11,59543.5919304908,59543.5919304908,0.0,1.0,2635.2143254998427,156910126.4469462,3.519848433909939,1898.4466495898328,113040332.60498446,43869793.84196174,1.3880897448812648,0.3880897448812648
Small to medium flatfishes (<90 cm),7,7,34269.309511656895,34269.309511656895,0.0,1.0,4853.184673186277,166315287.68264994,3.563407256877345,2163.065807543985,74126771.6528069,92188516.02984305,2.243660205001687,1.2436602050016867
