functional_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cephalopods,9,9,1522.8228241324,1522.8228241324,0.0,1.0,4052.3645424795195,6171033.216992663,3.7532056890068195,3819.4707248240293,5816377.195867553,354656.02112510987,1.0609754163428546,0.06097541634285471
Large bathydemersals (>=90 cm),4,4,246.034143087,246.034143087,0.0,1.0,11868.078437690894,2919952.5085065807,4.086933428834878,10379.895602153772,2553808.719808423,366143.78869815776,1.1433716573438688,0.14337165734386892
Large bathypelagics (>=90 cm),2,2,0.29701873069999996,0.29701873069999996,0.0,1.0,6403.182028740136,1901.8649986174457,3.922860617348938,6349.351003511745,1885.8761758318294,15.988822785616321,1.0084781933143432,0.008478193314343085
Large benthopelagics (>=90 cm),17,17,3261.1311908241005,3261.1311908241005,0.0,1.0,2324.903306901669,7581814.689787129,2.504771341650079,90.73036376621883,295883.61923283304,7285931.070554296,25.6243137401295,24.624313740129498
Large demersals (>=90 cm),10,10,1324.1150013177,1324.1150013177,0.0,1.0,9012.352313371635,11933390.89529566,3.7754575948140103,4082.757474329986,5406040.418502299,6527350.47679336,2.2074179938524603,1.20741799385246
Large pelagics (>=90 cm),32,32,3898.4283849094,3898.4283849094,0.0,1.0,29769.99266165775,116056184.41075112,4.420667756610515,28209.238102975192,109971694.53730628,6084489.87344484,1.0553277813808786,0.05532778138087857
Large rays (>=90 cm),6,6,27.8257630036,27.8257630036,0.0,1.0,1250.7299166286818,34802.514241622084,3.3767366602880835,1236.5329309095591,34407.472281636285,395.0419599857996,1.0114812839708844,0.01148128397088439
Large reef assoc. fish (>=90 cm),21,21,82.19846624809999,82.19846624809999,0.0,1.0,8741.572869205054,718543.8824446583,3.9163007079371144,6225.793294964286,511750.66002376913,206793.2224208892,1.404089801098223,0.40408980109822296
Large sharks (>=90 cm),50,50,2675.0059802008004,2675.0059802008004,0.0,1.0,17907.985020918644,47903967.024303734,4.229019609721062,15887.346547865029,42498747.025061496,5405219.999242239,1.127185396690749,0.12718539669074908
"Lobsters, crabs",17,17,1724.2584167008001,1724.2584167008001,0.0,1.0,1632.316961042442,2814536.258800903,3.1917468780786895,710.4416778640491,1224985.042632125,1589551.2161687778,2.2976086734522974,1.2976086734522974
