commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,469134.1211878016,3.14,138.03842646028852,64758535.88759443
Cod-likes,268529.2111642366,3.6915771211791477,491.56066284675916,131998397.0336095
Crustaceans,310491.54408939014,3.013177257030693,103.08067577504309,32005678.187170923
Flatfishes,68398.35405006939,3.5807514291822846,380.84778069427057,26049361.343109902
Herring-likes,1184912.674579494,2.9026794037198296,79.92440350645934,94703438.72300942
Molluscs,499369.0852357467,2.0297848228244257,10.709885377560008,5348185.66397184
Other fishes & inverts,1154493.2716378225,3.4973975877569052,314.3385082088168,362901692.74374944
Perch-likes,1570282.509519579,3.674474646276029,472.57924733863626,742082926.4577875
"Salmon, smelts, etc",122886.46255197491,3.9220529296303055,835.704863536548,102696814.41748731
Scorpionfishes,53410.2164317602,3.619423353793733,416.3162412143033,22235540.547312826
Sharks & rays,26015.9842324185,4.011302129442597,1026.3656987514862,26701913.835413862
Tuna & billfishes,234366.8938147432,4.4008111532341445,2516.5823898183135,589803597.7306013
