commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,1,1,246.7655621586,246.7655621586,0.0,1.0,128.82495516931337,31789.562482412057,3.11,128.82495516931337,31789.562482412057,0.0,1.0,0.0
Cod-likes,7,7,138.8352095434,138.8352095434,0.0,1.0,2033.0060513863612,282252.8211472257,4.257280100530457,1808.3400484958388,251061.26955864188,31191.551588583796,1.124238802916187,0.12423880291618696
Crustaceans,16,16,402.72670208709997,402.72670208709997,0.0,1.0,184.16386171209726,74167.70467093767,3.218130673548974,165.24589267882945,66548.93339198384,7618.771278953835,1.1144837473814653,0.11448374738146525
Flatfishes,10,10,26.5973268938,26.5973268938,0.0,1.0,487.3550725798434,12962.342178757719,3.656202404613881,453.1087037566054,12051.480312240417,910.8618665173017,1.0755809114663002,0.0755809114663001
Herring-likes,2,2,310.4743974603,310.4743974603,0.0,1.0,130.72102253468344,40585.53070685014,3.0996553085119953,125.79266224204012,39055.40101452444,1530.1296923257032,1.0391784401792894,0.03917844017928937
Molluscs,7,7,21.371671899800003,21.371671899800003,0.0,1.0,12.181629803291878,260.34179536077926,2.0841970860751813,12.139396203379674,259.4391927203082,0.9026026404710592,1.0034790527637978,0.0034790527637978035
Other fishes & inverts,26,26,971.3176680596999,971.3176680596999,0.0,1.0,812.8984622402734,789582.6387125384,3.671202538919295,469.03207039585993,455579.1368621197,334003.5018504187,1.7331404685274345,0.7331404685274345
Perch-likes,68,68,2775.6115091679003,2775.6115091679003,0.0,1.0,571.5993814523421,1586537.8217923734,3.4756980103634727,299.01846681840175,829959.0979548958,756578.7238374776,1.9115855536757957,0.9115855536757956
"Salmon, smelts, etc",2,2,19.2273334355,19.2273334355,0.0,1.0,326.6133498971817,6279.903782958742,3.493733296260857,311.69748368718393,5993.111449859807,286.79233309893516,1.0478536625754964,0.04785366257549639
Scorpionfishes,11,11,181.37635281220003,181.37635281220003,0.0,1.0,1288.2920366876342,233665.7109714041,4.0564392696512055,1138.778527600707,206547.49599706352,27118.214974340575,1.1312928769406438,0.1312928769406438
Sharks & rays,22,22,3577.0459599010996,3577.0459599010996,0.0,1.0,2372.938488333153,8488110.032785928,4.351906159810572,2248.568693812537,8043233.561762228,444876.4710237002,1.0553106493312163,0.055310649331216266
Tuna & billfishes,15,15,6664.636544243501,6664.636544243501,0.0,1.0,2511.9080930339105,16740954.472614802,4.392863302051911,2470.9462708702354,16467958.815703971,272995.6569108311,1.0165773827810707,0.01657738278107062
