functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cephalopods,356.33189834180007,3.8376366540597697,688.0763867144582,245183.5650821294
Large bathydemersals (>=90 cm),61.4015531383,4.447349223865081,2801.232935120444,172000.05291855402
Large bathypelagics (>=90 cm),0.5978316764,3.92,831.7637711026708,497.2547296470956
Large benthopelagics (>=90 cm),52.610933720000006,4.177178181170228,1503.7587976543784,79114.1544342614
Large demersals (>=90 cm),99.6626344987,4.405345824613947,2542.996864034022,253441.76699156305
Large pelagics (>=90 cm),6792.2532966034005,4.392367517195952,2468.1270806591465,16764144.300043214
Large rays (>=90 cm),4.6809852545,3.840706237558817,692.9569223717756,3243.721135625983
Large reef assoc. fish (>=90 cm),102.12997982550002,4.251065634023056,1782.6481550048372,182061.82010660885
Large sharks (>=90 cm),3315.836306511,4.392654543184523,2469.75880934383,8189315.92834765
"Lobsters, crabs",187.848002503,3.1742197224565665,149.35498496204085,28056.035588984978
Medium bathydemersals (30 - 89 cm),572.8980161049,3.3650801480796946,231.78223594567393,132787.58314163442
Medium bathypelagics (30 - 89 cm),0.6315792985,4.08,1202.2644346174131,759.325328227165
Medium benthopelagics (30 - 89 cm),687.6348662165,3.0675424363146537,116.82678795070507,80334.17270298649
Medium demersals (30 - 89 cm),994.5947985920999,3.577318507872074,377.8492007185556,375806.8496868577
Medium pelagics (30 - 89 cm),330.8605102835999,3.5807663708216797,380.86088375758527,126011.82634709749
Medium reef assoc. fish (30 - 89 cm),173.73788603329996,3.4208476475329386,263.5406711059763,45786.9990817495
Other demersal invertebrates,21.371671899800003,2.0841970860751813,12.139396203379674,259.4391927203082
Shrimps,214.8786995841,3.256517840200117,180.51688893810763,38789.23434798797
Small benthopelagics (<30 cm),265.43101831229995,3.6380215395487427,434.53177495482555,115338.2115153105
Small demersals (<30 cm),239.35258889129997,3.7669668388599313,584.7454334147221,139960.333330179
Small pelagics (<30 cm),557.4469642864,3.10427186505417,127.13697239684443,70872.11931118475
Small reef assoc. fish (<30 cm),20.668221058100002,3.3485278201638415,223.11451262560135,4611.380068216173
Small to medium flatfishes (<90 cm),26.5973268938,3.656202404613881,453.1087037566054,12051.480312240417
Small to medium rays (<90 cm),194.7836999241,3.807363056079173,641.74583107646,125001.62738793937
Small to medium sharks (<90 cm),61.744968211499994,3.920228405591622,832.2013301098161,51384.24467319861
