commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,5,5,419230.0057269221,419230.0057269221,0.0,1.0,93.81046704303725,39328162.635697745,2.5024938906375978,90.11345062611205,37778262.42205767,1549900.2136400715,1.0410262440427944,0.041026244042794514
Cod-likes,6,6,548.7652239448,548.7652239448,0.0,1.0,18140.435365467765,9954840.075787088,4.237382989291578,16290.42356634776,8939617.936542476,1015222.1392446123,1.1135643767385952,0.11356437673859515
Crustaceans,33,33,107413.19706949028,107413.19706949028,0.0,1.0,1009.189242484143,108400242.98335887,3.027170778049363,433.9203204483266,46608768.89277248,61791474.090586394,2.3257478272542027,1.325747827254203
Flatfishes,10,10,20574.1526550974,20574.1526550974,0.0,1.0,6207.593232010987,127715970.7761435,3.7913005328144256,4281.202004588479,88082103.58971238,39633867.186431125,1.449965039107674,0.449965039107674
Herring-likes,4,4,253264.1298041896,253264.1298041896,0.0,1.0,282.142346265564,71456535.80786042,2.882663375791619,281.45017539604237,71281233.75491521,175302.05294521153,1.0024593016101258,0.0024593016101257304
Molluscs,12,12,13049.289571390704,13049.289571390704,0.0,1.0,119.64388806102845,1561267.7407554153,2.2495169728147033,42.23369329613495,551119.6934905673,1010148.047264848,2.832901380945004,1.8329013809450039
Other fishes & inverts,36,36,373590.78195799136,373590.78195799136,0.0,1.0,3615.26601563278,1350630057.7664022,3.5022043575824036,1800.7064678767586,672727337.4108909,677902720.3555113,2.0076931360698658,1.0076931360698655
Perch-likes,91,91,262470.3362051095,262470.3362051095,0.0,1.0,7379.106863758498,1936796659.424124,3.7309283737815755,3572.8906967359326,937777822.396388,999018837.027736,2.0653043963812805,1.0653043963812807
Scorpionfishes,8,8,13904.225366641598,13904.225366641598,0.0,1.0,1709.0186890116572,23762581.007820453,3.4821957825576866,1695.9426740247977,23580769.148545574,181811.8592748791,1.0077101751062303,0.00771017510623028
Sharks & rays,44,44,53887.4670000712,53887.4670000712,0.0,1.0,17086.74085885695,920761184.1704221,4.138955197242048,12130.392868919696,653676145.4218092,267085038.74861288,1.4085892389055534,0.40858923890555343
Tuna & billfishes,21,21,69738.3629390647,69738.3629390647,0.0,1.0,27944.63829292991,1948813327.4732313,4.399952284157103,26511.842161985685,1848892470.8757553,99920856.597476,1.054043627832043,0.05404362783204315
