taxon,groups,weights,weight_basis,confidence,catch_tonnes,SPPR_1986,SPPR_1995_TE0.1,SPPR_1995_TEmean,Ulanowicz_globalTEmean,Ulanowicz_TE,EwE_TE_noEE,EwE_TE_EE,SPPR_2015,new_TE_noEEfix,new_TE_EEfix,new_GE,new_WithEgestion,sym_TE_asPP,sym_TE_asDC,sym_GE_asPP,sym_GE_asDC,sym_WithEgestion_asPP,sym_WithEgestion_asDC,MC_new_GE,MC_new_TE_EEfix,SPPR_1995_TEmean_catch,Ulanowicz_globalTEmean_catch
Scomberomorus tritor,Thons mineurs,1.000000,single,high,232621.782,163.765772,1395.634937,1321.894731,9241.412090,2965.086479,2997.818641,1727.313722,4278.698550,4278.698550,4278.698550,1413.607110,516.926347,4278.698550,4279.691205,1413.607110,1414.299730,516.926347,-5162.630056,1554.151413,4550.096146,750.381718,3860.227378
Pagellus,Dem M inv,1.000000,single,medium,231646.118,163.765772,172.485056,165.952401,511.347723,706.004578,706.004578,670.704349,890.128168,890.128168,890.128168,735.262371,400.351586,890.128168,890.128168,735.262371,735.404934,400.351586,-4414.739474,805.768964,945.574586,110.936439,283.976950
Nematopalaemon hastatus,Crustacés,1.000000,single,high,225043.179,163.765772,79.649220,77.077782,199.420396,94.919134,94.919134,90.173177,135.651174,135.651174,135.651174,112.097094,63.654470,135.651174,135.651174,112.097094,112.118405,63.654470,-691.708697,122.926325,140.897505,54.734450,122.753568
Selene dorsalis,Côtier pel L pred,1.000000,single,high,216745.116,163.765772,1052.557933,999.055395,11777.423523,6532.776468,7781.630289,7457.950731,14096.896099,14096.896099,14096.896099,6109.578522,1921.956368,14096.896099,-57719.913078,6109.578522,6113.693041,1921.956368,-289813.586120,6783.158943,15274.306707,579.770625,4535.549158
Trachinotus,Côtier pel L pred,1.000000,single,medium,211036.856,163.765772,1052.557933,999.055395,11777.423523,6532.776468,7781.630289,7457.950731,14096.896099,14096.896099,14096.896099,6109.578522,1921.956368,14096.896099,-57719.913078,6109.578522,6113.693041,1921.956368,-289813.586120,6783.158943,15274.306707,579.770625,4535.549158
Balistes capriscus,Dem M inv,1.000000,single,high,204773.111,163.765772,172.485056,165.952401,511.347723,706.004578,706.004578,670.704349,890.128168,890.128168,890.128168,735.262371,400.351586,890.128168,890.128168,735.262371,735.404934,400.351586,-4414.739474,805.768964,945.574586,110.936439,283.976950
Pseudupeneus prayensis,Dem M inv,1.000000,single,high,202853.218,163.765772,172.485056,165.952401,511.347723,706.004578,706.004578,670.704349,890.128168,890.128168,890.128168,735.262371,400.351586,890.128168,890.128168,735.262371,735.404934,400.351586,-4414.739474,805.768964,945.574586,110.936439,283.976950
Prionace glauca,Sélaciens L prof,1.000000,single,high,199252.152,163.765772,2984.356694,2810.614697,33756.075827,124489.068835,128867.658555,64433.829278,630808.944285,630808.944285,630808.944285,51235.427712,12872.104870,630808.944285,-1411467.842509,51235.427712,51258.187051,12872.104870,-997628.832180,58369.961914,764652.412024,1503.402270,11832.505589
Thunnus thynnus,Thons majeurs,1.000000,single,medium,187594.54,163.765772,2736.422785,2578.791074,17894.357856,8524.661732,8877.094804,4438.547402,13559.458980,13559.458980,13559.458980,3620.876362,1183.597755,13559.458980,-35797.700389,3620.876362,3622.234339,1183.597755,-69439.826941,4014.207129,14860.336328,1388.786767,6982.262246
Thunnus alalunga,Thons majeurs,1.000000,single,high,185809.05,163.765772,2736.422785,2578.791074,17894.357856,8524.661732,8877.094804,4438.547402,13559.458980,13559.458980,13559.458980,3620.876362,1183.597755,13559.458980,-35797.700389,3620.876362,3622.234339,1183.597755,-69439.826941,4014.207129,14860.336328,1388.786767,6982.262246
Sepiida,Céphalopodes,1.000000,single,high,185244.806,163.765772,822.926928,782.539200,2911.873630,776.133746,776.133746,737.327059,1169.062418,1169.062418,1169.062418,633.532727,262.848004,1169.062418,1169.126090,633.532727,633.690429,262.848004,-2693.977387,696.074883,1245.601022,462.946606,1388.475781
Octopoda,Céphalopodes,1.000000,single,high,181049.389,163.765772,822.926928,782.539200,2911.873630,776.133746,776.133746,737.327059,1169.062418,1169.062418,1169.062418,633.532727,262.848004,1169.062418,1169.126090,633.532727,633.690429,262.848004,-2693.977387,696.074883,1245.601022,462.946606,1388.475781
Euthynnus alletteratus,Thons mineurs,1.000000,single,high,180780.317,163.765772,1395.634937,1321.894731,9241.412090,2965.086479,2997.818641,1727.313722,4278.698550,4278.698550,4278.698550,1413.607110,516.926347,4278.698550,4279.691205,1413.607110,1414.299730,516.926347,-5162.630056,1554.151413,4550.096146,750.381718,3860.227378
Rajiformes,Sélaciens L prof | Sélaciens M prof,0.809726 | 0.190274,catch_composition,medium,176679.785,163.765772,2943.265798,2772.195440,30340.406421,106443.472380,110085.487319,55042.743660,519045.522015,519045.522015,519045.522015,43711.326429,11190.605350,519045.522015,-1134636.932488,43711.326429,43730.559477,11190.605350,-815704.522352,49790.245909,628102.100763,1484.415879,10771.970491
Solea,Côtier S inv,1.000000,single,low,172378.238,163.765772,79.510256,76.944312,373.180416,228.226730,228.830344,223.019358,302.460327,302.460327,302.460327,244.226076,127.659422,302.460327,303.400726,244.226076,245.025938,127.659422,-1352.064159,266.013821,316.479608,54.647132,203.050192
Stromateus fiatola,Côtier S pred,1.000000,single,high,167686.604,163.765772,545.757696,520.573184,4917.222698,1275.451871,1276.085900,1149.773886,1835.857966,1835.857966,1835.857966,1067.675983,415.503270,1835.857966,1836.591100,1067.675983,1068.391396,415.503270,-4249.608379,1177.743138,1944.131304,318.019746,2089.141318
Miscellaneous marine crustaceans,Crustacés,1.000000,single,medium,162844.136,163.765772,79.649220,77.077782,199.420396,94.919134,94.919134,90.173177,135.651174,135.651174,135.651174,112.097094,63.654470,135.651174,135.651174,112.097094,112.118405,63.654470,-691.708697,122.926325,140.897505,54.734450,122.753568
Sepiidae,Céphalopodes,1.000000,single,high,158576.085,163.765772,822.926928,782.539200,2911.873630,776.133746,776.133746,737.327059,1169.062418,1169.062418,1169.062418,633.532727,262.848004,1169.062418,1169.126090,633.532727,633.690429,262.848004,-2693.977387,696.074883,1245.601022,462.946606,1388.475781
Dentex gibbosus,Côtier L pred,1.000000,single,high,157881.303,163.765772,834.792702,793.737434,7076.977860,5090.744396,9568.388961,8272.995088,19279.704720,19279.704720,19279.704720,6360.723192,2029.298348,19279.704720,-84799.195448,6360.723192,6366.230780,2029.298348,-469234.864873,6996.154043,20790.115719,469.046047,2908.726875
Pleuronectiformes,Côtier L pred | Côtier M inv | Côtier S pred | Côtier S inv | Dem L pred | Dem S pred | Dem S inv,0.286730 | 0.278051 | 0.060873 | 0.317325 | 0.055986 | 0.000029 | 0.001006,catch_composition,medium,157106.538,163.765772,384.827341,367.019353,3105.183303,2082.126789,3369.643291,2927.936224,6473.128062,6473.128062,6473.128062,2392.917063,817.459387,6473.128062,-23368.883052,2392.917063,2394.991862,817.459387,-137064.126678,2638.094910,6980.221366,224.308794,1306.751676
Caranx rhonchus,Côtier pel L pred,1.000000,single,high,156259.923,163.765772,1052.557933,999.055395,11777.423523,6532.776468,7781.630289,7457.950731,14096.896099,14096.896099,14096.896099,6109.578522,1921.956368,14096.896099,-57719.913078,6109.578522,6113.693041,1921.956368,-289813.586120,6783.158943,15274.306707,579.770625,4535.549158
Chondrichthyes,Sélaciens L prof | Sélaciens L côtiers | Sélaciens M prof | Sélaciens M côtiers,0.731111 | 0.090694 | 0.171801 | 0.006394,catch_composition,low,155684.309,163.765772,2769.459489,2609.234813,29837.845747,101657.718481,104398.134468,54134.586328,481965.932532,481965.932532,481965.932532,42015.216824,10784.020922,481965.932532,-1054779.035340,42015.216824,42036.176323,10784.020922,-804951.623448,47810.818811,582150.568204,1401.480500,10590.209668
Acanthocybium solandri,Thons mineurs,1.000000,single,high,155495.952,163.765772,1395.634937,1321.894731,9241.412090,2965.086479,2997.818641,1727.313722,4278.698550,4278.698550,4278.698550,1413.607110,516.926347,4278.698550,4279.691205,1413.607110,1414.299730,516.926347,-5162.630056,1554.151413,4550.096146,750.381718,3860.227378
Decapterus,Pel S inv,1.000000,single,medium,155217.652,163.765772,157.970864,152.088101,577.271661,239.810236,250.631699,247.597025,317.630863,317.630863,317.630863,109.892321,46.754763,317.630863,317.632445,109.892321,109.904682,46.754763,-281.147296,116.066511,339.622882,102.369618,312.790013
Murex,Benthos,1.000000,single,high,154880.082,163.765772,14.225293,13.944959,22.648952,39.053581,39.053581,28.888889,46.572283,46.572283,46.572283,43.496371,33.048280,46.572283,46.572283,43.496371,43.505350,33.048280,-381.521079,46.817883,48.197268,11.330530,16.922572
Trichiuridae,Côtier L pred,1.000000,single,medium,151306.484,163.765772,834.792702,793.737434,7076.977860,5090.744396,9568.388961,8272.995088,19279.704720,19279.704720,19279.704720,6360.723192,2029.298348,19279.704720,-84799.195448,6360.723192,6366.230780,2029.298348,-469234.864873,6996.154043,20790.115719,469.046047,2908.726875
Acanthurus,Mulets,1.000000,single,medium,149547.449,163.765772,20.761510,20.294765,104.055417,84.967053,84.967053,80.718700,87.916766,87.916766,87.916766,58.815210,32.075058,87.916766,87.916766,58.815210,58.820906,32.075058,-183.117525,61.214848,89.985946,16.009476,63.984768
Teuthida,Céphalopodes,1.000000,single,high,140572.183,163.765772,822.926928,782.539200,2911.873630,776.133746,776.133746,737.327059,1169.062418,1169.062418,1169.062418,633.532727,262.848004,1169.062418,1169.126090,633.532727,633.690429,262.848004,-2693.977387,696.074883,1245.601022,462.946606,1388.475781
Gastropoda,Benthos,1.000000,single,high,125447.183,163.765772,14.225293,13.944959,22.648952,39.053581,39.053581,28.888889,46.572283,46.572283,46.572283,43.496371,33.048280,46.572283,46.572283,43.496371,43.505350,33.048280,-381.521079,46.817883,48.197268,11.330530,16.922572
Crassostrea,Benthos,1.000000,single,high,122731.973,163.765772,14.225293,13.944959,22.648952,39.053581,39.053581,28.888889,46.572283,46.572283,46.572283,43.496371,33.048280,46.572283,46.572283,43.496371,43.505350,33.048280,-381.521079,46.817883,48.197268,11.330530,16.922572
Istiophorus albicans,Thons majeurs,1.000000,single,high,121322.969,163.765772,2736.422785,2578.791074,17894.357856,8524.661732,8877.094804,4438.547402,13559.458980,13559.458980,13559.458980,3620.876362,1183.597755,13559.458980,-35797.700389,3620.876362,3622.234339,1183.597755,-69439.826941,4014.207129,14860.336328,1388.786767,6982.262246
Sepia officinalis,Céphalopodes,1.000000,single,high,119284.302,163.765772,822.926928,782.539200,2911.873630,776.133746,776.133746,737.327059,1169.062418,1169.062418,1169.062418,633.532727,262.848004,1169.062418,1169.126090,633.532727,633.690429,262.848004,-2693.977387,696.074883,1245.601022,462.946606,1388.475781
Scomberomorus,Thons mineurs,1.000000,single,medium,118771.04,163.765772,1395.634937,1321.894731,9241.412090,2965.086479,2997.818641,1727.313722,4278.698550,4278.698550,4278.698550,1413.607110,516.926347,4278.698550,4279.691205,1413.607110,1414.299730,516.926347,-5162.630056,1554.151413,4550.096146,750.381718,3860.227378
Balistes,Dem M inv,1.000000,single,medium,111581.8,163.765772,172.485056,165.952401,511.347723,706.004578,706.004578,670.704349,890.128168,890.128168,890.128168,735.262371,400.351586,890.128168,890.128168,735.262371,735.404934,400.351586,-4414.739474,805.768964,945.574586,110.936439,283.976950
Cynoglossus canariensis,Côtier M inv,1.000000,single,high,97665.511,163.765772,170.837609,164.379174,573.174129,332.812451,332.812451,331.190423,425.732264,425.732264,425.732264,368.426453,198.243136,425.732264,425.732264,368.426453,368.498294,198.243136,-2197.047861,402.613215,447.451967,109.967259,314.242463
Mollusca,Céphalopodes | Benthos,0.931304 | 0.068696,catch_composition,medium,97253.016,163.765772,767.372437,729.739922,2713.395724,725.499356,725.499356,688.660257,1091.951942,1091.951942,1091.951942,592.999645,247.061704,1091.951942,1092.011240,592.999645,593.147131,247.061704,-2535.121107,651.473585,1163.344287,431.922430,1294.255691
Cheilopogon melanurus,Pel S inv,1.000000,single,medium,96651.819,163.765772,157.970864,152.088101,577.271661,239.810236,250.631699,247.597025,317.630863,317.630863,317.630863,109.892321,46.754763,317.630863,317.632445,109.892321,109.904682,46.754763,-281.147296,116.066511,339.622882,102.369618,312.790013
Aristeus varidens,Crustacés,1.000000,single,high,96649.154,163.765772,79.649220,77.077782,199.420396,94.919134,94.919134,90.173177,135.651174,135.651174,135.651174,112.097094,63.654470,135.651174,135.651174,112.097094,112.118405,63.654470,-691.708697,122.926325,140.897505,54.734450,122.753568
Rajidae,Sélaciens L prof | Sélaciens M prof,0.809726 | 0.190274,catch_composition,medium,94060.957,163.765772,2943.265798,2772.195440,30340.406421,106443.472380,110085.487319,55042.743660,519045.522015,519045.522015,519045.522015,43711.326429,11190.605350,519045.522015,-1134636.932488,43711.326429,43730.559477,11190.605350,-815704.522352,49790.245909,628102.100763,1484.415879,10771.970491
Xiphias gladius,Thons majeurs,1.000000,single,high,89998.418,163.765772,2736.422785,2578.791074,17894.357856,8524.661732,8877.094804,4438.547402,13559.458980,13559.458980,13559.458980,3620.876362,1183.597755,13559.458980,-35797.700389,3620.876362,3622.234339,1183.597755,-69439.826941,4014.207129,14860.336328,1388.786767,6982.262246
Zeus faber,Dem L pred,1.000000,single,high,87375.508,163.765772,702.924270,669.216325,8905.495621,6777.626749,6838.543559,5761.940280,11046.542562,11046.542562,11046.542562,5782.706959,2043.803180,11046.542562,11049.934606,5782.706959,5785.889350,2043.803180,-21771.784771,6494.006214,12063.058581,400.815207,3457.571618
Raja miraletus,Sélaciens M prof,1.000000,single,high,80276.214,163.765772,2768.400810,2608.699784,15804.802398,29649.259219,30156.732119,15078.366060,43428.986164,43428.986164,43428.986164,11692.022484,4034.874429,43428.986164,43435.067863,11692.022484,11696.249172,4034.874429,-41513.751621,13278.704635,47003.341511,1403.618052,6258.794187
Umbrina canariensis,Dem L inv,1.000000,single,high,79354.856,163.765772,128.142544,123.564267,594.540571,364.900286,364.900286,346.655272,481.097618,481.097618,481.097618,394.134001,202.522778,481.097618,481.097618,394.134001,394.210214,202.522778,-2227.375206,437.215420,511.290128,84.542611,318.940827
Makaira nigricans,Thons majeurs,1.000000,single,high,74790.835,163.765772,2736.422785,2578.791074,17894.357856,8524.661732,8877.094804,4438.547402,13559.458980,13559.458980,13559.458980,3620.876362,1183.597755,13559.458980,-35797.700389,3620.876362,3622.234339,1183.597755,-69439.826941,4014.207129,14860.336328,1388.786767,6982.262246
Serranidae,Dem M pred,1.000000,single,medium,74254.877,163.765772,865.196085,822.424992,5615.493407,2546.011711,2549.035034,2421.583282,3524.187941,3524.187941,3524.187941,2342.135982,967.005590,3524.187941,3525.764533,2342.135982,2343.769424,967.005590,-10416.992768,2575.217274,3752.059360,484.640876,2412.077537
Selar crumenophthalmus,Pel S inv,1.000000,single,high,72398.216,163.765772,157.970864,152.088101,577.271661,239.810236,250.631699,247.597025,317.630863,317.630863,317.630863,109.892321,46.754763,317.630863,317.632445,109.892321,109.904682,46.754763,-281.147296,116.066511,339.622882,102.369618,312.790013
Ablennes hians,Pel L pred,1.000000,single,high,71929.917,163.765772,1087.886765,1032.332906,5007.066640,3058.871294,3141.852848,2984.760205,5671.231047,5671.231047,5671.231047,2818.570990,998.224983,5671.231047,-68817.830683,2818.570990,2819.301833,998.224983,-142557.851524,3155.548468,6096.563992,597.537591,2190.300014
Soleidae,Côtier M inv | Côtier S inv,0.467018 | 0.532982,catch_composition,medium,68299.007,163.765772,122.161730,117.777925,466.580985,277.070095,277.391810,273.537141,360.030482,360.030482,360.030482,302.229829,160.623253,360.030482,360.531699,302.229829,302.689692,160.623253,-1746.686357,329.808132,377.645995,80.482601,254.978931
Decapterus punctatus,Pel S inv,1.000000,single,high,67499.776,163.765772,157.970864,152.088101,577.271661,239.810236,250.631699,247.597025,317.630863,317.630863,317.630863,109.892321,46.754763,317.630863,317.632445,109.892321,109.904682,46.754763,-281.147296,116.066511,339.622882,102.369618,312.790013
Auxis,Thons mineurs,1.000000,single,medium,66850.584,163.765772,1395.634937,1321.894731,9241.412090,2965.086479,2997.818641,1727.313722,4278.698550,4278.698550,4278.698550,1413.607110,516.926347,4278.698550,4279.691205,1413.607110,1414.299730,516.926347,-5162.630056,1554.151413,4550.096146,750.381718,3860.227378
Dentex macrophthalmus,Dem M pred,1.000000,single,high,64056.767,163.765772,865.196085,822.424992,5615.493407,2546.011711,2549.035034,2421.583282,3524.187941,3524.187941,3524.187941,2342.135982,967.005590,3524.187941,3525.764533,2342.135982,2343.769424,967.005590,-10416.992768,2575.217274,3752.059360,484.640876,2412.077537
Sphyrna zygaena,Sélaciens L prof,1.000000,single,high,62228.006,163.765772,2984.356694,2810.614697,33756.075827,124489.068835,128867.658555,64433.829278,630808.944285,630808.944285,630808.944285,51235.427712,12872.104870,630808.944285,-1411467.842509,51235.427712,51258.187051,12872.104870,-997628.832180,58369.961914,764652.412024,1503.402270,11832.505589
Octopus,Céphalopodes,1.000000,single,high,61885.691,163.765772,822.926928,782.539200,2911.873630,776.133746,776.133746,737.327059,1169.062418,1169.062418,1169.062418,633.532727,262.848004,1169.062418,1169.126090,633.532727,633.690429,262.848004,-2693.977387,696.074883,1245.601022,462.946606,1388.475781
Gobiidae,Unresolved,,,unresolved,61736.349,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus,Sélaciens L côtiers | Sélaciens L prof,0.110359 | 0.889641,catch_composition,medium,60306.677,163.765772,2781.823109,2620.729687,32914.181757,117377.641309,120596.102473,62653.256090,577178.197071,577178.197071,577178.197071,48624.329861,12260.175087,577178.197071,-1291627.704185,48624.329861,48648.921576,12260.175087,-968882.512106,55338.258575,698320.194220,1406.818237,11543.641235
Trachinotus ovatus,Côtier pel L pred,1.000000,single,medium,59742.099,163.765772,1052.557933,999.055395,11777.423523,6532.776468,7781.630289,7457.950731,14096.896099,14096.896099,14096.896099,6109.578522,1921.956368,14096.896099,-57719.913078,6109.578522,6113.693041,1921.956368,-289813.586120,6783.158943,15274.306707,579.770625,4535.549158
Pseudotolithus senegallus,Bars,1.000000,single,high,59598.185,163.765772,765.126208,727.972559,3298.268004,1392.366618,1698.422161,1593.296173,2935.678026,2935.678026,2935.678026,1750.560310,663.608554,2935.678026,-12167.664034,1750.560310,1751.311377,663.608554,-129143.724965,1958.685751,3084.917054,433.124819,1494.315020
Mugil cephalus,Unresolved,,,unresolved,58977.867,,,,,,,,,,,,,,,,,,,,,,
Ocypode cursor,Crustacés,1.000000,single,high,58921.226,163.765772,79.649220,77.077782,199.420396,94.919134,94.919134,90.173177,135.651174,135.651174,135.651174,112.097094,63.654470,135.651174,135.651174,112.097094,112.118405,63.654470,-691.708697,122.926325,140.897505,54.734450,122.753568
Callinectes marginatus,Crustacés,1.000000,single,high,58904.172,163.765772,79.649220,77.077782,199.420396,94.919134,94.919134,90.173177,135.651174,135.651174,135.651174,112.097094,63.654470,135.651174,135.651174,112.097094,112.118405,63.654470,-691.708697,122.926325,140.897505,54.734450,122.753568
Mytilidae,Benthos,1.000000,single,high,58894.684,163.765772,14.225293,13.944959,22.648952,39.053581,39.053581,28.888889,46.572283,46.572283,46.572283,43.496371,33.048280,46.572283,46.572283,43.496371,43.505350,33.048280,-381.521079,46.817883,48.197268,11.330530,16.922572
Seriola dumerili,Côtier pel L pred,1.000000,single,high,58852.398,163.765772,1052.557933,999.055395,11777.423523,6532.776468,7781.630289,7457.950731,14096.896099,14096.896099,14096.896099,6109.578522,1921.956368,14096.896099,-57719.913078,6109.578522,6113.693041,1921.956368,-289813.586120,6783.158943,15274.306707,579.770625,4535.549158
Merluccius polli,Dem L pred,1.000000,single,high,57248.29,163.765772,702.924270,669.216325,8905.495621,6777.626749,6838.543559,5761.940280,11046.542562,11046.542562,11046.542562,5782.706959,2043.803180,11046.542562,11049.934606,5782.706959,5785.889350,2043.803180,-21771.784771,6494.006214,12063.058581,400.815207,3457.571618
Cymbium,Benthos,1.000000,single,high,55863.668,163.765772,14.225293,13.944959,22.648952,39.053581,39.053581,28.888889,46.572283,46.572283,46.572283,43.496371,33.048280,46.572283,46.572283,43.496371,43.505350,33.048280,-381.521079,46.817883,48.197268,11.330530,16.922572
Mugil,Dem M inv | Mulets,0.926711 | 0.073289,catch_composition,medium,55086.687,163.765772,161.365334,155.277245,481.497528,660.489131,660.489131,627.464674,831.334602,831.334602,831.334602,685.685987,373.360833,831.334602,831.334602,685.685987,685.818519,373.360833,-4104.606578,751.201064,882.869035,103.979302,267.853862
Epinephelus aeneus,Dem L pred,1.000000,single,high,51901.999,163.765772,702.924270,669.216325,8905.495621,6777.626749,6838.543559,5761.940280,11046.542562,11046.542562,11046.542562,5782.706959,2043.803180,11046.542562,11049.934606,5782.706959,5785.889350,2043.803180,-21771.784771,6494.006214,12063.058581,400.815207,3457.571618
Pomadasys incisus,Côtier M inv,1.000000,single,high,51741.948,163.765772,170.837609,164.379174,573.174129,332.812451,332.812451,331.190423,425.732264,425.732264,425.732264,368.426453,198.243136,425.732264,425.732264,368.426453,368.498294,198.243136,-2197.047861,402.613215,447.451967,109.967259,314.242463
Aristaeopsis edwardsiana,Crustacés,1.000000,single,high,49302.079,163.765772,79.649220,77.077782,199.420396,94.919134,94.919134,90.173177,135.651174,135.651174,135.651174,112.097094,63.654470,135.651174,135.651174,112.097094,112.118405,63.654470,-691.708697,122.926325,140.897505,54.734450,122.753568
Plectorhinchus mediterraneus,Dem M inv,1.000000,single,high,49082.835,163.765772,172.485056,165.952401,511.347723,706.004578,706.004578,670.704349,890.128168,890.128168,890.128168,735.262371,400.351586,890.128168,890.128168,735.262371,735.404934,400.351586,-4414.739474,805.768964,945.574586,110.936439,283.976950
Istiophoridae,Thons majeurs,1.000000,single,medium,47329.851,163.765772,2736.422785,2578.791074,17894.357856,8524.661732,8877.094804,4438.547402,13559.458980,13559.458980,13559.458980,3620.876362,1183.597755,13559.458980,-35797.700389,3620.876362,3622.234339,1183.597755,-69439.826941,4014.207129,14860.336328,1388.786767,6982.262246
Brotula barbata,Unresolved,,,unresolved,45754.683,,,,,,,,,,,,,,,,,,,,,,
Dentex angolensis,Unresolved,,,unresolved,39612.801,,,,,,,,,,,,,,,,,,,,,,
Sphyraena afra,Côtier pel L pred,1.000000,single,high,39527.703,163.765772,1052.557933,999.055395,11777.423523,6532.776468,7781.630289,7457.950731,14096.896099,14096.896099,14096.896099,6109.578522,1921.956368,14096.896099,-57719.913078,6109.578522,6113.693041,1921.956368,-289813.586120,6783.158943,15274.306707,579.770625,4535.549158
Coryphaena hippurus,Pel L pred,1.000000,single,high,39259.019,163.765772,1087.886765,1032.332906,5007.066640,3058.871294,3141.852848,2984.760205,5671.231047,5671.231047,5671.231047,2818.570990,998.224983,5671.231047,-68817.830683,2818.570990,2819.301833,998.224983,-142557.851524,3155.548468,6096.563992,597.537591,2190.300014
Centrophorus,Unresolved,,,unresolved,37800.275,,,,,,,,,,,,,,,,,,,,,,
Scorpaenidae,Côtier S pred,1.000000,single,high,37644.847,163.765772,545.757696,520.573184,4917.222698,1275.451871,1276.085900,1149.773886,1835.857966,1835.857966,1835.857966,1067.675983,415.503270,1835.857966,1836.591100,1067.675983,1068.391396,415.503270,-4249.608379,1177.743138,1944.131304,318.019746,2089.141318
Isurus oxyrinchus,Sélaciens L prof,1.000000,single,high,37387.723,163.765772,2984.356694,2810.614697,33756.075827,124489.068835,128867.658555,64433.829278,630808.944285,630808.944285,630808.944285,51235.427712,12872.104870,630808.944285,-1411467.842509,51235.427712,51258.187051,12872.104870,-997628.832180,58369.961914,764652.412024,1503.402270,11832.505589
Lutjanus endecacanthus,Côtier L pred,1.000000,single,high,36935.128,163.765772,834.792702,793.737434,7076.977860,5090.744396,9568.388961,8272.995088,19279.704720,19279.704720,19279.704720,6360.723192,2029.298348,19279.704720,-84799.195448,6360.723192,6366.230780,2029.298348,-469234.864873,6996.154043,20790.115719,469.046047,2908.726875
Scorpaeniformes,Unresolved,,,unresolved,32825.769,,,,,,,,,,,,,,,,,,,,,,
Mullidae,Dem M inv,1.000000,single,medium,32334.591,163.765772,172.485056,165.952401,511.347723,706.004578,706.004578,670.704349,890.128168,890.128168,890.128168,735.262371,400.351586,890.128168,890.128168,735.262371,735.404934,400.351586,-4414.739474,805.768964,945.574586,110.936439,283.976950
Carcharhinidae,Sélaciens L côtiers | Sélaciens L prof,0.110359 | 0.889641,catch_composition,medium,32100.807,163.765772,2781.823109,2620.729687,32914.181757,117377.641309,120596.102473,62653.256090,577178.197071,577178.197071,577178.197071,48624.329861,12260.175087,577178.197071,-1291627.704185,48624.329861,48648.921576,12260.175087,-968882.512106,55338.258575,698320.194220,1406.818237,11543.641235
Guentherus altivela,Unresolved,,,unresolved,31760.118,,,,,,,,,,,,,,,,,,,,,,
Lobotes surinamensis,Côtier L pred,1.000000,single,high,31453.521,163.765772,834.792702,793.737434,7076.977860,5090.744396,9568.388961,8272.995088,19279.704720,19279.704720,19279.704720,6360.723192,2029.298348,19279.704720,-84799.195448,6360.723192,6366.230780,2029.298348,-469234.864873,6996.154043,20790.115719,469.046047,2908.726875
Lethrinus atlanticus,Côtier M inv,1.000000,single,high,31149.141,163.765772,170.837609,164.379174,573.174129,332.812451,332.812451,331.190423,425.732264,425.732264,425.732264,368.426453,198.243136,425.732264,425.732264,368.426453,368.498294,198.243136,-2197.047861,402.613215,447.451967,109.967259,314.242463
Sphyrna,Sélaciens L prof,1.000000,single,medium,30105.966,163.765772,2984.356694,2810.614697,33756.075827,124489.068835,128867.658555,64433.829278,630808.944285,630808.944285,630808.944285,51235.427712,12872.104870,630808.944285,-1411467.842509,51235.427712,51258.187051,12872.104870,-997628.832180,58369.961914,764652.412024,1503.402270,11832.505589
Rhinobatos,Sélaciens L côtiers | Sélaciens M côtiers,0.934144 | 0.065856,catch_composition,medium,29710.026,163.765772,1153.061509,1093.701635,25164.033475,57150.226233,51505.775538,45688.726754,137125.897636,137125.897636,137125.897636,26241.404233,7002.787354,137125.897636,-312100.909077,26241.404233,26278.419722,7002.787354,-704949.706355,29402.154661,154801.497935,630.181807,8899.834730
Lithognathus mormyrus,Unresolved,,,unresolved,29680.528,,,,,,,,,,,,,,,,,,,,,,
Palinuridae,Crustacés,1.000000,single,high,29150.583,163.765772,79.649220,77.077782,199.420396,94.919134,94.919134,90.173177,135.651174,135.651174,135.651174,112.097094,63.654470,135.651174,135.651174,112.097094,112.118405,63.654470,-691.708697,122.926325,140.897505,54.734450,122.753568
Raja,Sélaciens L prof | Sélaciens M prof,0.809726 | 0.190274,catch_composition,medium,27930.81,163.765772,2943.265798,2772.195440,30340.406421,106443.472380,110085.487319,55042.743660,519045.522015,519045.522015,519045.522015,43711.326429,11190.605350,519045.522015,-1134636.932488,43711.326429,43730.559477,11190.605350,-815704.522352,49790.245909,628102.100763,1484.415879,10771.970491
Pomatomus saltatrix,Côtier pel L pred,1.000000,single,high,27567.242,163.765772,1052.557933,999.055395,11777.423523,6532.776468,7781.630289,7457.950731,14096.896099,14096.896099,14096.896099,6109.578522,1921.956368,14096.896099,-57719.913078,6109.578522,6113.693041,1921.956368,-289813.586120,6783.158943,15274.306707,579.770625,4535.549158
Parapenaeopsis atlantica,Crustacés,1.000000,single,high,24645.831,163.765772,79.649220,77.077782,199.420396,94.919134,94.919134,90.173177,135.651174,135.651174,135.651174,112.097094,63.654470,135.651174,135.651174,112.097094,112.118405,63.654470,-691.708697,122.926325,140.897505,54.734450,122.753568
Hemiramphus brasiliensis,Côtier pel S inv,1.000000,single,high,24638.482,163.765772,63.371783,61.431046,318.709045,117.871263,118.151769,106.830226,182.678519,182.678519,182.678519,118.787049,55.817264,182.678519,182.678573,118.787049,118.805172,55.817264,-489.077361,128.847647,189.690717,44.410268,180.282129
