functional_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cephalopods,3,3,17012.2306581439,17012.2306581439,0.0,1.0,555.3166342644284,9447174.670410594,3.734463821311103,542.5800500812409,9230496.962489339,216677.70792125538,1.023474110744176,0.02347411074417605
Jellyfish,2,2,7499.952777328501,7499.952777328501,0.0,1.0,203.3928094480578,1525436.4661086076,3.1421800433942977,138.73308488124874,1040491.5852624722,484944.88084613543,1.4660728522122592,0.46607285221225914
Large benthopelagics (>=90 cm),5,5,32562.427824980296,32562.427824980296,0.0,1.0,2085.244566786339,67900625.70341247,4.156056056536478,1432.3727707791265,46641534.96696235,21259090.73645012,1.4557974078577944,0.45579740785779443
Large demersals (>=90 cm),7,7,32620.507851792903,32620.507851792903,0.0,1.0,875.8599177201603,28570995.323061176,3.7829623453687744,606.6837260135226,19790331.247979086,8780664.07508209,1.4436845429749308,0.44368454297493065
Large pelagics (>=90 cm),12,12,72992.0089761436,72992.0089761436,0.0,1.0,2451.86879346004,178966828.98056158,4.359969926018347,2290.7090204819624,167203453.3847525,11763375.595809072,1.0703536641001088,0.07035366410010876
Large rays (>=90 cm),6,6,5887.808809347401,5887.808809347401,0.0,1.0,315.0282569885281,1854826.1466904127,3.4745570700303485,298.2339427229127,1755944.4352103733,98881.7114800394,1.0563125515234157,0.0563125515234158
Large reef assoc. fish (>=90 cm),5,5,14370.2191106799,14370.2191106799,0.0,1.0,1669.9137779129376,23997026.884552166,4.0655941398095505,1163.038629659453,16713119.942391234,7283906.942160932,1.4358197013644352,0.4358197013644351
Large sharks (>=90 cm),14,14,94486.69737283068,94486.69737283068,0.0,1.0,2541.004640206509,240091136.46215093,4.384645035157173,2424.627547774882,229095049.34843382,10996087.113717109,1.047997925511664,0.04799792551166397
"Lobsters, crabs",3,3,9474.7563517499,9474.7563517499,0.0,1.0,268.9096912322565,2547853.8050499265,3.311562061260801,204.90948474235674,1941467.4420964438,606386.3629534827,1.31233403651554,0.31233403651554
Medium bathypelagics (30 - 89 cm),1,1,1115.9427866028,1115.9427866028,0.0,1.0,1202.2644346174131,1341658.323400396,4.08,1202.2644346174131,1341658.323400396,0.0,1.0,0.0
Medium benthopelagics (30 - 89 cm),6,6,20969.5034210141,20969.5034210141,0.0,1.0,301.014195845642,6312118.209558997,3.3345563695107066,216.05104413149294,4530483.109029009,1781635.1005299883,1.3932549923824427,0.3932549923824427
Medium demersals (30 - 89 cm),13,13,112009.0595162127,112009.0595162127,0.0,1.0,438.58730214275266,49125751.228762746,3.528886706783756,337.9766576567353,37856447.56256391,11269303.666198835,1.2976851868515789,0.29768518685157885
Medium pelagics (30 - 89 cm),11,11,110368.217533344,110368.217533344,0.0,1.0,591.8183112702311,65317932.11848915,3.4543925938478584,284.7033608079837,31422202.458129667,33895729.66035949,2.0787190906024433,1.078719090602443
Medium reef assoc. fish (30 - 89 cm),12,12,59763.42165909611,59763.42165909611,0.0,1.0,1034.794042184764,61842832.673408546,3.6696864234901603,467.39754129189595,27933276.34265236,33909556.33075619,2.213948407440427,1.213948407440427
Other demersal invertebrates,2,2,8167.8719948364005,8167.8719948364005,0.0,1.0,16.579794611867673,135421.64009041342,2.2167370595341684,16.471648254923814,134538.3144901881,883.3256002253329,1.0065656062629635,0.006565606262963508
Shrimps,2,2,20996.968358273498,20996.968358273498,0.0,1.0,202.01328212100148,4241666.4926456455,3.3006672241127237,199.83300728203352,4195887.330839495,45779.16180615034,1.0109104840517706,0.010910484051770532
Small benthopelagics (<30 cm),1,1,3529.3616608437997,3529.3616608437997,0.0,1.0,173.78008287493765,613332.761917063,3.24,173.78008287493762,613332.761917063,0.0,1.0,0.0
Small demersals (<30 cm),3,3,15081.0556371901,15081.0556371901,0.0,1.0,403.20699367198,6080787.104871287,3.588430920731447,387.64208490979934,5846051.849841053,234735.25503023434,1.0401527836323614,0.04015278363236147
Small pelagics (<30 cm),13,13,276344.27633926825,276344.27633926825,0.0,1.0,132.1916127248318,36530395.55656445,2.7080502453605275,51.05640658689617,14109145.730739271,22421249.825825177,2.589128800121223,1.5891288001212232
Small reef assoc. fish (<30 cm),3,3,11973.8391075795,11973.8391075795,0.0,1.0,120.1208018157999,1438307.1544158314,2.868863562368091,73.93729577085217,885313.2836097021,552993.8708061293,1.6246307166559146,0.6246307166559147
Small to medium flatfishes (<90 cm),2,2,3114.1654108236,3114.1654108236,0.0,1.0,763.9875082246149,2379183.472414406,3.483782070907814,304.6365938742999,948688.7435144612,1430494.7288999448,2.507865186215461,1.507865186215461
