commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,2,2,6709.3245443318,6709.3245443318,0.0,1.0,177.53846734728432,1191163.1965361845,3.249251565958956,177.52174814502072,1191051.0219820756,112.17455410887487,1.0000941811492863,9.41811492862839e-05
Crustaceans,13,13,4964.3887234192,4964.3887234192,0.0,1.0,128.02077892667026,635544.9112669042,2.8789998718295444,75.6832671661925,375721.1580713686,259823.75319553562,1.6915334620207412,0.6915334620207411
Flatfishes,5,5,708.0938745324,708.0938745324,0.0,1.0,1456.5448100119254,1031370.4579514028,4.082583308070047,1209.4371596703786,856395.0443944593,174975.41355694341,1.2043162378183367,0.20431623781833674
Herring-likes,4,4,12210.0528919653,12210.0528919653,0.0,1.0,58.694805624451384,716666.6811581738,2.727678058956271,53.416823546995936,652222.2408295979,64444.4403285759,1.098807486611627,0.09880748661162707
Molluscs,3,3,54.2411958663,54.2411958663,0.0,1.0,100.77307135951393,5466.051901660022,2.929577439148401,85.03102986944737,4612.1847458619,853.8671557981215,1.1851329040026464,0.18513290400264645
Other fishes & inverts,29,29,29016.4258695959,29016.4258695959,0.0,1.0,678.6829495072392,19692953.493335504,3.4820950476467667,303.4555240006493,8805194.71688422,10887758.776451284,2.2365153896680656,1.2365153896680656
Perch-likes,119,119,84241.85977552248,84241.85977552248,0.0,1.0,822.0292858394561,69249275.82906035,3.6916363554123293,491.627712293403,41415632.800781764,27833643.02827858,1.6720564469499835,0.6720564469499833
Scorpionfishes,1,1,250.9686733924,250.9686733924,0.0,1.0,794.3282347242813,199351.5033068798,3.9,794.3282347242813,199351.5033068798,0.0,1.0,0.0
Sharks & rays,6,6,2672.3666291536997,2672.3666291536997,0.0,1.0,1240.292871728577,3314517.2807846596,4.084932438265851,1215.996817389996,3249589.3159501306,64927.964834528975,1.0199803601383841,0.01998036013838414
Tuna & billfishes,11,11,6272.619603667699,6272.619603667699,0.0,1.0,2875.167173608305,18034829.976997305,4.456006237488455,2857.6315853793135,17924835.90251029,109994.0744870156,1.0061364062179008,0.006136406217900799
