commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,1,1,163774.3749582084,163774.3749582084,0.0,1.0,400.0,65509749.98328336,3.0,400.0,65509749.98328336,0.0,1.0,0.0
Cod-likes,3,3,267699.7844030071,267699.7844030071,0.0,1.0,19058.496480917256,5101955398.98702,4.28511765875323,18794.752598361476,5031351218.489225,70604180.49779415,1.0140328467307824,0.014032846730782316
Crustaceans,9,9,8573.4993541609,8573.4993541609,0.0,1.0,803.8738027849188,6892011.529003368,2.95565814290617,350.243355654351,3002811.1835017246,3889200.345501643,2.2951864462441014,1.2951864462441014
Flatfishes,4,4,15813.752201610101,15813.752201610101,0.0,1.0,2009.716804889767,31781163.54793837,3.524049162648808,1922.4881482165326,30401751.18642852,1379412.3615098484,1.0453727929371919,0.04537279293719187
Herring-likes,7,7,229395.76539079222,229395.76539079222,0.0,1.0,388.6811793461687,89161816.62911014,2.8860545611731125,284.3240243459794,65222727.18383619,23939089.44527395,1.3670360084422635,0.36703600844226353
Molluscs,5,5,846.8126926816,846.8126926816,0.0,1.0,24.536802364889127,20778.075680408012,2.061349002458489,24.035152834804062,20353.27249105422,424.8031893537918,1.0208714932471181,0.020871493247118053
Other fishes & inverts,22,22,387059.4427884759,387059.4427884759,0.0,1.0,3986.235884855962,1542910240.4157758,3.4067444074649345,1352.840717260082,523629774.20424944,1019280466.2115264,2.9465670525716536,1.9465670525716536
Perch-likes,58,58,484759.74197683966,484759.74197683966,0.0,1.0,2724.0171028580185,1320493827.9219513,3.5253565124155135,1930.03227869769,935601949.428464,384891878.49348724,1.411384220317848,0.4113842203178479
Scorpionfishes,4,4,3380.4358505096,3380.4358505096,0.0,1.0,4744.386747563218,16038095.050145341,3.767987508996726,3992.4067099659583,13496074.772184009,2542020.2779613324,1.1883525633097813,0.18835256330978142
Sharks & rays,16,16,14615.0051364434,14615.0051364434,0.0,1.0,10916.751481675505,159548378.9779636,3.9681944514094187,7272.940158849767,106294057.77863482,53254321.19932878,1.5010093914208715,0.5010093914208715
Tuna & billfishes,18,18,16599.467051353702,16599.467051353702,0.0,1.0,26912.68754543029,446736270.17374724,4.394452381233963,26078.605630022445,432890954.9008047,13845315.272942543,1.0319833785303163,0.03198337853031635
