functional_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cephalopods,5,5,6599.7414286256,6599.7414286256,0.0,1.0,8763.826698889165,57838990.13795395,4.011363078920684,8277.014071128922,54626152.670546584,3212837.467407368,1.0588150054568948,0.058815005456894845
Large bathydemersals (>=90 cm),6,6,29366.5813485454,29366.5813485454,0.0,1.0,29233.77018607547,858495890.2940664,4.405334927176712,26942.809817169993,791218216.2543101,67277674.0397563,1.0850304917880356,0.08503049178803561
Large bathypelagics (>=90 cm),1,1,21.5407564625,21.5407564625,0.0,1.0,22153.389612394185,477200.7704594604,4.34,22153.389612394185,477200.7704594604,0.0,1.0,0.0
Large benthopelagics (>=90 cm),7,7,30656.2282005609,30656.2282005609,0.0,1.0,15428.32877519387,472974367.6856235,4.080462641281218,10180.621628703351,312099459.8730959,160874907.8125276,1.515460385218038,0.5154603852180379
Large demersals (>=90 cm),2,2,3941.3001936450005,3941.3001936450005,0.0,1.0,4263.899530791562,16805308.04639161,3.789929037507779,4263.6482035640975,16804317.490341336,990.5560502745211,1.000058946520788,5.894652078811685e-05
Large pelagics (>=90 cm),19,19,16353.5504370075,16353.5504370075,0.0,1.0,26872.919510714615,439467644.60811436,4.393866397548574,26032.866094045592,425729788.688837,13737855.91927737,1.0322689562353324,0.03226895623533235
Large rays (>=90 cm),2,2,2138.5535094835,2138.5535094835,0.0,1.0,2117.71677990455,4528850.651756972,3.491907643824948,1746.0094544806884,3733934.6464710473,794916.0052859248,1.2128896407003809,0.21288964070038083
Large reef assoc. fish (>=90 cm),1,1,18.8551677983,18.8551677983,0.0,1.0,2141.099198485972,40370.784660258636,3.56,2141.099198485972,40370.784660258636,0.0,1.0,0.0
Large sharks (>=90 cm),12,12,9182.0378805995,9182.0378805995,0.0,1.0,15539.537781611589,142684624.55776474,4.168071004776464,13235.958768309036,121533074.79666668,21151549.761098057,1.1740394521942779,0.17403945219427777
"Lobsters, crabs",5,5,7123.3237058996,7123.3237058996,0.0,1.0,232.99038469477654,1659665.9305429691,2.8077931079605873,224.90186633156333,1602048.795940688,57617.13460228103,1.0359646564750542,0.03596465647505419
Medium bathydemersals (30 - 89 cm),6,6,249252.7301430698,249252.7301430698,0.0,1.0,18035.65896528926,4495437237.027682,4.269077610388754,17912.987765053444,4464861105.458978,30576131.568704605,1.0068481708269315,0.006848170826931344
Medium bathypelagics (30 - 89 cm),3,3,853.2465617168,853.2465617168,0.0,1.0,12726.667664471319,10858985.42682253,4.137491313900991,12077.312686915044,10304925.524888948,554059.9019335825,1.0537665120039335,0.053766512003933516
Medium benthopelagics (30 - 89 cm),15,15,93213.87879738031,93213.87879738031,0.0,1.0,3460.1308921166933,322532221.6008369,3.5390021546344617,2010.5642785707196,187412494.97703344,135119726.62380344,1.7209750163155437,0.7209750163155437
Medium demersals (30 - 89 cm),17,17,381974.9667588137,381974.9667588137,0.0,1.0,2928.087479622587,1118456117.6957364,3.371167242611052,1216.0731715453587,464509509.27732354,653946608.4184129,2.407821789129382,1.407821789129382
Medium pelagics (30 - 89 cm),15,15,350738.0908934999,350738.0908934999,0.0,1.0,1682.5916912652322,590148997.5476327,3.447106575540853,1526.7188135041788,535478441.979645,54670555.56798768,1.1020966509237469,0.10209665092374691
Medium reef assoc. fish (30 - 89 cm),7,7,5621.438379760801,5621.438379760801,0.0,1.0,6456.714988728237,36296025.444813736,3.78497822915728,4200.879395484046,23614984.662520368,12681040.782293368,1.5369912775094707,0.5369912775094706
Other demersal invertebrates,5,5,846.8126926816,846.8126926816,0.0,1.0,24.536802364889127,20778.075680408012,2.061349002458489,24.035152834804062,20353.27249105422,424.8031893537918,1.0208714932471181,0.020871493247118053
Shrimps,4,4,1450.1756482613,1450.1756482613,0.0,1.0,3608.077135162049,5232345.598460399,3.68197740634463,3085.5533036087327,4474594.262305589,757751.3361548092,1.169345261656052,0.16934526165605204
Small demersals (<30 cm),3,3,4189.9208285841,4189.9208285841,0.0,1.0,2811.711406100258,11780848.184386957,3.4204271867462954,1409.4457755613437,5905466.211784344,5875381.972602613,1.99490569616304,0.9949056961630399
Small pelagics (<30 cm),6,6,379866.942523716,379866.942523716,0.0,1.0,398.0214569379441,151195193.90585172,2.9379233705069385,332.1210745123422,126161817.1226947,25033376.78315702,1.1984227665238176,0.19842276652381757
Small to medium flatfishes (<90 cm),4,4,15813.752201610101,15813.752201610101,0.0,1.0,2009.716804889767,31781163.54793837,3.524049162648808,1922.4881482165326,30401751.18642852,1379412.3615098484,1.0453727929371919,0.04537279293719187
Small to medium rays (<90 cm),2,2,3294.4137463604,3294.4137463604,0.0,1.0,3744.1878033896714,12334903.768441886,3.7202871381638705,3460.7893335973613,11401271.953860596,933631.8145812899,1.0818883909058192,0.08188839090581923
