commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,99.5253381446,3.2,158.48931924611142,15773.7030902767
Cod-likes,21.399933033399996,3.841402155823019,694.0682143167667,14853.013306990324
Crustaceans,4237.1469547132,2.944941481175547,88.09301644518115,373263.0563621992
Flatfishes,25.893980348800003,3.6220591275378204,418.8505861465306,10845.708846761627
Herring-likes,18967.374714154503,2.8299688231511797,67.60344429306257,1282259.8598739875
Molluscs,1429.4506559047002,2.0085863884095922,10.19967628425269,14579.933954540622
Other fishes & inverts,5798.912713981399,3.4428974551536236,277.2665350507405,1607844.4352673085
Perch-likes,9529.268047826,3.7183577305224422,522.8266666043428,4982155.448624141
Scorpionfishes,2594.3482630696003,3.8994952909723617,793.4056538830893,2058370.580061193
Sharks & rays,1067.5962278661998,4.203621014716759,1598.1627897805633,1706192.5658858519
Tuna & billfishes,877.0281523868999,4.441145498127297,2761.5028649755604,2421915.7554806466
