functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cephalopods,1169.0399272542,3.835308145475214,684.397076111048,800087.5080698467
Jellyfish,30.7034823489,3.46,288.40315031266056,8854.981034991926
Large bathydemersals (>=90 cm),5.5230256219000005,4.418398214664455,2620.5847817832614,14473.556894150175
Large bathypelagics (>=90 cm),7.8385879282,4.22,1659.5869074375596,13008.817898438825
Large benthopelagics (>=90 cm),164.52039656460002,3.020696543376535,104.88093330903399,17255.05274006764
Large demersals (>=90 cm),954.3515556002001,3.7258144860992846,531.8810116212618,507601.4708349593
Large pelagics (>=90 cm),1395.9154884426,4.4357752418816485,2727.5658348097018,3807451.394557733
Large rays (>=90 cm),94.75077883479999,3.675800358232835,474.02403003908535,44914.146032613964
Large reef assoc. fish (>=90 cm),182.9703339305,4.032021054101467,1076.5174007013936,196970.74828832786
Large sharks (>=90 cm),950.1249363610999,4.267857017335509,1852.9214861016465,1760506.9090644415
"Lobsters, crabs",1374.4729315467,2.8770219020005445,75.33935573318843,103551.90513543518
Medium bathydemersals (30 - 89 cm),196.84173396789998,4.179905671488791,1513.2325395042203,297867.31697265944
Medium bathypelagics (30 - 89 cm),10.482047701299999,3.3810305632647193,240.45320118334766,2520.4419247341357
Medium benthopelagics (30 - 89 cm),1527.1477897294003,3.7651304537769703,582.2780967360649,889224.7084383233
Medium demersals (30 - 89 cm),8469.307433331802,3.536774760388249,344.1713857011875,2914893.275259174
Medium pelagics (30 - 89 cm),19072.816912316903,2.8740904205456346,74.8325286366511,1427267.1177725582
Medium reef assoc. fish (30 - 89 cm),3487.284210871601,3.713511598496761,517.0250657275033,1803013.3483363737
Other demersal invertebrates,1474.9221260101,2.022981835898717,10.543427982259104,15550.735215027977
Shrimps,2862.6740231665,2.9775521180635103,94.962495331881,271846.6685616457
Small benthopelagics (<30 cm),100.29667428789999,3.22975601558692,169.7289855829682,17023.252784230634
Small demersals (<30 cm),243.9866180872,3.56798200760259,369.8128584763425,90229.38866480312
Small pelagics (<30 cm),780.6179145835001,2.6683693516051115,46.59822259258077,36375.40734351814
Small reef assoc. fish (<30 cm),42.74155992239999,3.245287212202978,175.90865670323035,7518.610391350009
Small to medium flatfishes (<90 cm),25.893980348800003,3.6220591275378204,418.8505861465306,10845.708846761627
Small to medium rays (<90 cm),22.0450491137,3.7,501.18723362727246,11048.697180472658
Small to medium sharks (<90 cm),0.6754635566,4.3243386908092445,2110.273235366597,1425.4126649585105
