commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,44.1975200296,3.11,128.82495516931337,5693.743536408049
Cod-likes,804817.8387178982,4.089373948458418,1228.4965705773488,988715954.8044119
Crustaceans,106858.8179571575,3.075891256664645,119.09437693479674,12726284.344596542
Flatfishes,165666.69996181587,3.3920230206599467,246.6170058116115,40856225.507273644
Herring-likes,914865.848949436,3.323350792572964,210.5478410664193,192623029.3617006
Molluscs,72701.2747054144,2.179530293743841,15.119251583937324,1099188.8627440992
Other fishes & inverts,340332.64567051164,3.332997353098918,215.2768614173281,73265743.79780336
Perch-likes,276364.4962383876,3.6316991633069238,428.251766736684,118353583.77738315
"Salmon, smelts, etc",1813.3627320183,3.397283884721646,249.62258985703278,452656.30151663255
Scorpionfishes,27373.5584482724,3.9892037391582207,975.4471387406198,26701459.265516434
Sharks & rays,6345.645695917801,3.9939808937173495,986.2360963621703,6258304.84003938
Tuna & billfishes,76.3116083112,4.446852922707688,2798.0335827607555,213522.44280922238
