year,raw_rows_selected,raw_filtered_tonnes,standardized_tonnes,difference_tonnes,reconciled
1950,637,57374.1167867358,57374.1167867358,0.0,True
1951,509,69910.1893611024,69910.1893611024,0.0,True
1952,557,80364.812931044,80364.812931044,0.0,True
1953,585,69658.0102490967,69658.0102490967,0.0,True
1954,570,101371.5417178382,101371.54171783819,-1.4551915228366852e-11,True
1955,511,153679.3312594388,153679.3312594388,0.0,True
1956,524,146497.6043387675,146497.6043387675,0.0,True
1957,551,73043.5044870093,73043.5044870093,0.0,True
1958,563,62892.4297225983,62892.429722598295,-7.275957614183426e-12,True
1959,557,61960.216627514,61960.216627514,0.0,True
1960,530,98537.1082879703,98537.1082879703,0.0,True
1961,727,98774.95410412441,98774.95410412441,0.0,True
1962,746,145255.8190286102,145255.81902861022,2.9103830456733704e-11,True
1963,708,138046.2023633577,138046.2023633577,0.0,True
1964,756,80551.2502175699,80551.25021756989,-1.4551915228366852e-11,True
1965,749,65984.0001828855,65984.0001828855,0.0,True
1966,755,92264.1426641333,92264.1426641333,0.0,True
1967,794,98474.0530485916,98474.0530485916,0.0,True
1968,882,184726.2936403206,184726.2936403206,0.0,True
1969,788,172045.0529835578,172045.0529835578,0.0,True
1970,840,145476.8328088602,145476.8328088602,0.0,True
1971,828,107233.363744728,107233.36374472799,-1.4551915228366852e-11,True
1972,817,154133.3794457497,154133.3794457497,0.0,True
1973,882,265686.3191935895,265686.3191935895,0.0,True
1974,998,361315.9530905499,361315.9530905499,0.0,True
1975,1154,316979.5349286537,316979.5349286537,0.0,True
1976,1252,271530.5551807647,271530.5551807647,0.0,True
1977,970,255475.6906778349,255475.69067783488,-2.9103830456733704e-11,True
1978,1051,200783.0481251113,200783.0481251113,0.0,True
1979,1046,132129.3423593706,132129.3423593706,0.0,True
1980,1088,139529.0839185746,139529.08391857462,2.9103830456733704e-11,True
1981,999,175401.9286996729,175401.9286996729,0.0,True
1982,1039,248741.2806579444,248741.2806579444,0.0,True
1983,1071,309617.4618233191,309617.4618233191,0.0,True
1984,1039,247671.6363062944,247671.63630629441,2.9103830456733704e-11,True
1985,1034,140347.253767778,140347.253767778,0.0,True
1986,1083,200387.9198266556,200387.9198266556,0.0,True
1987,925,160925.6102917701,160925.6102917701,0.0,True
1988,994,143413.4366809398,143413.4366809398,0.0,True
1989,918,184245.7781402238,184245.7781402238,0.0,True
1990,940,117547.7752666588,117547.7752666588,0.0,True
1991,934,119780.6262626952,119780.6262626952,0.0,True
1992,1076,174272.10256039692,174272.1025603969,-2.9103830456733704e-11,True
1993,1120,184919.7114462636,184919.7114462636,0.0,True
1994,1133,245169.4649663963,245169.4649663963,0.0,True
1995,1078,283390.6000463599,283390.6000463599,0.0,True
1996,1058,141993.1365167047,141993.1365167047,0.0,True
1997,1169,140645.1824414245,140645.1824414245,0.0,True
1998,1250,195084.1243535483,195084.1243535483,0.0,True
1999,1457,305607.1755767331,305607.1755767331,0.0,True
2000,1383,400939.7664125852,400939.7664125852,0.0,True
2001,1296,369259.3531855328,369259.3531855328,0.0,True
2002,1322,362957.9730368059,362957.9730368059,0.0,True
2003,1243,424802.7057790241,424802.7057790241,0.0,True
2004,1203,551844.4994649998,551844.4994649998,0.0,True
2005,1176,490925.55433053605,490925.554330536,-5.820766091346741e-11,True
2006,1184,470357.6082733444,470357.6082733444,0.0,True
2007,1206,397832.0244971681,397832.02449716814,5.820766091346741e-11,True
2008,1197,342668.8515808605,342668.8515808605,0.0,True
2009,1029,238962.4488884166,238962.4488884166,0.0,True
2010,980,186119.1664814154,186119.1664814154,0.0,True
2011,979,219635.0460997563,219635.0460997563,0.0,True
2012,808,161579.9212298361,161579.9212298361,0.0,True
2013,785,184444.4779878058,184444.4779878058,0.0,True
2014,748,317473.5297054508,317473.5297054508,0.0,True
2015,897,349702.8823487191,349702.8823487191,0.0,True
2016,742,179076.508589833,179076.508589833,0.0,True
2017,844,384552.7153800316,384552.7153800316,0.0,True
2018,1142,654595.0387228853,654595.0387228853,0.0,True
2019,1237,734932.2904610421,734932.290461042,-1.1641532182693481e-10,True
