commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,2,2,4.9026608354,4.9026608354,0.0,1.0,1107.4329131353236,5429.3679710614815,3.339910262323508,1107.3717457956677,5429.068088340945,0.299882720536516,1.000055236500198,5.523650019798451e-05
Cod-likes,2,2,0.3497773748,0.3497773748,0.0,1.0,5775.841844985761,2020.258797799108,3.8860999390976043,5687.253560263671,1989.2726201309804,30.98617766812754,1.0155766370856134,0.015576637085613385
Crustaceans,20,20,30493.668794595003,30493.668794595003,0.0,1.0,3725.068085261812,113590992.42928988,3.452789956829892,1552.9351026907073,47354688.680950806,66236303.74833907,2.3987274669801324,1.3987274669801324
Flatfishes,5,5,2975.3840267695996,2975.3840267695996,0.0,1.0,13618.221870842846,40519439.827510215,4.162072344773832,13000.227997401196,38680670.72783046,1838769.0996797532,1.0475371565456535,0.04753715654565349
Herring-likes,9,9,1306.7959215621001,1306.7959215621001,0.0,1.0,14668.294566695105,19168467.516028676,3.644860354785706,2760.8490104084162,3607866.2268504784,15560601.289178198,5.312965146371842,4.312965146371842
Molluscs,14,14,4883.494476837201,4883.494476837201,0.0,1.0,306.2487205771316,1495563.9354768815,2.6814485104581607,154.03341649451784,752221.338699342,743342.5967775395,1.9881966364618762,0.9881966364618762
Other fishes & inverts,47,47,21359.144613287295,21359.144613287295,0.0,1.0,1263.1305507753516,26979388.099471964,3.267644692018786,891.812928197885,19048361.301377825,7931026.7980941385,1.4163626819447437,0.41636268194474363
Perch-likes,135,135,50248.8680136869,50248.8680136869,0.0,1.0,13322.517514979678,669441424.2202458,3.8684314422101926,5394.054707338847,271045143.04767627,398396281.1725696,2.4698521312462423,1.4698521312462423
Scorpionfishes,4,4,12.592600627,12.592600627,0.0,1.0,2346.9039826960657,29553.624564007274,3.568497387010557,2196.3024411578717,27657.159497606244,1896.4650664010296,1.0685704931688726,0.06857049316887262
Sharks & rays,30,30,1243.3850085454999,1243.3850085454999,0.0,1.0,18964.197128211898,23579798.408320297,4.2093414897602495,14977.852331447353,18623237.049129903,4956561.359190393,1.2661492922049213,0.26614929220492145
Tuna & billfishes,15,15,3070.9841406902,3070.9841406902,0.0,1.0,31817.46783513738,97710939.11862744,4.4547119374037765,31238.045772920635,95931543.15479381,1779395.96383363,1.0185486014851488,0.018548601485148856
