functional_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cephalopods,4,4,423.32760087549997,423.32760087549997,0.0,1.0,8247.837089695411,3491537.0875927242,3.9802955692207984,7541.4339460735955,3192497.1395523897,299039.9480403345,1.0936696056311148,0.09366960563111483
Jellyfish,1,1,0.8867556178999999,0.8867556178999999,0.0,1.0,1586.8423749532276,1407.1413907115527,3.46,1586.8423749532276,1407.1413907115527,0.0,1.0,0.0
Large bathydemersals (>=90 cm),4,4,687.6200815234001,687.6200815234001,0.0,1.0,13343.105321520412,9174987.16895918,4.14641634720849,12404.579493064542,8529637.962284539,645349.206674641,1.0756596246556043,0.07565962465560422
Large bathypelagics (>=90 cm),2,2,34.1631013226,34.1631013226,0.0,1.0,14527.104271174421,496290.93514010694,4.189350683263719,14107.202669108334,481945.7941632012,14345.140976905765,1.0297650506563982,0.029765050656398246
Large benthopelagics (>=90 cm),14,14,1236.6728730927998,1236.6728730927998,0.0,1.0,3830.0270027496485,4736490.4975134125,3.1841746243905664,694.5071194741171,858878.1148234607,3877612.382689952,5.514741167304026,4.514741167304026
Large demersals (>=90 cm),5,5,1000.7775215907001,1000.7775215907001,0.0,1.0,25446.126998682696,25465911.91182387,4.1902200030566075,14143.989222513246,14154986.479512379,11310925.43231149,1.7990770919267693,0.7990770919267693
Large pelagics (>=90 cm),24,24,5166.4686423179,5166.4686423179,0.0,1.0,7944.678737282668,41045933.569460675,3.9594057900828727,7083.953507797412,36599023.661673225,4446909.90778745,1.1215035119213927,0.12150351192139279
Large rays (>=90 cm),6,6,400.6965410406,400.6965410406,0.0,1.0,3841.2589064117087,1539179.1570405695,3.7255770409450597,3516.0697820828864,1408876.9997379887,130302.15730258077,1.0924865388013385,0.09248653880133843
Large reef assoc. fish (>=90 cm),3,3,3.5030766486,3.5030766486,0.0,1.0,6353.586688687287,22257.101163996234,3.9216619394132657,6326.591891089189,22162.53631889665,94.56484509958318,1.0042668782913151,0.0042668782913151265
Large sharks (>=90 cm),41,41,2039.8509761207997,2039.8509761207997,0.0,1.0,12008.435676674066,24495419.23674743,4.095873950339084,10661.661065772134,21748199.732084412,2747219.5046630166,1.1263193983182955,0.12631939831829542
"Lobsters, crabs",15,15,2767.5403530471995,2767.5403530471995,0.0,1.0,310.1616040734613,858384.7552391528,2.6836858255569234,155.06927710724685,429160.48191216396,429224.27332698886,2.0001486423319794,1.0001486423319796
