taxon,groups,weights,weight_basis,confidence,catch_tonnes,SPPR_1986,SPPR_1995_TE0.1,SPPR_1995_TEmean,Ulanowicz_globalTEmean,Ulanowicz_TE,EwE_TE_noEE,EwE_TE_EE,SPPR_2015,new_TE_noEEfix,new_TE_EEfix,new_GE,new_WithEgestion,sym_TE_asPP,sym_TE_asDC,sym_GE_asPP,sym_GE_asDC,sym_WithEgestion_asPP,sym_WithEgestion_asDC,MC_new_GE,MC_new_TE_EEfix
Sparidae,Omnivores,1.000000,single,medium,1497432.28,0.000000,255.902608,2.590579,2.578968,99.710959,114.922161,94.925705,122.683327,122.683327,123.160910,33.844851,17.544570,123.160910,122.683327,33.844851,33.844851,17.544570,17.544570,34.806636,132.234187
Alepes,Planktivores/piscivores,1.000000,single,medium,1439693.195,0.000000,313.230461,2.682055,2.681200,557.498246,561.579077,390.297458,706.119465,706.119465,708.817290,151.235297,74.445179,708.817290,706.119465,151.235297,151.235297,74.445179,74.445179,161.866736,772.465221
Sepiidae,Cephalopods,1.000000,single,high,1391720.734,0.000000,89.629351,2.163611,2.194808,60.429914,60.429914,57.166699,57.355767,57.355767,57.563432,19.493725,11.747219,57.563432,57.355767,19.493725,19.493725,11.747219,11.747219,20.311628,58.256703
Harpadon nehereus,Bombay duck,1.000000,single,high,1326613.26,0.000000,120.751674,2.277198,1.755311,68.414206,79.119461,75.400846,308.152828,308.152828,309.373978,81.110811,30.017651,309.373978,308.152828,81.110811,81.110811,30.017651,30.017651,97.238694,403.467467
Katsuwonus pelamis,Piscivores,1.000000,single,medium,1251232.198,0.000000,813.363464,3.159452,3.116054,795.139420,805.405731,260.951457,946.711015,946.711015,950.366948,86.497635,43.190395,950.366948,946.711015,86.497635,86.497635,43.190395,43.190395,94.134840,1012.014662
Cephalopoda,Cephalopods,1.000000,single,high,1145373.911,0.000000,89.629351,2.163611,2.194808,60.429914,60.429914,57.166699,57.355767,57.355767,57.563432,19.493725,11.747219,57.563432,57.355767,19.493725,19.493725,11.747219,11.747219,20.311628,58.256703
Nemipteridae,Benthivores/piscivores,1.000000,single,high,1145240.731,0.000000,282.558121,2.635023,2.718276,272.719527,290.020693,276.099700,290.397901,290.397901,291.579679,88.987703,43.714140,291.579679,290.397901,88.987703,88.987703,43.714140,43.714140,90.874276,310.383757
Thunnus albacares,Piscivores,1.000000,single,medium,1087501.705,0.000000,813.363464,3.159452,3.116054,795.139420,805.405731,260.951457,946.711015,946.711015,950.366948,86.497635,43.190395,950.366948,946.711015,86.497635,86.497635,43.190395,43.190395,94.134840,1012.014662
Trachurus japonicus,Planktivores/piscivores,1.000000,single,high,1072382.803,0.000000,313.230461,2.682055,2.681200,557.498246,561.579077,390.297458,706.119465,706.119465,708.817290,151.235297,74.445179,708.817290,706.119465,151.235297,151.235297,74.445179,74.445179,161.866736,772.465221
Rhopilema esculentum,Other invertebrates,1.000000,single,high,1043660.071,0.000000,10.000000,1.484811,1.484811,5.660377,5.660377,4.500000,4.998366,4.998366,5.022236,5.235763,4.301952,5.022236,4.998366,5.235763,5.235763,4.301952,4.301952,5.382990,5.132942
Mugil cephalus,Benthivores,1.000000,single,low,1024425.143,0.000000,71.366198,2.080612,2.084953,53.284734,54.999638,53.074651,97.163804,97.163804,97.676681,20.771070,12.782114,97.676681,97.163804,20.771070,20.771070,12.782114,12.782114,21.497193,174.785847
Dendrobranchiata,Shrimps,1.000000,single,high,969825.783,0.000000,20.606299,1.681031,1.710844,16.784638,16.784638,16.751069,14.219986,14.219986,14.312461,8.984976,6.548469,14.312461,14.219986,8.984976,8.984976,6.548469,6.548469,9.317836,14.606792
Pagrus major,Omnivores,1.000000,single,medium,969705.434,0.000000,255.902608,2.590579,2.578968,99.710959,114.922161,94.925705,122.683327,122.683327,123.160910,33.844851,17.544570,123.160910,122.683327,33.844851,33.844851,17.544570,17.544570,34.806636,132.234187
Decapoda,Crabs | Shrimps,0.252486 | 0.747514,catch_composition,medium,964339.696,0.000000,20.850345,1.684385,1.715071,14.860937,14.860937,14.826586,12.503094,12.503094,12.588113,8.469470,6.148107,12.588113,12.503094,8.469470,8.469470,6.148107,6.148107,8.809729,12.865011
Turbo cornutus,Mollusks,1.000000,single,medium,919189.716,0.000000,14.610283,1.584668,1.596927,5.907643,5.907643,5.653614,4.782658,4.782658,4.825321,4.447806,3.391443,4.825321,4.782658,4.447806,4.447806,3.391443,3.391443,4.603723,4.917941
Conger myriaster,Benthivores/piscivores,1.000000,single,medium,918502.207,0.000000,282.558121,2.635023,2.718276,272.719527,290.020693,276.099700,290.397901,290.397901,291.579679,88.987703,43.714140,291.579679,290.397901,88.987703,88.987703,43.714140,43.714140,90.874276,310.383757
Congridae,Benthivores | Benthivores/piscivores,0.446421 | 0.553579,catch_composition,medium,830913.963,0.000000,188.277687,2.387522,2.435548,174.759305,185.102442,176.536714,204.134211,204.134211,205.017378,58.534389,29.905445,205.017378,204.134211,58.534389,58.534389,29.905445,29.905445,59.902914,249.850051
Seriola,Piscivores,1.000000,single,medium,813532.282,0.000000,813.363464,3.159452,3.116054,795.139420,805.405731,260.951457,946.711015,946.711015,950.366948,86.497635,43.190395,950.366948,946.711015,86.497635,86.497635,43.190395,43.190395,94.134840,1012.014662
Ilisha elongata,Omnivores,1.000000,single,high,778974.459,0.000000,255.902608,2.590579,2.578968,99.710959,114.922161,94.925705,122.683327,122.683327,123.160910,33.844851,17.544570,123.160910,122.683327,33.844851,33.844851,17.544570,17.544570,34.806636,132.234187
Sebastes,Benthivores/piscivores,1.000000,single,medium,733121.575,0.000000,282.558121,2.635023,2.718276,272.719527,290.020693,276.099700,290.397901,290.397901,291.579679,88.987703,43.714140,291.579679,290.397901,88.987703,88.987703,43.714140,43.714140,90.874276,310.383757
Epinephelus,Piscivores,1.000000,single,medium,716636.359,0.000000,813.363464,3.159452,3.116054,795.139420,805.405731,260.951457,946.711015,946.711015,950.366948,86.497635,43.190395,950.366948,946.711015,86.497635,86.497635,43.190395,43.190395,94.134840,1012.014662
Loliginidae,Cephalopods,1.000000,single,high,714003.746,0.000000,89.629351,2.163611,2.194808,60.429914,60.429914,57.166699,57.355767,57.355767,57.563432,19.493725,11.747219,57.563432,57.355767,19.493725,19.493725,11.747219,11.747219,20.311628,58.256703
Stromateidae,Planktivores/piscivores,1.000000,single,high,672627.961,0.000000,313.230461,2.682055,2.681200,557.498246,561.579077,390.297458,706.119465,706.119465,708.817290,151.235297,74.445179,708.817290,706.119465,151.235297,151.235297,74.445179,74.445179,161.866736,772.465221
Brachyura,Crabs,1.000000,single,high,602208.71,0.000000,21.572874,1.694312,1.727586,9.165590,9.165590,9.128928,7.420034,7.420034,7.482974,6.943251,4.962788,7.482974,7.420034,6.943251,6.943251,4.962788,4.962788,7.305418,7.708260
Octopodidae,Cephalopods,1.000000,single,high,584331.616,0.000000,89.629351,2.163611,2.194808,60.429914,60.429914,57.166699,57.355767,57.355767,57.563432,19.493725,11.747219,57.563432,57.355767,19.493725,19.493725,11.747219,11.747219,20.311628,58.256703
Clupeidae,Planktivores,1.000000,single,medium,578418.206,0.000000,78.433670,2.114615,2.082630,58.743234,58.743234,57.509626,59.935468,59.935468,60.167249,22.644217,14.451743,60.167249,59.935468,22.644217,22.644217,14.451743,14.451743,23.641958,61.050359
Ammodytes personatus,Planktivores,1.000000,single,medium,553049.603,0.000000,78.433670,2.114615,2.082630,58.743234,58.743234,57.509626,59.935468,59.935468,60.167249,22.644217,14.451743,60.167249,59.935468,22.644217,22.644217,14.451743,14.451743,23.641958,61.050359
Ruditapes philippinarum,Mollusks,1.000000,single,high,531011.162,0.000000,14.610283,1.584668,1.596927,5.907643,5.907643,5.653614,4.782658,4.782658,4.825321,4.447806,3.391443,4.825321,4.782658,4.447806,4.447806,3.391443,3.391443,4.603723,4.917941
Dussumieria,Planktivores,1.000000,single,medium,516793.548,0.000000,78.433670,2.114615,2.082630,58.743234,58.743234,57.509626,59.935468,59.935468,60.167249,22.644217,14.451743,60.167249,59.935468,22.644217,22.644217,14.451743,14.451743,23.641958,61.050359
Scombridae,Piscivores | Planktivores/Benthivores,0.428230 | 0.571770,catch_composition,medium,513751.252,0.000000,400.941723,2.595748,2.580801,473.081169,477.477507,200.177300,526.524237,526.524237,528.513464,64.653490,36.511362,528.513464,526.524237,64.653490,64.653490,36.511362,36.511362,69.308441,555.617747
Paralichthyidae,Piscivores,1.000000,single,medium,496055.466,0.000000,813.363464,3.159452,3.116054,795.139420,805.405731,260.951457,946.711015,946.711015,950.366948,86.497635,43.190395,950.366948,946.711015,86.497635,86.497635,43.190395,43.190395,94.134840,1012.014662
Elasmobranchii,Sharks | Benthivores,0.017407 | 0.982593,catch_composition,medium,494813.233,0.000000,97.927326,2.106147,2.110324,52.357216,57.514741,52.150789,95.472490,95.472490,95.976439,26.355321,15.041653,95.976439,95.472490,26.355321,26.355321,15.041653,15.041653,27.295578,171.743379
Konosirus punctatus,Planktivores,1.000000,single,medium,491694.941,0.000000,78.433670,2.114615,2.082630,58.743234,58.743234,57.509626,59.935468,59.935468,60.167249,22.644217,14.451743,60.167249,59.935468,22.644217,22.644217,14.451743,14.451743,23.641958,61.050359
Auxis,Piscivores,1.000000,single,high,458398.606,0.000000,813.363464,3.159452,3.116054,795.139420,805.405731,260.951457,946.711015,946.711015,950.366948,86.497635,43.190395,950.366948,946.711015,86.497635,86.497635,43.190395,43.190395,94.134840,1012.014662
Tetraodontidae,Benthivores/piscivores,1.000000,single,high,457802.987,0.000000,282.558121,2.635023,2.718276,272.719527,290.020693,276.099700,290.397901,290.397901,291.579679,88.987703,43.714140,291.579679,290.397901,88.987703,88.987703,43.714140,43.714140,90.874276,310.383757
Pampus argenteus,Planktivores/piscivores,1.000000,single,high,437630.743,0.000000,313.230461,2.682055,2.681200,557.498246,561.579077,390.297458,706.119465,706.119465,708.817290,151.235297,74.445179,708.817290,706.119465,151.235297,151.235297,74.445179,74.445179,161.866736,772.465221
Priacanthus,Benthivores/piscivores,1.000000,single,high,417476.544,0.000000,282.558121,2.635023,2.718276,272.719527,290.020693,276.099700,290.397901,290.397901,291.579679,88.987703,43.714140,291.579679,290.397901,88.987703,88.987703,43.714140,43.714140,90.874276,310.383757
Synodontidae,Piscivores,1.000000,single,high,414545.21,0.000000,813.363464,3.159452,3.116054,795.139420,805.405731,260.951457,946.711015,946.711015,950.366948,86.497635,43.190395,950.366948,946.711015,86.497635,86.497635,43.190395,43.190395,94.134840,1012.014662
Paralichthys olivaceus,Piscivores,1.000000,single,medium,394574.56,0.000000,813.363464,3.159452,3.116054,795.139420,805.405731,260.951457,946.711015,946.711015,950.366948,86.497635,43.190395,950.366948,946.711015,86.497635,86.497635,43.190395,43.190395,94.134840,1012.014662
Coryphaena hippurus,Piscivores,1.000000,single,high,387972.245,0.000000,813.363464,3.159452,3.116054,795.139420,805.405731,260.951457,946.711015,946.711015,950.366948,86.497635,43.190395,950.366948,946.711015,86.497635,86.497635,43.190395,43.190395,94.134840,1012.014662
Nemipterus virgatus,Benthivores/piscivores,1.000000,single,high,380780.407,0.000000,282.558121,2.635023,2.718276,272.719527,290.020693,276.099700,290.397901,290.397901,291.579679,88.987703,43.714140,291.579679,290.397901,88.987703,88.987703,43.714140,43.714140,90.874276,310.383757
Salmonidae,Planktivores/piscivores,1.000000,single,low,378082.542,0.000000,313.230461,2.682055,2.681200,557.498246,561.579077,390.297458,706.119465,706.119465,708.817290,151.235297,74.445179,708.817290,706.119465,151.235297,151.235297,74.445179,74.445179,161.866736,772.465221
Portunus pelagicus,Crabs,1.000000,single,high,376984.74,0.000000,21.572874,1.694312,1.727586,9.165590,9.165590,9.128928,7.420034,7.420034,7.482974,6.943251,4.962788,7.482974,7.420034,6.943251,6.943251,4.962788,4.962788,7.305418,7.708260
Sardinella zunasi,Planktivores,1.000000,single,high,376346.12,0.000000,78.433670,2.114615,2.082630,58.743234,58.743234,57.509626,59.935468,59.935468,60.167249,22.644217,14.451743,60.167249,59.935468,22.644217,22.644217,14.451743,14.451743,23.641958,61.050359
Charybdis,Crabs,1.000000,single,high,363493.913,0.000000,21.572874,1.694312,1.727586,9.165590,9.165590,9.128928,7.420034,7.420034,7.482974,6.943251,4.962788,7.482974,7.420034,6.943251,6.943251,4.962788,4.962788,7.305418,7.708260
Magallana gigas,Mollusks,1.000000,single,high,355323.583,0.000000,14.610283,1.584668,1.596927,5.907643,5.907643,5.653614,4.782658,4.782658,4.825321,4.447806,3.391443,4.825321,4.782658,4.447806,4.447806,3.391443,3.391443,4.603723,4.917941
Anadara,Mollusks,1.000000,single,high,350945.776,0.000000,14.610283,1.584668,1.596927,5.907643,5.907643,5.653614,4.782658,4.782658,4.825321,4.447806,3.391443,4.825321,4.782658,4.447806,4.447806,3.391443,3.391443,4.603723,4.917941
Echinoidea,Echinoderms,1.000000,single,high,330266.481,0.000000,14.100435,1.575034,1.499031,23.388329,23.388329,5.426092,94.559547,94.559547,95.058062,6.066690,4.333902,95.058062,94.559547,6.066690,6.066690,4.333902,4.333902,6.179615,206.440660
Decapterus maruadsi,Planktivores/piscivores,1.000000,single,high,326944.521,0.000000,313.230461,2.682055,2.681200,557.498246,561.579077,390.297458,706.119465,706.119465,708.817290,151.235297,74.445179,708.817290,706.119465,151.235297,151.235297,74.445179,74.445179,161.866736,772.465221
Lateolabrax japonicus,Benthivores/piscivores,1.000000,single,medium,318823.791,0.000000,282.558121,2.635023,2.718276,272.719527,290.020693,276.099700,290.397901,290.397901,291.579679,88.987703,43.714140,291.579679,290.397901,88.987703,88.987703,43.714140,43.714140,90.874276,310.383757
Priacanthus macracanthus,Benthivores/piscivores,1.000000,single,high,316782.383,0.000000,282.558121,2.635023,2.718276,272.719527,290.020693,276.099700,290.397901,290.397901,291.579679,88.987703,43.714140,291.579679,290.397901,88.987703,88.987703,43.714140,43.714140,90.874276,310.383757
Exocoetidae,Planktivores,1.000000,single,medium,312294.009,0.000000,78.433670,2.114615,2.082630,58.743234,58.743234,57.509626,59.935468,59.935468,60.167249,22.644217,14.451743,60.167249,59.935468,22.644217,22.644217,14.451743,14.451743,23.641958,61.050359
Scomber australasicus,Planktivores/Benthivores,1.000000,single,high,302877.501,0.000000,92.056968,2.173561,2.179921,231.874477,231.874477,154.660276,211.823830,211.823830,212.564771,48.293239,31.509077,212.564771,211.823830,48.293239,48.293239,31.509077,31.509077,50.714620,213.797628
Mytilus coruscus,Mollusks,1.000000,single,high,301797.904,0.000000,14.610283,1.584668,1.596927,5.907643,5.907643,5.653614,4.782658,4.782658,4.825321,4.447806,3.391443,4.825321,4.782658,4.447806,4.447806,3.391443,3.391443,4.603723,4.917941
Atrobucca nibe,Benthivores/piscivores,1.000000,single,high,295123.254,0.000000,282.558121,2.635023,2.718276,272.719527,290.020693,276.099700,290.397901,290.397901,291.579679,88.987703,43.714140,291.579679,290.397901,88.987703,88.987703,43.714140,43.714140,90.874276,310.383757
Spratelloides gracilis,Planktivores,1.000000,single,medium,292061.969,0.000000,78.433670,2.114615,2.082630,58.743234,58.743234,57.509626,59.935468,59.935468,60.167249,22.644217,14.451743,60.167249,59.935468,22.644217,22.644217,14.451743,14.451743,23.641958,61.050359
Ruvettus pretiosus,Benthivores/piscivores,1.000000,single,medium,269537.537,0.000000,282.558121,2.635023,2.718276,272.719527,290.020693,276.099700,290.397901,290.397901,291.579679,88.987703,43.714140,291.579679,290.397901,88.987703,88.987703,43.714140,43.714140,90.874276,310.383757
Lutjanidae,Piscivores,1.000000,single,medium,266462.104,0.000000,813.363464,3.159452,3.116054,795.139420,805.405731,260.951457,946.711015,946.711015,950.366948,86.497635,43.190395,950.366948,946.711015,86.497635,86.497635,43.190395,43.190395,94.134840,1012.014662
Sebastidae,Benthivores/piscivores,1.000000,single,medium,266427.215,0.000000,282.558121,2.635023,2.718276,272.719527,290.020693,276.099700,290.397901,290.397901,291.579679,88.987703,43.714140,291.579679,290.397901,88.987703,88.987703,43.714140,43.714140,90.874276,310.383757
Pleurogrammus azonus,Planktivores/Benthivores,1.000000,single,medium,262931.174,0.000000,92.056968,2.173561,2.179921,231.874477,231.874477,154.660276,211.823830,211.823830,212.564771,48.293239,31.509077,212.564771,211.823830,48.293239,48.293239,31.509077,31.509077,50.714620,213.797628
Bathylagidae,Planktivores,1.000000,single,medium,262293.415,0.000000,78.433670,2.114615,2.082630,58.743234,58.743234,57.509626,59.935468,59.935468,60.167249,22.644217,14.451743,60.167249,59.935468,22.644217,22.644217,14.451743,14.451743,23.641958,61.050359
Clupeiformes,Planktivores | Planktivores/Benthivores | Omnivores,0.671924 | 0.278355 | 0.049721,catch_composition,medium,260655.215,0.000000,91.049743,2.154688,2.134390,108.972138,109.728456,86.412363,105.334244,105.334244,105.719974,30.340658,19.353516,105.719974,105.334244,30.340658,30.340658,19.353516,19.353516,31.732889,107.107662
