functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cephalopods,82.125233352,3.7526337966514247,565.762029176531,46463.338667823635
Large pelagics (>=90 cm),108.777927679,4.3785342171641615,2390.7502901960756,260060.86216549698
Large reef assoc. fish (>=90 cm),16.425046672,3.92,831.7637711026708,13661.758760440094
Large sharks (>=90 cm),0.657001867,4.24,1737.8008287493763,1141.7383889624873
"Lobsters, crabs",410.469969721,3.3877714447880027,244.2144992117991,100242.71809689635
Medium benthopelagics (30 - 89 cm),16.425046671,3.31,204.17379446695296,3353.564103114864
Medium demersals (30 - 89 cm),699.0844330129999,3.2414462549630416,174.35975695192596,121892.19182902161
Medium pelagics (30 - 89 cm),111.95043299599999,4.059051255041383,1145.6481418232688,128255.80553817775
Medium reef assoc. fish (30 - 89 cm),2277.756828398,3.820817757285961,661.9386765126477,1507735.340407418
Other demersal invertebrates,50.218305302,2.492979117817304,31.115667200383843,1562.5760751443033
Small benthopelagics (<30 cm),164.25046671,3.03,107.1519305237606,17599.754597405175
Small pelagics (<30 cm),82.1252333601,3.16,144.5439770745928,11870.707848047878
Small reef assoc. fish (<30 cm),82.125233361,3.4900000000000007,309.02954325135954,25379.123354961146
