functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Large bathydemersals (>=90 cm),79.2038338829,4.35,2238.7211385683377,177315.29716930338
Large benthopelagics (>=90 cm),132333.825454321,4.079371768003379,1200.5265471060738,158870270.53801385
Large demersals (>=90 cm),1563.0853251627,3.659652323854231,456.72241230902546,713896.1003531457
Large flatfishes (>=90 cm),0.0592103833,3.26,181.97008586099827,10.774518532963619
Large rays (>=90 cm),1.5415751947,3.637792142590448,434.3023132637712,669.5096731282586
Large reef assoc. fish (>=90 cm),44.1857756457,3.7900000000000005,616.5950018614828,27244.728416511454
"Lobsters, crabs",1474.1793658769,3.5047212255003326,319.6842391392015,471271.9089350673
Medium bathydemersals (30 - 89 cm),1.9846739612,4.041846839276706,1101.1509030146135,2185.42552456497
Medium bathypelagics (30 - 89 cm),3322.1341338069997,3.65,446.683592150963,1483942.8084962387
Medium benthopelagics (30 - 89 cm),1304.0747746595002,4.0496405540198825,1121.0901943604956,1461985.4425836387
Medium demersals (30 - 89 cm),64812.5625648365,3.517248582311828,329.03991348534043,21325919.979097016
Medium pelagics (30 - 89 cm),5060.165295037599,3.3800000000000003,239.88329190194924,1213849.1085416174
Other demersal invertebrates,99.8351801308,2.5422274534110687,34.85197978101731,3479.4536793528628
Shrimps,305.4861331711,2.9729213555490785,93.95531556679363,28702.046043370243
Small pelagics (<30 cm),1.2006817912,3.15,141.2537544622754,169.60081092148982
Small to medium flatfishes (<90 cm),9487.9258499078,4.356119453544368,2270.489268508424,21542233.82261933
