model_id,method,scope,fraction,n_total,n_valid,n_invalid_or_unavailable,valid_routes,excluded_routes,uncertainty_type,min_fixed_H_tC,max_fixed_H_tC,range_fixed_H_tC,min_retained_L_tC,max_retained_L_tC,range_retained_L_tC,relative_spread_pct,baseline_ppr_fixed_H_tC,meaningful_sensitivity,status,assumption_class
13_2_Northern_Humboldt_Current_(1995-1998),new_WithEgestion,all,0.75,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_WithEgestion,inner,0.75,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_WithEgestion,PP,0.75,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,64.32672593663342,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),Ulanowicz_TE,all,0.75,4,4,0,"['SC', 'SM', 'SE', 'SR']",[],discard-routing sensitivity envelope; not a confidence interval,676.7127932266408,2092.0130735519706,1415.3002803253298,169.1781983066602,523.0032683879926,353.82507008133246,209.14342014682816,676.7127932266408,True,assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),Ulanowicz_TE,inner,0.75,4,4,0,"['SC', 'SM', 'SE', 'SR']",[],discard-routing sensitivity envelope; not a confidence interval,674.8104783422024,2086.496783313656,1411.6863049714539,168.7026195855506,521.624195828414,352.92157624286347,209.19744880659294,674.8104783422024,True,assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),Ulanowicz_TE,PP,0.75,4,4,0,"['SC', 'SM', 'SE', 'SR']",[],discard-routing sensitivity envelope; not a confidence interval,516.7523377875302,1595.9780195054364,1079.2256817179061,129.18808444688256,398.9945048763591,269.80642042947653,208.8477599034384,516.7523377875302,True,assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),standard_fixed_baseline_TL,all,1.0,4,3,1,"['SC', 'SE', 'SR']",['SM'],discard-routing sensitivity envelope; not a confidence interval,491.13855307725066,491.13855307725066,0.0,0.0,0.0,0.0,0.0,491.13855307725066,True,assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),standard_fixed_baseline_TL,inner,1.0,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),standard_fixed_baseline_TL,PP,1.0,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TE0.1,all,1.0,4,3,1,"['SC', 'SE', 'SR']",['SM'],discard-routing sensitivity envelope; not a confidence interval,491.13855307725066,491.13855307725066,0.0,0.0,0.0,0.0,0.0,491.13855307725066,True,assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TE0.1,inner,1.0,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TE0.1,PP,1.0,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TEmean,all,1.0,4,3,1,"['SC', 'SE', 'SR']",['SM'],discard-routing sensitivity envelope; not a confidence interval,20.028890342780016,460.6608517378714,440.63196139509137,0.0,0.0,0.0,2199.981895422028,460.6608517378714,True,assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TEmean,inner,1.0,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TEmean,PP,1.0,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1986,all,1.0,4,2,2,"['SC', 'SR']","['SM', 'SE']",discard-routing sensitivity envelope; not a confidence interval,396.2325384249224,396.2325384249224,0.0,0.0,0.0,0.0,0.0,396.2325384249224,True,assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1986,inner,1.0,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1986,PP,1.0,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_GE,all,1.0,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_GE,inner,1.0,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_GE,PP,1.0,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,204.0296573802264,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_TE_EEfix,all,1.0,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,966.4451326076019,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_TE_EEfix,inner,1.0,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,962.6364801425882,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_TE_EEfix,PP,1.0,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,962.6364801425882,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_WithEgestion,all,1.0,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_WithEgestion,inner,1.0,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_WithEgestion,PP,1.0,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,64.32672593663342,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),Ulanowicz_TE,all,1.0,4,3,1,"['SC', 'SE', 'SR']",['SM'],discard-routing sensitivity envelope; not a confidence interval,676.7127932266408,676.7127932266408,0.0,0.0,0.0,0.0,0.0,676.7127932266408,True,assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),Ulanowicz_TE,inner,1.0,4,3,1,"['SC', 'SE', 'SR']",['SM'],discard-routing sensitivity envelope; not a confidence interval,674.8104783422024,674.8104783422024,0.0,0.0,0.0,0.0,0.0,674.8104783422024,True,assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),Ulanowicz_TE,PP,1.0,4,3,1,"['SC', 'SE', 'SR']",['SM'],discard-routing sensitivity envelope; not a confidence interval,516.7523377875302,516.7523377875302,0.0,0.0,0.0,0.0,0.0,516.7523377875302,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),standard_fixed_baseline_TL,all,0.0,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,34.71738020915083,34.71738020915083,0.0,34.71738020915083,34.71738020915083,0.0,0.0,34.71738020915083,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),standard_fixed_baseline_TL,inner,0.0,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),standard_fixed_baseline_TL,PP,0.0,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),SPPR_1995_TE0.1,all,0.0,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,34.71738020915083,34.71738020915083,0.0,34.71738020915083,34.71738020915083,0.0,0.0,34.71738020915083,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),SPPR_1995_TE0.1,inner,0.0,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),SPPR_1995_TE0.1,PP,0.0,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),SPPR_1995_TEmean,all,0.0,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,20.010161919197103,20.010161919197103,0.0,20.010161919197103,20.010161919197103,0.0,0.0,20.010161919197103,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),SPPR_1995_TEmean,inner,0.0,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),SPPR_1995_TEmean,PP,0.0,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),SPPR_1986,all,0.0,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,15.793428413720319,15.793428413720319,0.0,15.793428413720319,15.793428413720319,0.0,0.0,15.793428413720319,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),SPPR_1986,inner,0.0,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),SPPR_1986,PP,0.0,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),new_GE,all,0.0,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,127.11631987635315,127.11631987635315,0.0,127.11631987635315,127.11631987635315,0.0,0.0,127.11631987635315,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),new_GE,inner,0.0,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,127.11513086990311,127.11513086990311,0.0,127.11513086990311,127.11513086990311,0.0,0.0,127.11513086990311,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),new_GE,PP,0.0,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,50.87646327925089,50.87646327925089,0.0,50.87646327925089,50.87646327925089,0.0,0.0,50.87646327925089,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),new_TE_EEfix,all,0.0,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,378.28044785244373,378.28044785244373,0.0,378.28044785244373,378.28044785244373,0.0,0.0,378.28044785244373,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),new_TE_EEfix,inner,0.0,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,378.2780272032099,378.2780272032099,0.0,378.2780272032099,378.2780272032099,0.0,0.0,378.2780272032099,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),new_TE_EEfix,PP,0.0,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,306.51334843105826,306.51334843105826,0.0,306.51334843105826,306.51334843105826,0.0,0.0,306.51334843105826,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),new_WithEgestion,all,0.0,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,44.76222514004085,44.76222514004085,0.0,44.76222514004085,44.76222514004085,0.0,0.0,44.76222514004085,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),new_WithEgestion,inner,0.0,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,44.76162726217438,44.76162726217438,0.0,44.76162726217438,44.76162726217438,0.0,0.0,44.76162726217438,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),new_WithEgestion,PP,0.0,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,11.943662110024459,11.943662110024459,0.0,11.943662110024459,11.943662110024459,0.0,0.0,11.943662110024459,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),Ulanowicz_TE,all,0.0,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,184.6290821182383,184.6290821182383,0.0,184.6290821182383,184.6290821182383,0.0,0.0,184.6290821182383,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),Ulanowicz_TE,inner,0.0,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,184.62748567446565,184.62748567446565,0.0,184.62748567446565,184.62748567446565,0.0,0.0,184.62748567446565,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),Ulanowicz_TE,PP,0.0,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,123.61543586592236,123.61543586592236,0.0,123.61543586592236,123.61543586592236,0.0,0.0,123.61543586592236,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),standard_fixed_baseline_TL,all,0.01,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,34.71738020915083,34.71738020915083,0.0,34.37020640705932,34.37020640705932,0.0,0.0,34.71738020915083,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),standard_fixed_baseline_TL,inner,0.01,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),standard_fixed_baseline_TL,PP,0.01,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),SPPR_1995_TE0.1,all,0.01,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,34.71738020915083,34.71738020915083,0.0,34.37020640705932,34.37020640705932,0.0,0.0,34.71738020915083,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),SPPR_1995_TE0.1,inner,0.01,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),SPPR_1995_TE0.1,PP,0.01,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),SPPR_1995_TEmean,all,0.01,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,20.010161919197103,20.153602493065463,0.14344057386836084,19.810060300005137,19.952066468134802,0.14200616812966516,0.7168386465216336,20.010161919197103,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),SPPR_1995_TEmean,inner,0.01,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),SPPR_1995_TEmean,PP,0.01,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),SPPR_1986,all,0.01,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,15.793428413720319,15.793428413720319,0.0,15.635494129583114,15.635494129583114,0.0,0.0,15.793428413720319,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),SPPR_1986,inner,0.01,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),SPPR_1986,PP,0.01,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),new_GE,all,0.01,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,127.11631987635315,127.35487444284814,0.2385545664949973,125.84515667758959,126.08132569841966,0.23616902083007574,0.1876663568667114,127.11631987635315,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),new_GE,inner,0.01,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,127.11513086990311,127.35368543639808,0.23855456649496887,125.84397956120405,126.08014858203407,0.2361690208300189,0.18766811225574553,127.11513086990311,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),new_GE,PP,0.01,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,50.87646327925089,50.87646327925089,0.0,50.36769864645838,50.36769864645838,0.0,0.0,50.87646327925089,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),new_TE_EEfix,all,0.01,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,378.28044785244373,382.10126494288465,3.8208170904409258,374.49764337391923,378.2802522934558,3.7826089195365853,1.0100487910840394,378.28044785244373,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),new_TE_EEfix,inner,0.01,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,378.2780272032099,382.09881984264916,3.8207926394392757,374.49524693117775,378.2778316442227,3.782584713044969,1.0100487907500844,378.2780272032099,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),new_TE_EEfix,PP,0.01,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,306.51334843105826,309.60944277946055,3.096094348402289,303.4482149467476,306.51334835166585,3.0651334049182424,1.010100983937634,306.51334843105826,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),new_WithEgestion,all,0.01,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,44.76222514004085,44.795073560270026,0.032848420229179,44.314602888640444,44.34712282466732,0.03251993602687975,0.07338424335789906,44.76222514004085,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),new_WithEgestion,inner,0.01,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,44.76162726217438,44.794475682403544,0.03284842022916479,44.31401098955264,44.346530925579515,0.03251993602687264,0.07338522354598531,44.76162726217438,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),new_WithEgestion,PP,0.01,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,11.943662110024459,11.943662110024459,0.0,11.824225488924217,11.824225488924217,0.0,0.0,11.943662110024459,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),Ulanowicz_TE,all,0.01,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,184.6290821182383,185.9613133278664,1.3322312096281053,182.78279129705595,184.10170019458775,1.3189088975317986,0.7215717016753276,184.6290821182383,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),Ulanowicz_TE,inner,0.01,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,184.62748567446565,185.95970550056188,1.3322198260962352,182.78121081772102,184.10010844555632,1.3188976278352982,0.7215717753125794,184.62748567446565,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),Ulanowicz_TE,PP,0.01,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,123.61543586592236,124.50595502455991,0.8905191586375452,122.37928150726313,123.26089547431428,0.8816139670511518,0.720394789210177,123.61543586592236,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),standard_fixed_baseline_TL,all,0.05,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,34.71738020915083,34.71738020915083,0.0,32.98151119869328,32.98151119869328,0.0,0.0,34.71738020915083,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),standard_fixed_baseline_TL,inner,0.05,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),standard_fixed_baseline_TL,PP,0.05,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),SPPR_1995_TE0.1,all,0.05,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,34.71738020915083,34.71738020915083,0.0,32.98151119869328,32.98151119869328,0.0,0.0,34.71738020915083,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),SPPR_1995_TE0.1,inner,0.05,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),SPPR_1995_TE0.1,PP,0.05,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),SPPR_1995_TEmean,all,0.05,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,20.010161919197103,20.74177296034776,0.7316110411506571,19.00965382323725,19.70468431233037,0.6950304890931207,3.6561975065717567,20.010161919197103,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),SPPR_1995_TEmean,inner,0.05,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),SPPR_1995_TEmean,PP,0.05,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),SPPR_1986,all,0.05,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,15.793428413720319,15.793428413720319,0.0,15.003756993034298,15.003756993034298,0.0,0.0,15.793428413720319,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),SPPR_1986,inner,0.05,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),SPPR_1986,PP,0.05,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),new_GE,all,0.05,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,127.11631987635315,128.31810596398407,1.2017860876309214,120.76050388253549,121.90220066578483,1.141696783249344,0.9454223413641216,127.11631987635315,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),new_GE,inner,0.05,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,127.11513086990311,128.31691695753398,1.2017860876308646,120.75937432640792,121.90107110965727,1.141696783249344,0.9454311846327945,127.11513086990311,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),new_GE,PP,0.05,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,50.87646327925089,50.87646327925089,0.0,48.33264011528835,48.33264011528835,0.0,0.0,50.87646327925089,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),new_TE_EEfix,all,0.05,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,378.28044785244373,398.1889158363672,19.908467983923458,359.36642545982147,378.2794700445489,18.913044584727402,5.262885802569728,378.28044785244373,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),new_TE_EEfix,inner,0.05,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,378.2780272032099,398.18636778454595,19.908340581336063,359.3641258430494,378.2770493953186,18.912923552269206,5.262885800829609,378.2780272032099,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),new_TE_EEfix,PP,0.05,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,306.51334843105826,322.6456294894035,16.132281058345256,291.1876810095053,306.5133480149333,15.325667005427988,5.263157751830749,306.51334843105826,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),new_WithEgestion,all,0.05,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,44.76222514004085,44.92694992244599,0.16472478240514477,42.52411388303881,42.680602426323695,0.15648854328488682,0.36799953954431697,44.76222514004085,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),new_WithEgestion,inner,0.05,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,44.76162726217438,44.92635204457952,0.16472478240513766,42.52354589906566,42.680034442350546,0.15648854328488682,0.368004454887938,44.76162726217438,True,assessed,hypothetical_designated_amounts
28_646_Guinea_(1998),new_WithEgestion,PP,0.05,4,3,1,"['SC', 'SM', 'SE']",['SR'],discard-routing sensitivity envelope; not a confidence interval,11.943662110024459,11.943662110024459,0.0,11.346479004523237,11.346479004523237,0.0,0.0,11.943662110024459,True,assessed,hypothetical_designated_amounts
