model_id,scope,fraction,route,method,ppr_fixed_H_tC,rank_ascending
34_1_Bay_of_Bengal_(1978),all,0.0,SE,standard_fixed_baseline_TL,73.72967190616106,5
34_1_Bay_of_Bengal_(1978),all,0.0,SE,SPPR_1995_TE0.1,73.72967190616106,6
34_1_Bay_of_Bengal_(1978),all,0.0,SE,new_GE,132.93657663509214,7
34_1_Bay_of_Bengal_(1978),all,0.0,SE,new_TE_EEfix,223.4857321894861,8
34_1_Bay_of_Bengal_(1978),inner,0.0,SE,new_WithEgestion,36.55105449516563,1
34_1_Bay_of_Bengal_(1978),inner,0.0,SE,Ulanowicz_TE,59.28447140236551,2
34_1_Bay_of_Bengal_(1978),inner,0.0,SE,new_GE,132.90172175177406,3
34_1_Bay_of_Bengal_(1978),inner,0.0,SE,new_TE_EEfix,223.43125899590828,4
34_1_Bay_of_Bengal_(1978),PP,0.0,SE,new_WithEgestion,6.353220341169743,1
34_1_Bay_of_Bengal_(1978),PP,0.0,SE,new_GE,25.538246485514787,2
34_1_Bay_of_Bengal_(1978),PP,0.0,SE,Ulanowicz_TE,33.09638980847202,3
34_1_Bay_of_Bengal_(1978),PP,0.0,SE,new_TE_EEfix,112.77131485807598,4
34_1_Bay_of_Bengal_(1978),all,0.01,SC,SPPR_1995_TEmean,10.021486438912596,1
34_1_Bay_of_Bengal_(1978),all,0.01,SC,SPPR_1986,31.525487093651936,2
34_1_Bay_of_Bengal_(1978),all,0.01,SC,new_WithEgestion,36.5676198786057,3
34_1_Bay_of_Bengal_(1978),all,0.01,SC,Ulanowicz_TE,59.31300134089574,4
34_1_Bay_of_Bengal_(1978),all,0.01,SC,standard_fixed_baseline_TL,73.72967190616106,5
34_1_Bay_of_Bengal_(1978),all,0.01,SC,SPPR_1995_TE0.1,73.72967190616106,6
34_1_Bay_of_Bengal_(1978),all,0.01,SC,new_GE,132.93657663509214,7
34_1_Bay_of_Bengal_(1978),all,0.01,SC,new_TE_EEfix,223.4857321894861,8
34_1_Bay_of_Bengal_(1978),inner,0.01,SC,new_WithEgestion,36.55105449516563,1
34_1_Bay_of_Bengal_(1978),inner,0.01,SC,Ulanowicz_TE,59.28447140236551,2
34_1_Bay_of_Bengal_(1978),inner,0.01,SC,new_GE,132.90172175177406,3
34_1_Bay_of_Bengal_(1978),inner,0.01,SC,new_TE_EEfix,223.43125899590828,4
34_1_Bay_of_Bengal_(1978),PP,0.01,SC,new_WithEgestion,6.353220341169743,1
34_1_Bay_of_Bengal_(1978),PP,0.01,SC,new_GE,25.538246485514787,2
34_1_Bay_of_Bengal_(1978),PP,0.01,SC,Ulanowicz_TE,33.09638980847202,3
34_1_Bay_of_Bengal_(1978),PP,0.01,SC,new_TE_EEfix,112.77131485807598,4
34_1_Bay_of_Bengal_(1978),all,0.01,SM,SPPR_1995_TEmean,10.080041017359882,1
34_1_Bay_of_Bengal_(1978),all,0.01,SM,SPPR_1986,31.525487093651936,2
34_1_Bay_of_Bengal_(1978),all,0.01,SM,new_WithEgestion,36.61758553555141,3
34_1_Bay_of_Bengal_(1978),all,0.01,SM,Ulanowicz_TE,59.69480626276181,4
34_1_Bay_of_Bengal_(1978),all,0.01,SM,standard_fixed_baseline_TL,73.72967190616106,5
34_1_Bay_of_Bengal_(1978),all,0.01,SM,SPPR_1995_TE0.1,73.72967190616106,6
34_1_Bay_of_Bengal_(1978),all,0.01,SM,new_GE,133.6125963836588,7
34_1_Bay_of_Bengal_(1978),all,0.01,SM,new_TE_EEfix,225.75096070027018,8
34_1_Bay_of_Bengal_(1978),inner,0.01,SM,new_WithEgestion,36.601020152111346,1
34_1_Bay_of_Bengal_(1978),inner,0.01,SM,Ulanowicz_TE,59.66609729648662,2
34_1_Bay_of_Bengal_(1978),inner,0.01,SM,new_GE,133.5777415003407,3
34_1_Bay_of_Bengal_(1978),inner,0.01,SM,new_TE_EEfix,225.69593680459752,4
34_1_Bay_of_Bengal_(1978),PP,0.01,SM,new_WithEgestion,6.353220341169743,1
34_1_Bay_of_Bengal_(1978),PP,0.01,SM,new_GE,25.538246485514787,2
34_1_Bay_of_Bengal_(1978),PP,0.01,SM,Ulanowicz_TE,33.31142841425754,3
34_1_Bay_of_Bengal_(1978),PP,0.01,SM,new_TE_EEfix,113.91356120671746,4
34_1_Bay_of_Bengal_(1978),all,0.01,SE,SPPR_1995_TEmean,10.021486438912596,1
34_1_Bay_of_Bengal_(1978),all,0.01,SE,SPPR_1986,31.525487093651936,2
34_1_Bay_of_Bengal_(1978),all,0.01,SE,new_WithEgestion,36.5676198786057,3
34_1_Bay_of_Bengal_(1978),all,0.01,SE,Ulanowicz_TE,59.31300134089574,4
34_1_Bay_of_Bengal_(1978),all,0.01,SE,standard_fixed_baseline_TL,73.72967190616106,5
34_1_Bay_of_Bengal_(1978),all,0.01,SE,SPPR_1995_TE0.1,73.72967190616106,6
34_1_Bay_of_Bengal_(1978),all,0.01,SE,new_GE,132.93657663509214,7
34_1_Bay_of_Bengal_(1978),all,0.01,SE,new_TE_EEfix,223.4857321894861,8
34_1_Bay_of_Bengal_(1978),inner,0.01,SE,new_WithEgestion,36.55105449516563,1
34_1_Bay_of_Bengal_(1978),inner,0.01,SE,Ulanowicz_TE,59.28447140236551,2
34_1_Bay_of_Bengal_(1978),inner,0.01,SE,new_GE,132.90172175177406,3
34_1_Bay_of_Bengal_(1978),inner,0.01,SE,new_TE_EEfix,223.43125899590828,4
34_1_Bay_of_Bengal_(1978),PP,0.01,SE,new_WithEgestion,6.353220341169743,1
34_1_Bay_of_Bengal_(1978),PP,0.01,SE,new_GE,25.538246485514787,2
34_1_Bay_of_Bengal_(1978),PP,0.01,SE,Ulanowicz_TE,33.09638980847202,3
34_1_Bay_of_Bengal_(1978),PP,0.01,SE,new_TE_EEfix,112.77131485807598,4
34_1_Bay_of_Bengal_(1978),all,0.05,SC,SPPR_1995_TEmean,10.021486438912596,1
34_1_Bay_of_Bengal_(1978),all,0.05,SC,SPPR_1986,31.525487093651936,2
34_1_Bay_of_Bengal_(1978),all,0.05,SC,new_WithEgestion,36.5676198786057,3
34_1_Bay_of_Bengal_(1978),all,0.05,SC,Ulanowicz_TE,59.31300134089574,4
34_1_Bay_of_Bengal_(1978),all,0.05,SC,standard_fixed_baseline_TL,73.72967190616106,5
34_1_Bay_of_Bengal_(1978),all,0.05,SC,SPPR_1995_TE0.1,73.72967190616106,6
34_1_Bay_of_Bengal_(1978),all,0.05,SC,new_GE,132.93657663509214,7
34_1_Bay_of_Bengal_(1978),all,0.05,SC,new_TE_EEfix,223.4857321894861,8
34_1_Bay_of_Bengal_(1978),inner,0.05,SC,new_WithEgestion,36.55105449516563,1
34_1_Bay_of_Bengal_(1978),inner,0.05,SC,Ulanowicz_TE,59.28447140236551,2
34_1_Bay_of_Bengal_(1978),inner,0.05,SC,new_GE,132.90172175177406,3
34_1_Bay_of_Bengal_(1978),inner,0.05,SC,new_TE_EEfix,223.43125899590828,4
34_1_Bay_of_Bengal_(1978),PP,0.05,SC,new_WithEgestion,6.353220341169743,1
34_1_Bay_of_Bengal_(1978),PP,0.05,SC,new_GE,25.538246485514787,2
34_1_Bay_of_Bengal_(1978),PP,0.05,SC,Ulanowicz_TE,33.09638980847202,3
34_1_Bay_of_Bengal_(1978),PP,0.05,SC,new_TE_EEfix,112.77131485807598,4
34_1_Bay_of_Bengal_(1978),all,0.05,SM,SPPR_1995_TEmean,10.318987438323129,1
34_1_Bay_of_Bengal_(1978),all,0.05,SM,SPPR_1986,31.525487093651936,2
34_1_Bay_of_Bengal_(1978),all,0.05,SM,new_WithEgestion,36.818819263067006,3
34_1_Bay_of_Bengal_(1978),all,0.05,SM,Ulanowicz_TE,61.27632268290826,4
34_1_Bay_of_Bengal_(1978),all,0.05,SM,standard_fixed_baseline_TL,73.72967190616106,5
34_1_Bay_of_Bengal_(1978),all,0.05,SM,SPPR_1995_TE0.1,73.72967190616106,6
34_1_Bay_of_Bengal_(1978),all,0.05,SM,new_GE,136.38683337885283,7
34_1_Bay_of_Bengal_(1978),all,0.05,SM,new_TE_EEfix,235.28836261779992,8
34_1_Bay_of_Bengal_(1978),inner,0.05,SM,new_WithEgestion,36.80225387962694,1
34_1_Bay_of_Bengal_(1978),inner,0.05,SM,Ulanowicz_TE,61.24687279761694,2
34_1_Bay_of_Bengal_(1978),inner,0.05,SM,new_GE,136.35197849553472,3
34_1_Bay_of_Bengal_(1978),inner,0.05,SM,new_TE_EEfix,235.23102004466253,4
34_1_Bay_of_Bengal_(1978),PP,0.05,SM,new_WithEgestion,6.353220341169743,1
34_1_Bay_of_Bengal_(1978),PP,0.05,SM,new_GE,25.538246485514787,2
34_1_Bay_of_Bengal_(1978),PP,0.05,SM,Ulanowicz_TE,34.20229162340755,3
34_1_Bay_of_Bengal_(1978),PP,0.05,SM,new_TE_EEfix,118.72280045455561,4
34_1_Bay_of_Bengal_(1978),all,0.05,SE,SPPR_1995_TEmean,10.021486438912596,1
34_1_Bay_of_Bengal_(1978),all,0.05,SE,SPPR_1986,31.525487093651936,2
34_1_Bay_of_Bengal_(1978),all,0.05,SE,new_WithEgestion,36.5676198786057,3
34_1_Bay_of_Bengal_(1978),all,0.05,SE,Ulanowicz_TE,59.31300134089574,4
34_1_Bay_of_Bengal_(1978),all,0.05,SE,standard_fixed_baseline_TL,73.72967190616106,5
34_1_Bay_of_Bengal_(1978),all,0.05,SE,SPPR_1995_TE0.1,73.72967190616106,6
34_1_Bay_of_Bengal_(1978),all,0.05,SE,new_GE,132.93657663509214,7
34_1_Bay_of_Bengal_(1978),all,0.05,SE,new_TE_EEfix,223.4857321894861,8
34_1_Bay_of_Bengal_(1978),inner,0.05,SE,new_WithEgestion,36.55105449516563,1
34_1_Bay_of_Bengal_(1978),inner,0.05,SE,Ulanowicz_TE,59.28447140236551,2
34_1_Bay_of_Bengal_(1978),inner,0.05,SE,new_GE,132.90172175177406,3
34_1_Bay_of_Bengal_(1978),inner,0.05,SE,new_TE_EEfix,223.43125899590828,4
34_1_Bay_of_Bengal_(1978),PP,0.05,SE,new_WithEgestion,6.353220341169743,1
34_1_Bay_of_Bengal_(1978),PP,0.05,SE,new_GE,25.538246485514787,2
34_1_Bay_of_Bengal_(1978),PP,0.05,SE,Ulanowicz_TE,33.09638980847202,3
34_1_Bay_of_Bengal_(1978),PP,0.05,SE,new_TE_EEfix,112.77131485807598,4
34_1_Bay_of_Bengal_(1978),all,0.1,SC,SPPR_1995_TEmean,10.021486438912596,1
34_1_Bay_of_Bengal_(1978),all,0.1,SC,SPPR_1986,31.525487093651936,2
34_1_Bay_of_Bengal_(1978),all,0.1,SC,new_WithEgestion,36.5676198786057,3
34_1_Bay_of_Bengal_(1978),all,0.1,SC,Ulanowicz_TE,59.31300134089574,4
34_1_Bay_of_Bengal_(1978),all,0.1,SC,standard_fixed_baseline_TL,73.72967190616106,5
34_1_Bay_of_Bengal_(1978),all,0.1,SC,SPPR_1995_TE0.1,73.72967190616106,6
34_1_Bay_of_Bengal_(1978),all,0.1,SC,new_GE,132.93657663509214,7
34_1_Bay_of_Bengal_(1978),all,0.1,SC,new_TE_EEfix,223.4857321894861,8
34_1_Bay_of_Bengal_(1978),inner,0.1,SC,new_WithEgestion,36.55105449516563,1
34_1_Bay_of_Bengal_(1978),inner,0.1,SC,Ulanowicz_TE,59.28447140236551,2
34_1_Bay_of_Bengal_(1978),inner,0.1,SC,new_GE,132.90172175177406,3
34_1_Bay_of_Bengal_(1978),inner,0.1,SC,new_TE_EEfix,223.43125899590828,4
34_1_Bay_of_Bengal_(1978),PP,0.1,SC,new_WithEgestion,6.353220341169743,1
34_1_Bay_of_Bengal_(1978),PP,0.1,SC,new_GE,25.538246485514787,2
34_1_Bay_of_Bengal_(1978),PP,0.1,SC,Ulanowicz_TE,33.09638980847202,3
34_1_Bay_of_Bengal_(1978),PP,0.1,SC,new_TE_EEfix,112.77131485807598,4
34_1_Bay_of_Bengal_(1978),all,0.1,SM,SPPR_1995_TEmean,10.628673875065315,1
34_1_Bay_of_Bengal_(1978),all,0.1,SM,SPPR_1986,31.525487093651936,2
34_1_Bay_of_Bengal_(1978),all,0.1,SM,new_WithEgestion,37.07348901638765,3
34_1_Bay_of_Bengal_(1978),all,0.1,SM,Ulanowicz_TE,63.38463071365532,4
34_1_Bay_of_Bengal_(1978),all,0.1,SM,standard_fixed_baseline_TL,73.72967190616106,5
34_1_Bay_of_Bengal_(1978),all,0.1,SM,SPPR_1995_TE0.1,73.72967190616106,6
34_1_Bay_of_Bengal_(1978),all,0.1,SM,new_GE,140.02089450888073,7
34_1_Bay_of_Bengal_(1978),all,0.1,SM,new_TE_EEfix,248.40119856292975,8
34_1_Bay_of_Bengal_(1978),inner,0.1,SM,new_WithEgestion,37.05692363294759,1
34_1_Bay_of_Bengal_(1978),inner,0.1,SM,Ulanowicz_TE,63.35419473830811,2
34_1_Bay_of_Bengal_(1978),inner,0.1,SM,new_GE,139.98603962556263,3
34_1_Bay_of_Bengal_(1978),inner,0.1,SM,new_TE_EEfix,248.34066799485169,4
34_1_Bay_of_Bengal_(1978),PP,0.1,SM,new_WithEgestion,6.353220341169743,1
34_1_Bay_of_Bengal_(1978),PP,0.1,SM,new_GE,25.538246485514787,2
34_1_Bay_of_Bengal_(1978),PP,0.1,SM,Ulanowicz_TE,35.39020970561207,3
34_1_Bay_of_Bengal_(1978),PP,0.1,SM,new_TE_EEfix,125.33491314553748,4
34_1_Bay_of_Bengal_(1978),all,0.1,SE,SPPR_1995_TEmean,10.021486438912596,1
34_1_Bay_of_Bengal_(1978),all,0.1,SE,SPPR_1986,31.525487093651936,2
34_1_Bay_of_Bengal_(1978),all,0.1,SE,new_WithEgestion,36.5676198786057,3
34_1_Bay_of_Bengal_(1978),all,0.1,SE,Ulanowicz_TE,59.31300134089574,4
34_1_Bay_of_Bengal_(1978),all,0.1,SE,standard_fixed_baseline_TL,73.72967190616106,5
34_1_Bay_of_Bengal_(1978),all,0.1,SE,SPPR_1995_TE0.1,73.72967190616106,6
34_1_Bay_of_Bengal_(1978),all,0.1,SE,new_GE,132.93657663509214,7
34_1_Bay_of_Bengal_(1978),all,0.1,SE,new_TE_EEfix,223.4857321894861,8
34_1_Bay_of_Bengal_(1978),inner,0.1,SE,new_WithEgestion,36.55105449516563,1
34_1_Bay_of_Bengal_(1978),inner,0.1,SE,Ulanowicz_TE,59.28447140236551,2
34_1_Bay_of_Bengal_(1978),inner,0.1,SE,new_GE,132.90172175177406,3
34_1_Bay_of_Bengal_(1978),inner,0.1,SE,new_TE_EEfix,223.43125899590828,4
34_1_Bay_of_Bengal_(1978),PP,0.1,SE,new_WithEgestion,6.353220341169743,1
34_1_Bay_of_Bengal_(1978),PP,0.1,SE,new_GE,25.538246485514787,2
34_1_Bay_of_Bengal_(1978),PP,0.1,SE,Ulanowicz_TE,33.09638980847202,3
34_1_Bay_of_Bengal_(1978),PP,0.1,SE,new_TE_EEfix,112.77131485807598,4
34_1_Bay_of_Bengal_(1978),all,0.2,SC,SPPR_1995_TEmean,10.021486438912596,1
34_1_Bay_of_Bengal_(1978),all,0.2,SC,SPPR_1986,31.525487093651936,2
34_1_Bay_of_Bengal_(1978),all,0.2,SC,new_WithEgestion,36.5676198786057,3
34_1_Bay_of_Bengal_(1978),all,0.2,SC,Ulanowicz_TE,59.31300134089574,4
34_1_Bay_of_Bengal_(1978),all,0.2,SC,standard_fixed_baseline_TL,73.72967190616106,5
34_1_Bay_of_Bengal_(1978),all,0.2,SC,SPPR_1995_TE0.1,73.72967190616106,6
34_1_Bay_of_Bengal_(1978),all,0.2,SC,new_GE,132.93657663509214,7
34_1_Bay_of_Bengal_(1978),all,0.2,SC,new_TE_EEfix,223.4857321894861,8
34_1_Bay_of_Bengal_(1978),inner,0.2,SC,new_WithEgestion,36.55105449516563,1
34_1_Bay_of_Bengal_(1978),inner,0.2,SC,Ulanowicz_TE,59.28447140236551,2
34_1_Bay_of_Bengal_(1978),inner,0.2,SC,new_GE,132.90172175177406,3
34_1_Bay_of_Bengal_(1978),inner,0.2,SC,new_TE_EEfix,223.43125899590828,4
34_1_Bay_of_Bengal_(1978),PP,0.2,SC,new_WithEgestion,6.353220341169743,1
34_1_Bay_of_Bengal_(1978),PP,0.2,SC,new_GE,25.538246485514787,2
34_1_Bay_of_Bengal_(1978),PP,0.2,SC,Ulanowicz_TE,33.09638980847202,3
34_1_Bay_of_Bengal_(1978),PP,0.2,SC,new_TE_EEfix,112.77131485807598,4
34_1_Bay_of_Bengal_(1978),all,0.2,SM,SPPR_1995_TEmean,11.287184562649655,1
34_1_Bay_of_Bengal_(1978),all,0.2,SM,SPPR_1986,31.525487093651936,2
34_1_Bay_of_Bengal_(1978),all,0.2,SM,new_WithEgestion,37.59353132236632,3
34_1_Bay_of_Bengal_(1978),all,0.2,SM,Ulanowicz_TE,68.10770583306943,4
34_1_Bay_of_Bengal_(1978),all,0.2,SM,standard_fixed_baseline_TL,73.72967190616106,5
34_1_Bay_of_Bengal_(1978),all,0.2,SM,SPPR_1995_TE0.1,73.72967190616106,6
34_1_Bay_of_Bengal_(1978),all,0.2,SM,new_GE,147.90248634010314,7
34_1_Bay_of_Bengal_(1978),all,0.2,SM,new_TE_EEfix,279.5388800717578,8
34_1_Bay_of_Bengal_(1978),inner,0.2,SM,new_WithEgestion,37.57696593892625,1
34_1_Bay_of_Bengal_(1978),inner,0.2,SM,Ulanowicz_TE,68.07506747845724,2
34_1_Bay_of_Bengal_(1978),inner,0.2,SM,new_GE,147.86763145678503,3
34_1_Bay_of_Bengal_(1978),inner,0.2,SM,new_TE_EEfix,279.47077893429537,4
34_1_Bay_of_Bengal_(1978),PP,0.2,SM,new_WithEgestion,6.353220341169743,1
34_1_Bay_of_Bengal_(1978),PP,0.2,SM,new_GE,25.538246485514787,2
34_1_Bay_of_Bengal_(1978),PP,0.2,SM,Ulanowicz_TE,38.052670107259914,3
34_1_Bay_of_Bengal_(1978),PP,0.2,SM,new_TE_EEfix,141.03583305870956,4
34_1_Bay_of_Bengal_(1978),all,0.2,SE,SPPR_1995_TEmean,10.021486438912596,1
34_1_Bay_of_Bengal_(1978),all,0.2,SE,SPPR_1986,31.525487093651936,2
34_1_Bay_of_Bengal_(1978),all,0.2,SE,new_WithEgestion,36.5676198786057,3
34_1_Bay_of_Bengal_(1978),all,0.2,SE,Ulanowicz_TE,59.31300134089574,4
34_1_Bay_of_Bengal_(1978),all,0.2,SE,standard_fixed_baseline_TL,73.72967190616106,5
34_1_Bay_of_Bengal_(1978),all,0.2,SE,SPPR_1995_TE0.1,73.72967190616106,6
34_1_Bay_of_Bengal_(1978),all,0.2,SE,new_GE,132.93657663509214,7
34_1_Bay_of_Bengal_(1978),all,0.2,SE,new_TE_EEfix,223.4857321894861,8
34_1_Bay_of_Bengal_(1978),inner,0.2,SE,new_WithEgestion,36.55105449516563,1
34_1_Bay_of_Bengal_(1978),inner,0.2,SE,Ulanowicz_TE,59.28447140236551,2
34_1_Bay_of_Bengal_(1978),inner,0.2,SE,new_GE,132.90172175177406,3
34_1_Bay_of_Bengal_(1978),inner,0.2,SE,new_TE_EEfix,223.43125899590828,4
34_1_Bay_of_Bengal_(1978),PP,0.2,SE,new_WithEgestion,6.353220341169743,1
34_1_Bay_of_Bengal_(1978),PP,0.2,SE,new_GE,25.538246485514787,2
34_1_Bay_of_Bengal_(1978),PP,0.2,SE,Ulanowicz_TE,33.09638980847202,3
34_1_Bay_of_Bengal_(1978),PP,0.2,SE,new_TE_EEfix,112.77131485807598,4
34_1_Bay_of_Bengal_(1978),all,0.3,SC,SPPR_1995_TEmean,10.021486438912596,1
34_1_Bay_of_Bengal_(1978),all,0.3,SC,SPPR_1986,31.525487093651936,2
34_1_Bay_of_Bengal_(1978),all,0.3,SC,new_WithEgestion,36.5676198786057,3
34_1_Bay_of_Bengal_(1978),all,0.3,SC,Ulanowicz_TE,59.31300134089574,4
34_1_Bay_of_Bengal_(1978),all,0.3,SC,standard_fixed_baseline_TL,73.72967190616106,5
34_1_Bay_of_Bengal_(1978),all,0.3,SC,SPPR_1995_TE0.1,73.72967190616106,6
34_1_Bay_of_Bengal_(1978),all,0.3,SC,new_GE,132.93657663509214,7
34_1_Bay_of_Bengal_(1978),all,0.3,SC,new_TE_EEfix,223.4857321894861,8
34_1_Bay_of_Bengal_(1978),inner,0.3,SC,new_WithEgestion,36.55105449516563,1
34_1_Bay_of_Bengal_(1978),inner,0.3,SC,Ulanowicz_TE,59.28447140236551,2
34_1_Bay_of_Bengal_(1978),inner,0.3,SC,new_GE,132.90172175177406,3
34_1_Bay_of_Bengal_(1978),inner,0.3,SC,new_TE_EEfix,223.43125899590828,4
34_1_Bay_of_Bengal_(1978),PP,0.3,SC,new_WithEgestion,6.353220341169743,1
34_1_Bay_of_Bengal_(1978),PP,0.3,SC,new_GE,25.538246485514787,2
34_1_Bay_of_Bengal_(1978),PP,0.3,SC,Ulanowicz_TE,33.09638980847202,3
34_1_Bay_of_Bengal_(1978),PP,0.3,SC,new_TE_EEfix,112.77131485807598,4
34_1_Bay_of_Bengal_(1978),all,0.3,SM,SPPR_1995_TEmean,12.002602575776887,1
34_1_Bay_of_Bengal_(1978),all,0.3,SM,SPPR_1986,31.525487093651936,2
34_1_Bay_of_Bengal_(1978),all,0.3,SM,new_WithEgestion,38.128350903567636,3
34_1_Bay_of_Bengal_(1978),all,0.3,SM,Ulanowicz_TE,73.65847504680603,4
34_1_Bay_of_Bengal_(1978),all,0.3,SM,standard_fixed_baseline_TL,73.72967190616106,5
34_1_Bay_of_Bengal_(1978),all,0.3,SM,SPPR_1995_TE0.1,73.72967190616106,6
34_1_Bay_of_Bengal_(1978),all,0.3,SM,new_GE,156.72396567250604,7
34_1_Bay_of_Bengal_(1978),all,0.3,SM,new_TE_EEfix,319.5615630757079,8
34_1_Bay_of_Bengal_(1978),inner,0.3,SM,new_WithEgestion,38.11178552012756,1
34_1_Bay_of_Bengal_(1978),inner,0.3,SM,Ulanowicz_TE,73.62326010655569,2
34_1_Bay_of_Bengal_(1978),inner,0.3,SM,new_GE,156.68911078918794,3
34_1_Bay_of_Bengal_(1978),inner,0.3,SM,new_TE_EEfix,319.48373036387306,4
34_1_Bay_of_Bengal_(1978),PP,0.3,SM,new_WithEgestion,6.353220341169743,1
34_1_Bay_of_Bengal_(1978),PP,0.3,SM,new_GE,25.538246485514787,2
34_1_Bay_of_Bengal_(1978),PP,0.3,SM,Ulanowicz_TE,41.18385283795835,3
34_1_Bay_of_Bengal_(1978),PP,0.3,SM,new_TE_EEfix,161.21662281645365,4
34_1_Bay_of_Bengal_(1978),all,0.3,SE,SPPR_1995_TEmean,10.021486438912596,1
34_1_Bay_of_Bengal_(1978),all,0.3,SE,SPPR_1986,31.525487093651936,2
34_1_Bay_of_Bengal_(1978),all,0.3,SE,new_WithEgestion,36.5676198786057,3
34_1_Bay_of_Bengal_(1978),all,0.3,SE,Ulanowicz_TE,59.31300134089574,4
34_1_Bay_of_Bengal_(1978),all,0.3,SE,standard_fixed_baseline_TL,73.72967190616106,5
34_1_Bay_of_Bengal_(1978),all,0.3,SE,SPPR_1995_TE0.1,73.72967190616106,6
34_1_Bay_of_Bengal_(1978),all,0.3,SE,new_GE,132.93657663509214,7
34_1_Bay_of_Bengal_(1978),all,0.3,SE,new_TE_EEfix,223.4857321894861,8
34_1_Bay_of_Bengal_(1978),inner,0.3,SE,new_WithEgestion,36.55105449516563,1
34_1_Bay_of_Bengal_(1978),inner,0.3,SE,Ulanowicz_TE,59.28447140236551,2
34_1_Bay_of_Bengal_(1978),inner,0.3,SE,new_GE,132.90172175177406,3
34_1_Bay_of_Bengal_(1978),inner,0.3,SE,new_TE_EEfix,223.43125899590828,4
34_1_Bay_of_Bengal_(1978),PP,0.3,SE,new_WithEgestion,6.353220341169743,1
34_1_Bay_of_Bengal_(1978),PP,0.3,SE,new_GE,25.538246485514787,2
34_1_Bay_of_Bengal_(1978),PP,0.3,SE,Ulanowicz_TE,33.09638980847202,3
34_1_Bay_of_Bengal_(1978),PP,0.3,SE,new_TE_EEfix,112.77131485807598,4
34_1_Bay_of_Bengal_(1978),all,0.4,SC,SPPR_1995_TEmean,10.021486438912596,1
34_1_Bay_of_Bengal_(1978),all,0.4,SC,SPPR_1986,31.525487093651936,2
34_1_Bay_of_Bengal_(1978),all,0.4,SC,new_WithEgestion,36.5676198786057,3
34_1_Bay_of_Bengal_(1978),all,0.4,SC,Ulanowicz_TE,59.31300134089574,4
34_1_Bay_of_Bengal_(1978),all,0.4,SC,standard_fixed_baseline_TL,73.72967190616106,5
34_1_Bay_of_Bengal_(1978),all,0.4,SC,SPPR_1995_TE0.1,73.72967190616106,6
34_1_Bay_of_Bengal_(1978),all,0.4,SC,new_GE,132.93657663509214,7
34_1_Bay_of_Bengal_(1978),all,0.4,SC,new_TE_EEfix,223.4857321894861,8
34_1_Bay_of_Bengal_(1978),inner,0.4,SC,new_WithEgestion,36.55105449516563,1
34_1_Bay_of_Bengal_(1978),inner,0.4,SC,Ulanowicz_TE,59.28447140236551,2
34_1_Bay_of_Bengal_(1978),inner,0.4,SC,new_GE,132.90172175177406,3
34_1_Bay_of_Bengal_(1978),inner,0.4,SC,new_TE_EEfix,223.43125899590828,4
34_1_Bay_of_Bengal_(1978),PP,0.4,SC,new_WithEgestion,6.353220341169743,1
34_1_Bay_of_Bengal_(1978),PP,0.4,SC,new_GE,25.538246485514787,2
34_1_Bay_of_Bengal_(1978),PP,0.4,SC,Ulanowicz_TE,33.09638980847202,3
34_1_Bay_of_Bengal_(1978),PP,0.4,SC,new_TE_EEfix,112.77131485807598,4
34_1_Bay_of_Bengal_(1978),all,0.4,SM,SPPR_1995_TEmean,12.781259212009562,1
34_1_Bay_of_Bengal_(1978),all,0.4,SM,SPPR_1986,31.525487093651936,2
34_1_Bay_of_Bengal_(1978),all,0.4,SM,new_WithEgestion,38.678586693865945,3
34_1_Bay_of_Bengal_(1978),all,0.4,SM,standard_fixed_baseline_TL,73.72967190616106,4
34_1_Bay_of_Bengal_(1978),all,0.4,SM,SPPR_1995_TE0.1,73.72967190616106,5
34_1_Bay_of_Bengal_(1978),all,0.4,SM,Ulanowicz_TE,80.28685630505225,6
34_1_Bay_of_Bengal_(1978),all,0.4,SM,new_GE,166.6641163282427,7
34_1_Bay_of_Bengal_(1978),all,0.4,SM,new_TE_EEfix,372.9044110429365,8
34_1_Bay_of_Bengal_(1978),inner,0.4,SM,new_WithEgestion,38.66202131042587,1
34_1_Bay_of_Bengal_(1978),inner,0.4,SM,Ulanowicz_TE,80.24858129182176,2
34_1_Bay_of_Bengal_(1978),inner,0.4,SM,new_GE,166.62926144492462,3
34_1_Bay_of_Bengal_(1978),inner,0.4,SM,new_TE_EEfix,372.8136065760215,4
34_1_Bay_of_Bengal_(1978),PP,0.4,SM,new_WithEgestion,6.353220341169743,1
34_1_Bay_of_Bengal_(1978),PP,0.4,SM,new_GE,25.538246485514787,2
34_1_Bay_of_Bengal_(1978),PP,0.4,SM,Ulanowicz_TE,44.92582683451038,3
34_1_Bay_of_Bengal_(1978),PP,0.4,SM,new_TE_EEfix,188.11340158137193,4
34_1_Bay_of_Bengal_(1978),all,0.4,SE,SPPR_1995_TEmean,10.021486438912596,1
34_1_Bay_of_Bengal_(1978),all,0.4,SE,SPPR_1986,31.525487093651936,2
34_1_Bay_of_Bengal_(1978),all,0.4,SE,new_WithEgestion,36.5676198786057,3
34_1_Bay_of_Bengal_(1978),all,0.4,SE,Ulanowicz_TE,59.31300134089574,4
34_1_Bay_of_Bengal_(1978),all,0.4,SE,standard_fixed_baseline_TL,73.72967190616106,5
34_1_Bay_of_Bengal_(1978),all,0.4,SE,SPPR_1995_TE0.1,73.72967190616106,6
