unit_id,model_id,year,method,scope,unidentified_treatment,status,npp_tC_yr,discard_fraction_catch,catch_tonnes,catch_covered_tonnes,catch_ppr_tC_yr,catch_ppr_npp_percent,landings_tonnes,landings_covered_tonnes,landings_ppr_tC_yr,landings_ppr_npp_percent,discards_tonnes,discards_covered_tonnes,discards_ppr_tC_yr,discards_ppr_npp_percent,discard_share_ppr_percent
LME_034,34_1_Bay_of_Bengal_(1978),2019,MC_new_GE,all,method,ok,1061393189.7977166,0.03666441624316539,6697725.785375867,6697725.785375867,1219741474.976014,114.91890909988558,6452157.579298264,6452157.579298264,1172562827.8690498,110.47393549722325,245568.2060776026,245568.2060776026,47178647.10696414,4.444973602662325,3.8679218567928015
LME_034,34_1_Bay_of_Bengal_(1978),2019,MC_new_TE_EEfix,all,method,ok,1061393189.7977166,0.03666441624316539,6697725.785375867,6697725.785375867,1485054737.2504666,139.9156082331273,6452157.579298264,6452157.579298264,1426208006.9737985,134.37131693351165,245568.2060776026,245568.2060776026,58846730.27666792,5.544291299615659,3.96259671785707
LME_034,34_1_Bay_of_Bengal_(1978),2019,simple trophic chain,all,method,ok,1061393189.7977166,0.03666441624316539,6697725.785375867,6697725.785375867,391717983.7340996,36.90602007807817,6452157.579298264,6452157.579298264,379324412.0465857,35.738349905832585,245568.2060776026,245568.2060776026,12393571.687513955,1.1676701722455896,3.1639016338669763
LME_052,52_1_Sea_of_Okhotsk_NE_(1980),2019,SPPR_1986,all,method,returned zero for every mapped group - check the method upstream,295938134.0506517,0.27028904180995994,4800852.125625119,,,,3503234.4047185956,,,,1297617.7209065228,,,,
LME_052,52_1_Sea_of_Okhotsk_NE_(1980),2019,SPPR_1995_TE0.1,all,method,ok,295938134.0506517,0.27028904180995994,4800852.125625119,4707352.325536279,251553708.12013558,85.00212685570307,3503234.4047185956,3419273.8862707997,181940198.5888847,61.47913285070063,1297617.7209065228,1288078.4392654789,69613509.53125088,23.522994005002435,27.6734181545061
LME_052,52_1_Sea_of_Okhotsk_NE_(1980),2019,SPPR_1995_TEmean,all,method,ok,295938134.0506517,0.27028904180995994,4800852.125625119,4707352.325536279,44757582.92676457,15.123966051331534,3503234.4047185956,3419273.8862707997,32292084.017618794,10.911768475262399,1297617.7209065228,1288078.4392654789,12465498.909145772,4.212197576069133,27.851144083322545
LME_052,52_1_Sea_of_Okhotsk_NE_(1980),2019,Ulanowicz_globalTEmean,all,method,ok,295938134.0506517,0.27028904180995994,4800852.125625119,4707352.325536279,72484866.5493938,24.49324984153193,3503234.4047185956,3419273.8862707997,52029027.17352279,17.58104860004885,1297617.7209065228,1288078.4392654789,20455839.375871006,6.912201241483079,28.22084160413217
LME_052,52_1_Sea_of_Okhotsk_NE_(1980),2019,Ulanowicz_TE,all,method,ok,295938134.0506517,0.27028904180995994,4800852.125625119,4707352.325536279,574218955.2370358,194.03344455052707,3503234.4047185956,3419273.8862707997,418684135.1880092,141.47691257536573,1297617.7209065228,1288078.4392654789,155534820.0490266,52.55653197516134,27.086326327354055
LME_052,52_1_Sea_of_Okhotsk_NE_(1980),2019,EwE_TE_noEE,all,method,ok,295938134.0506517,0.27028904180995994,4800852.125625119,4707352.325536279,643954174.8804235,217.59756543244495,3503234.4047185956,3419273.8862707997,473854839.22694534,160.11956037603522,1297617.7209065228,1288078.4392654789,170099335.65347812,57.4780050564097,26.41481991867884
LME_052,52_1_Sea_of_Okhotsk_NE_(1980),2019,EwE_TE_EE,all,method,ok,295938134.0506517,0.27028904180995994,4800852.125625119,4707352.325536279,408188640.1856804,137.93039599141903,3503234.4047185956,3419273.8862707997,286375511.00720114,96.76870874579012,1297617.7209065228,1288078.4392654789,121813129.17847922,41.16168724562889,29.842361395228398
