commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,16442.7546809864,3.11,128.82495516931337,2118237.1346380906
Cod-likes,1184.4162503844998,4.159211368638668,1442.8173916381372,1708896.364993587
Crustaceans,9544.5613152254,3.31485194484741,206.46761679189345,1970642.8280786886
Flatfishes,982.8729502663,3.3514404561361077,224.61587956970564,220768.87222933653
Herring-likes,16816.7082089033,3.100509534290573,126.0403307874058,2119583.4654054544
Molluscs,0.077416208,2.3066145321920186,20.258838026982986,1.5683624185352245
Other fishes & inverts,22111.9650859973,3.7235370044544265,529.0990776548132,11699420.332136603
Perch-likes,33533.736161906905,3.365794768407048,232.16394157199437,7785324.362983629
"Salmon, smelts, etc",0.009114748,3.35,223.872113856834,2.04053790203235
Scorpionfishes,827.5097966296001,3.8643260068556007,731.6881253157524,605479.0917763317
Sharks & rays,616.5828886247999,3.8801760172499224,758.8850848085135,467915.5577255095
Tuna & billfishes,6455.570643023299,4.407704552891124,2556.8458930365928,16505899.28582172
