unit_id,year,match_method,tl_source,match_confidence,taxa_count,catch_tonnes
HS_051,1952,exact_2020_supplement,2020 supplement MeanTL,high,10,1739.4747758675
HS_051,1952,exact_sea_around_us,Sea Around Us exploited organisms,high,2,854.7437387095999
HS_051,1953,exact_2020_supplement,2020 supplement MeanTL,high,10,5199.3068794174
HS_051,1953,exact_sea_around_us,Sea Around Us exploited organisms,high,2,3694.7142428233
HS_051,1954,exact_2020_supplement,2020 supplement MeanTL,high,10,12468.3373117423
HS_051,1954,exact_sea_around_us,Sea Around Us exploited organisms,high,4,5106.4633016941
HS_051,1955,exact_2020_supplement,2020 supplement MeanTL,high,10,9604.47394916
HS_051,1955,exact_sea_around_us,Sea Around Us exploited organisms,high,4,4341.084068312901
HS_051,1956,exact_2020_supplement,2020 supplement MeanTL,high,10,15492.9432211024
HS_051,1956,exact_sea_around_us,Sea Around Us exploited organisms,high,4,12066.8533713675
HS_051,1957,exact_2020_supplement,2020 supplement MeanTL,high,10,20772.5259683941
HS_051,1957,exact_sea_around_us,Sea Around Us exploited organisms,high,4,15853.771146366302
HS_051,1958,exact_2020_supplement,2020 supplement MeanTL,high,10,9718.374475843
HS_051,1958,exact_sea_around_us,Sea Around Us exploited organisms,high,4,8065.1935350923995
HS_051,1959,exact_2020_supplement,2020 supplement MeanTL,high,10,21669.6243249878
HS_051,1959,exact_sea_around_us,Sea Around Us exploited organisms,high,4,29475.0445181435
HS_051,1960,exact_2020_supplement,2020 supplement MeanTL,high,10,18430.6032981966
HS_051,1960,exact_sea_around_us,Sea Around Us exploited organisms,high,4,39461.5926260495
HS_051,1961,exact_2020_supplement,2020 supplement MeanTL,high,10,15561.8985296937
HS_051,1961,exact_sea_around_us,Sea Around Us exploited organisms,high,4,36504.65733054661
HS_051,1962,exact_2020_supplement,2020 supplement MeanTL,high,10,26770.325155912502
HS_051,1962,exact_sea_around_us,Sea Around Us exploited organisms,high,4,29281.543182469
HS_051,1963,exact_2020_supplement,2020 supplement MeanTL,high,10,11672.9992001956
