commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cod-likes,178685.88119714794,4.431326458589486,2699.7680819907405,482410438.75844944
Crustaceans,4940.7829048258,2.7333120575458705,54.114301567357494,267367.0160905879
Flatfishes,1744.1310341793,3.5747846248444746,375.6510653531689,655184.6811049783
Herring-likes,430.4141602298,2.8405306116609315,69.26767516984502,29813.788239299414
Molluscs,4651.5542577126,2.0837896634611974,12.128013269576737,56414.11176169458
Other fishes & inverts,68173.86640999098,3.6740758984782547,472.1455474867236,32187987.480431948
Perch-likes,135109.09544216798,3.6702864170866945,468.0437142198953,63236962.85564263
"Salmon, smelts, etc",53.5137165605,3.4,251.18864315095797,13442.037852796944
Scorpionfishes,4646.585393527099,3.678091057377281,476.53088930520016,2214241.469810022
Sharks & rays,25831.5340325295,4.0545931631543155,1133.948062121684,29291617.957817156
Tuna & billfishes,6860.4186178615,4.357214532525149,2276.2215596484502,15615832.766189968
