commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,1,1,72.353545035,72.353545035,0.0,1.0,128.82495516931337,9320.94219547477,3.11,128.82495516931337,9320.94219547477,0.0,1.0,0.0
Cod-likes,3,3,615.7526449077001,615.7526449077001,0.0,1.0,2825.6638937546386,1739910.016199609,4.440284568213374,2756.0339824943235,1697035.2141763817,42874.80202322733,1.0252645329130874,0.025264532913087286
Crustaceans,15,15,1613.4915065321,1613.4915065321,0.0,1.0,296.88571096990796,479022.5730606904,3.365745244618433,232.13746879161874,374551.8342431373,104470.73881755315,1.2789219789262514,0.2789219789262514
Flatfishes,11,11,2650.9198149613,2650.9198149613,0.0,1.0,245.84370987544852,651711.9618924235,3.365951590046025,232.24778998723636,615670.2684581354,36041.69343428803,1.0585405780996209,0.05854057809962088
Herring-likes,5,5,2579.7100449045,2579.7100449045,0.0,1.0,183.58177933933894,473587.7602231341,3.0302148214773923,107.20494577243988,276557.6754726054,197030.08475052868,1.7124375934019074,0.7124375934019074
Molluscs,5,5,1327.1882568627,1327.1882568627,0.0,1.0,79.32902491134,105284.55029069903,2.7011388831652194,50.25032595017397,66691.6425045939,38592.907786105134,1.578676822713532,0.5786768227135319
Other fishes & inverts,36,36,98958.84677925767,98958.84677925767,0.0,1.0,218.01971983616352,21574980.05012359,3.2993638660977345,199.23418889962647,19715985.572507817,1858994.4776157737,1.0942886913149286,0.09428869131492851
Perch-likes,100,100,53126.48544101731,53126.48544101731,0.0,1.0,604.0392403306654,32090481.907230247,3.59938312576088,397.54209837861316,21120014.501702864,10970467.405527383,1.5194346530700942,0.5194346530700941
Scorpionfishes,6,6,729.4440354391,729.4440354391,0.0,1.0,610.9029476943895,445619.5114278369,3.7773848295627617,598.9420842582421,436894.73093563755,8724.780492199352,1.019969983326452,0.019969983326451855
Sharks & rays,39,39,4687.1613853849985,4687.1613853849985,0.0,1.0,1346.2596368783752,6310136.18467875,3.968189346876269,929.371492625861,4356114.172913555,1954022.011765195,1.4485699718146419,0.4485699718146418
Tuna & billfishes,18,18,12681.739199904403,12681.739199904403,0.0,1.0,2555.6893288788838,32410585.544820715,4.400700294674244,2515.940085788983,31906496.010560993,504089.53425972164,1.015798962508853,0.015798962508853022
