commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,2,2,162917.7874635183,162917.7874635183,0.0,1.0,557.3078710165831,90795365.28202556,3.110618002056947,557.1566648982545,90770731.11577651,24634.16624905169,1.0002713888711288,0.00027138887112885797
Cod-likes,21,21,33520.18702212189,33520.18702212189,0.0,1.0,19844.28993297249,665184309.8744485,4.2265438324163345,15769.949707170643,528611663.5138163,136572646.36063224,1.2583610158217076,0.25836101582170756
Crustaceans,51,51,76859.69305503018,76859.69305503018,0.0,1.0,1110.3918829971374,85344379.29795696,3.2527185132693632,852.8140713348635,65547027.75580821,19797351.542148747,1.302032788060241,0.30203278806024086
Flatfishes,25,25,14487.512709259901,14487.512709259901,0.0,1.0,6934.800541882415,100468010.98670393,3.572205374580053,2220.835276635543,32174379.295430157,68293631.69127378,3.122609143884052,2.122609143884052
Herring-likes,10,10,254721.02536577111,254721.02536577111,0.0,1.0,513.4076860441254,130775732.21982752,3.015983309592709,419.6186251863543,106885686.47004335,23890045.74978417,1.223510242940525,0.22351024294052496
Molluscs,36,36,65085.24309026881,65085.24309026881,0.0,1.0,139.9300241808274,9107379.639436344,2.4906221896898115,86.9649358606725,5660133.990821505,3447245.6486148387,1.6090395835513622,0.6090395835513621
Other fishes & inverts,86,86,276436.8940301527,276436.8940301527,0.0,1.0,3874.0977739636996,1070943555.8036537,3.485736636277754,1714.0280510309065,473820590.70753986,597122965.0961139,2.2602300887862445,1.2602300887862448
Perch-likes,139,139,404014.8436488525,404014.8436488525,0.0,1.0,5891.43259580487,2380226219.0618577,3.5161024941373666,1877.2616883148994,758441587.492525,1621784631.5693326,3.1383118467054216,2.1383118467054216
"Salmon, smelts, etc",3,3,519.7187743258,519.7187743258,0.0,1.0,2019.911915810158,1049786.145130934,3.5170087267003316,1882.3650591779665,978300.4613896848,71485.68374124914,1.0730712971756173,0.07307129717561726
Scorpionfishes,20,20,18986.876146204402,18986.876146204402,0.0,1.0,5975.832752804508,113462396.34793091,3.8647060690238453,5334.190536436716,101279615.05557954,12182781.292351365,1.1202885821166064,0.1202885821166064
Sharks & rays,70,70,67479.37981520522,67479.37981520522,0.0,1.0,18971.493363277987,1280184606.3222804,4.225408426687299,15716.401368847968,1060533017.2967032,219651589.0255772,1.2071143334938017,0.20711433349380173
Tuna & billfishes,19,19,112712.46580314249,112712.46580314249,0.0,1.0,30694.19036521891,3459617881.894882,4.436628424931948,29590.797147210465,3335251711.542686,124366170.35219622,1.0372883911345545,0.03728839113455456
