system,layer,region_id,title,month,days,npp_central_tC,npp_observed_tC,rate_central_gC_m2_d,anomaly_factor,area_obs_pct,area_dark_pct,area_clim_pct,area_nn_near_pct,area_nn_far_pct
LME,lme,1,Fixed atlas LME + high-seas union,1,31,3549134991.65617,3496164557.3153076,0.39848926250228933,0.9783219854093099,91.91488771629008,2.1824401738033368,0.849351456132546,0.8369169934612435,4.216403660312797
LME,lme,1,Fixed atlas LME + high-seas union,2,28,3241973898.07213,3201527190.1440344,0.4030020746776157,0.9648507276438667,94.14337138399945,0.06530044381777712,0.9059463944606653,0.7045677389434152,4.180814038778678
LME,lme,1,Fixed atlas LME + high-seas union,3,31,3559420277.723457,3506202940.0594034,0.39964407235580907,0.9744908519205224,94.96296478285228,0.0,1.062769220940098,0.9461675606745676,3.0280984355330576
LME,lme,1,Fixed atlas LME + high-seas union,4,30,3325575793.271509,3258364618.3394413,0.3858347991784952,0.9943546818051366,92.79293432920535,0.0,0.8544668278799439,1.9012077760677828,4.451391066846914
LME,lme,1,Fixed atlas LME + high-seas union,5,31,3354113360.423988,3250660552.16446,0.3765926521509304,0.9975192721442309,85.67149461051798,0.14159501201873004,0.8988298842113329,2.6891418987015183,10.598938594550438
LME,lme,1,Fixed atlas LME + high-seas union,6,30,3274000800.4909477,3151754050.213566,0.37985104532021885,1.006641336137433,80.86799030038715,1.4174134285397524,1.0199691265688584,2.7220942965328603,13.972532847971376
LME,lme,1,Fixed atlas LME + high-seas union,7,31,3555510041.0778785,3444989165.2140107,0.3992050393754601,1.0031116310023342,85.30677426207328,0.5450615782097566,1.1751105354253133,2.1334665320873336,10.839587092204301
LME,lme,1,Fixed atlas LME + high-seas union,8,31,3739665975.678641,3684369362.60642,0.4198816726210593,0.9992001385166486,92.40642884506322,0.0,1.416960462715568,1.36333546096486,4.813275231256365
LME,lme,1,Fixed atlas LME + high-seas union,9,30,3588051073.7304873,3543406576.1687627,0.41628729926363295,0.9815148361235893,93.4577399918729,0.0,1.379270603505618,1.651157461594127,3.5118319430273437
LME,lme,1,Fixed atlas LME + high-seas union,10,31,3541918182.6732364,3505351932.6114163,0.39767897467218755,0.999641851667359,91.35170249374332,0.0,0.8177123338042515,1.5785733380742557,6.252011834378182
LME,lme,1,Fixed atlas LME + high-seas union,11,30,3273914909.3151445,3204289114.1614146,0.3798410801879585,0.999418314367584,89.50457869816834,1.1429996939476608,1.0971777303180699,2.2606803971276705,5.994563480438248
LME,lme,1,Fixed atlas LME + high-seas union,12,31,3492224507.5279565,3415647429.95821,0.3920994754406311,1.018402931778372,89.15613002453725,3.18274128781668,1.309328671415452,1.5732805528473894,4.778519463383226
