functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cephalopods,10.3424559853,3.8110923904458534,647.2803014836986,6694.468028246868
Large bathydemersals (>=90 cm),0.0590367644,3.6700000000000004,467.7351412871986,27.613569337773054
Large bathypelagics (>=90 cm),1.2383843769,4.34,2187.761623949552,2709.289815480498
Large benthopelagics (>=90 cm),174.33026678829998,4.149999430657213,1412.535692843447,246247.72418139424
Large demersals (>=90 cm),0.0053589353,3.89,776.247116628692,4.159858074824714
Large pelagics (>=90 cm),2002.2772957,3.917547933303992,827.0807888600082,1656045.0852440398
Large rays (>=90 cm),2.9927225967,3.439153546032367,274.88658505517225,822.6592946243105
Large reef assoc. fish (>=90 cm),100.3690182655,3.8464951007272834,702.2554215530593,70484.6872329054
Large sharks (>=90 cm),1316.0477503833,4.2577944993702,1810.4832005971302,2382682.34325261
"Lobsters, crabs",174.2302191255,3.164253119228004,145.96647467114704,25431.770866930696
Medium benthopelagics (30 - 89 cm),12.6233422199,3.3100000000000005,204.17379446695315,2577.355679891875
Medium demersals (30 - 89 cm),5987.9251397284,3.476286955777393,299.4242399151118,1792929.9336317657
Medium pelagics (30 - 89 cm),5434.008097151701,4.171056100839918,1482.7096046916167,8057055.997618843
Medium reef assoc. fish (30 - 89 cm),2907.4176766909,3.9983178871328677,996.1342831827886,2896178.423283458
Other demersal invertebrates,50.514647109500004,2.43,26.915348039269166,1359.6193080330547
Shrimps,562.8919199047,3.3070268598165966,202.78081295194733,114143.68112235748
Small benthopelagics (<30 cm),138.3279808818,3.074111277668059,118.60726122330706,16406.702962940275
Small pelagics (<30 cm),611.5705145834,3.1639069091528516,145.85015975374137,89197.65725266672
Small reef assoc. fish (<30 cm),25.3290992765,3.4581124370536402,287.1523911518452,7273.311422969447
Small to medium flatfishes (<90 cm),10.7176327978,3.426447592291852,266.96085974590255,2861.188466141571
