commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,2,2,76885.2102479088,76885.2102479088,0.0,1.0,150.6395685073281,11581954.896340184,2.591333689296697,117.59066946347463,9040983.344891597,2540971.5514485873,1.2810503519934373,0.2810503519934373
Cod-likes,3,3,6626.2595020799,6626.2595020799,0.0,1.0,22627.223961115647,149933857.77803254,4.344739735986203,22470.18894097913,148893302.98369363,1040554.7943389118,1.0069885936673248,0.006988593667324784
Crustaceans,20,20,47327.6951262869,47327.6951262869,0.0,1.0,1800.3990048641867,85208735.20788255,3.1169444318544723,567.8167570404843,26873458.364808958,58335276.84307359,3.1707394727975977,2.1707394727975977
Flatfishes,4,4,14274.9401417047,14274.9401417047,0.0,1.0,6286.679431857923,89741972.57985796,3.8015535776013145,4414.741092004444,63020164.82948748,26721807.75037048,1.4240199596854624,0.42401995968546247
Herring-likes,3,3,106018.7635782452,106018.7635782452,0.0,1.0,265.45731461780275,28143456.278580684,2.8621837437805966,264.7018082507764,28063358.42767306,80097.85090762377,1.0028541790931422,0.0028541790931423195
Molluscs,10,10,14808.3444128788,14808.3444128788,0.0,1.0,154.76479142357292,2291810.3343876186,2.329123562476733,53.608002196948796,793845.7598187812,1497964.5745688374,2.8869718154201545,1.8869718154201545
Other fishes & inverts,16,16,231851.68023806822,231851.68023806822,0.0,1.0,1847.182598678838,428272389.21020985,3.3836114475268566,1262.2634041941433,292657891.16543597,135614498.04477388,1.4633891726094364,0.46338917260943646
Perch-likes,46,46,130501.49345998281,130501.49345998281,0.0,1.0,6447.426636822502,841398805.0790107,3.665284781908793,2935.049622799914,383028359.154548,458370445.92446274,2.196701066563886,1.196701066563886
Scorpionfishes,3,3,20798.2685250309,20798.2685250309,0.0,1.0,2548.432177599157,53002976.74753651,3.6140678524917194,2517.5649683916376,52360992.24182021,641984.5057163015,1.0122607398796304,0.012260739879630372
Sharks & rays,10,10,9302.7208807609,9302.7208807609,0.0,1.0,11015.755913364197,102476502.55261849,3.990970525551864,7786.501469383296,72435649.80730742,30040852.745311067,1.414724694611361,0.4147246946113611
Tuna & billfishes,12,12,6482.4791148055,6482.4791148055,0.0,1.0,24122.89463249184,156376160.64378205,4.289238730985265,19028.22385211574,123350063.71318415,33026096.9305979,1.2677428445224868,0.26774284452248676
