commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cod-likes,23,23,443163.1875443222,443163.1875443222,0.0,1.0,10840.705638551559,4804201666.010216,4.091543986902294,10524.257362460527,4663963439.284808,140238226.7254076,1.030068466134227,0.030068466134226885
Crustaceans,16,16,33024.9405126183,33024.9405126183,0.0,1.0,1835.654217712016,60622371.341676205,3.4136305499263613,1381.0383667029262,45608709.90600767,15013661.435668536,1.3291840849392433,0.3291840849392433
Flatfishes,14,14,29061.50834417379,29061.50834417379,0.0,1.0,12879.387443169535,374294425.6475186,3.8660578961799983,5355.836273061845,155648680.53961545,218645745.10790312,2.404738828173065,1.4047388281730648
Herring-likes,4,4,30546.684731365993,30546.684731365993,0.0,1.0,1246.8457046994054,38087002.650110595,3.3793301668776308,1246.1775315228672,38066592.17474093,20410.475369662046,1.0005361781605238,0.000536178160523794
Molluscs,18,18,72.16306530700001,72.16306530700001,0.0,1.0,189.5777536255477,13680.511815634756,2.4696767639661537,81.67582949703656,5893.9782179980475,7786.533597636709,2.3210998258967925,1.3210998258967925
Other fishes & inverts,20,20,59341.531840947406,59341.531840947406,0.0,1.0,999.0077661581568,59282651.164828,3.277990776918862,919.886680672117,54587484.75116785,4695166.413660154,1.0860117742200919,0.08601177422009182
Perch-likes,15,15,63838.71648667149,63838.71648667149,0.0,1.0,2690.1935555761343,171738503.68869555,3.627961984236241,2624.565217423202,167548874.81585908,4189628.8728364706,1.025005413360376,0.025005413360376132
"Salmon, smelts, etc",9,9,461.4460984356,461.4460984356,0.0,1.0,15585.915394980979,7192059.849561326,3.733190314677452,3597.183421996926,1659906.255437702,5532153.594123624,4.33281085964993,3.33281085964993
Scorpionfishes,7,7,15613.050026949199,15613.050026949199,0.0,1.0,3970.608566044534,61993310.179086335,3.73415350673782,3607.577960134112,56325295.16769323,5668015.0113931075,1.1006300099186013,0.10063000991860116
Sharks & rays,12,12,445.7893123734,445.7893123734,0.0,1.0,5328.708465134144,2375481.2825104655,3.838669195502836,4933.938946183926,2199497.2501116702,175984.03239879524,1.0800110263333407,0.08001102633334067
