commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cod-likes,11,11,36494.180468461804,36494.180468461804,0.0,1.0,1226.8220764082885,44771866.25913712,4.087992000070825,1224.5936414084836,44690541.350092,81324.90904511511,1.0018197342566975,0.001819734256697423
Crustaceans,4,4,991.5554287606999,991.5554287606999,0.0,1.0,114.8714477023306,113901.40757884673,3.0549785641321523,113.49547952934326,112537.0588671192,1364.3487117275363,1.012123550459396,0.012123550459395989
Flatfishes,7,7,7446.7601847677,7446.7601847677,0.0,1.0,2318.8804437611593,17268146.561837055,4.340069594008816,2188.1122323682325,16294347.051802924,973799.5100341309,1.0597630274437038,0.059763027443703716
Herring-likes,2,2,171.6707849823,171.6707849823,0.0,1.0,239.77078758931245,41161.63932128158,3.3797403909517825,239.73993925527216,41156.343563561495,5.29575772008684,1.0001286741547366,0.0001286741547365139
Molluscs,4,4,15.614821926900001,15.614821926900001,0.0,1.0,359.9311784476991,5620.261257400089,3.1840236693911805,152.76493140596213,2385.397200579192,3234.8640568208966,2.3561112824461468,1.3561112824461468
Other fishes & inverts,8,8,32942.1627605002,32942.1627605002,0.0,1.0,190.7676527881125,6284299.067584592,3.2799712594665524,190.53346234634367,6276584.327934889,7714.739649702795,1.0012291302476997,0.0012291302476997207
Perch-likes,8,8,304.30787965790006,304.30787965790006,0.0,1.0,397.9665143224182,121104.3461483004,3.5788916252842506,379.2203417610467,115399.73812444834,5704.608023852066,1.0494334572726687,0.04943345727266863
"Salmon, smelts, etc",5,5,36.434822630300005,36.434822630300005,0.0,1.0,2534.1699403770835,92332.03229267697,4.226722966699646,1685.4775285076048,61410.074798531,30921.957494145972,1.5035323209683773,0.5035323209683773
Scorpionfishes,6,6,8432.802223788201,8432.802223788201,0.0,1.0,858.0761361083934,7235986.348754447,3.8974046333511767,789.5954432370964,6658502.209622817,577484.1391316298,1.0867288349468525,0.08672883494685248
Sharks & rays,9,9,258.3341982442,258.3341982442,0.0,1.0,1336.9149922256506,345370.86263726436,4.117510165506271,1310.7207219725112,338603.9868328277,6766.875804436684,1.019984631213978,0.019984631213977883
