functional_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cephalopods,1,1,19.6936668453,19.6936668453,0.0,1.0,645.6542290346556,12715.29928386753,3.81,645.6542290346556,12715.29928386753,0.0,1.0,0.0
Large bathydemersals (>=90 cm),2,2,0.9883836954,0.9883836954,0.0,1.0,2061.591852329535,2037.6437734119968,4.283156555459707,1919.360511407033,1897.0646350693173,140.57913834267947,1.0741035048273633,0.07410350482736336
Large bathypelagics (>=90 cm),1,1,59.4047536078,59.4047536078,0.0,1.0,346.73685045253166,20597.817167877238,3.54,346.73685045253166,20597.817167877238,0.0,1.0,0.0
Large benthopelagics (>=90 cm),5,5,35792.5353900097,35792.5353900097,0.0,1.0,1230.0784098102913,44027625.015621714,4.089420348093844,1228.6278290678235,43975705.05306087,51919.9625608474,1.0011806510548995,0.0011806510548995413
Large demersals (>=90 cm),6,6,204.8894684317,204.8894684317,0.0,1.0,915.8601649322529,187650.1023507384,3.8147876204790436,652.8112355741392,133754.1470430267,53895.9553077117,1.4029479197409422,0.4029479197409422
Large flatfishes (>=90 cm),2,2,270.2104224354,270.2104224354,0.0,1.0,207.90139764927204,56177.124483719876,3.283457786068275,192.06922591436887,51899.10667116189,4278.017812557984,1.0824295076919908,0.08242950769199069
Large rays (>=90 cm),3,3,3.0012971168999996,3.0012971168999996,0.0,1.0,633.1557825321029,1900.2886246621636,3.7971725273775077,626.8628421002716,1881.4016406872847,18.88698397487883,1.0100387836209068,0.010038783620906872
Large reef assoc. fish (>=90 cm),1,1,94.7742200645,94.7742200645,0.0,1.0,616.5950018614822,58437.3103970909,3.7899999999999996,616.5950018614816,58437.31039709084,5.820766091346741e-11,1.0000000000000009,9.960701565136566e-16
Large sharks (>=90 cm),6,6,255.3329011273,255.3329011273,0.0,1.0,1345.187292731068,343470.57401260216,4.121275557375105,1322.134254762461,337584.37494827993,5886.199064322223,1.0174362307651947,0.017436230765194707
"Lobsters, crabs",1,1,14.6554642644,14.6554642644,0.0,1.0,39.810717055349734,583.4445411448177,2.6,39.810717055349734,583.4445411448177,0.0,1.0,0.0
Medium bathydemersals (30 - 89 cm),2,2,1.8564794302000003,1.8564794302000003,0.0,1.0,824.6071807782763,1530.866269110083,3.582372222076021,382.27176528671333,709.6796690010258,821.1866001090573,2.15712290485226,1.15712290485226
Medium bathypelagics (30 - 89 cm),1,1,3016.3923402471,3016.3923402471,0.0,1.0,446.683592150963,1347372.9658782245,3.65,446.683592150963,1347372.9658782245,0.0,1.0,0.0
Medium benthopelagics (30 - 89 cm),6,6,5446.623828442399,5446.623828442399,0.0,1.0,1099.8280682493755,5990349.763716822,4.041012672554171,1099.037908488915,5986046.0607372215,4303.702979600057,1.0007189558743672,0.0007189558743672659
Medium demersals (30 - 89 cm),8,8,33553.5030981065,33553.5030981065,0.0,1.0,204.3298297421362,6855981.575288341,3.2922577039234304,196.000736789754,6576511.329106167,279470.2461821744,1.0424952124609443,0.042495212460944405
Medium pelagics (30 - 89 cm),2,2,171.4700192143,171.4700192143,0.0,1.0,239.89261802912773,41134.391822823265,3.3800070833875306,239.8872044549436,41133.4635571539,0.9282656693685567,1.0000225671652492,2.256716524925637e-05
Other demersal invertebrates,5,5,28.7398449498,28.7398449498,0.0,1.0,210.33442204317575,6044.978677126666,2.876207945465351,75.1982866348731,2161.1870983768704,3883.791578749796,2.7970640217437275,1.7970640217437277
Shrimps,3,3,976.8999644962998,976.8999644962998,0.0,1.0,115.99750962846015,113317.96303770192,3.061804157672986,115.29332326901475,112630.04340816093,687.9196295409929,1.0061077809146182,0.006107780914618273
Small bathypelagics (<30 cm),1,1,0.0022309099,0.0022309099,0.0,1.0,102.32929922807536,0.22828744670797566,3.01,102.32929922807536,0.22828744670797566,0.0,1.0,0.0
Small pelagics (<30 cm),3,3,6.300037992999999,6.300037992999999,0.0,1.0,141.58580665687734,891.9959612078794,3.150947595507779,141.56229523710468,891.8478383700423,0.14812283783714975,1.0001660853247207,0.00016608532472070774
Small to medium flatfishes (<90 cm),5,5,7176.5497623323,7176.5497623323,0.0,1.0,2398.362724061936,17211969.437353335,4.379852990268728,2398.0210456997092,17209517.3655841,2452.071769233793,1.0001424834710435,0.00014248347104361508
