commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cod-likes,4,4,271904.6345030085,271904.6345030085,0.0,1.0,497.1515854521037,135177820.13494545,3.6415103063886156,438.0365062388709,119104156.127855,16073664.00709045,1.1349546861306488,0.13495468613064868
Crustaceans,12,12,35246.880677885,35246.880677885,0.0,1.0,94.8498551779494,3343161.527771855,2.662621330940856,45.98554426161638,1620846.9914967918,1722314.536275063,2.0626015566617855,1.0626015566617857
Flatfishes,5,5,24676.2482151331,24676.2482151331,0.0,1.0,528.2678265253086,13035668.011407387,3.6357089795205257,432.22410085349907,10665669.197223665,2369998.8141837213,1.2222081681288828,0.22220816812888267
Herring-likes,2,2,61033.7583750854,61033.7583750854,0.0,1.0,134.3532375398449,8200083.036917348,3.1167277259518733,130.8361409355323,7985421.4125879,214661.62432944868,1.0268816901749311,0.026881690174931114
Molluscs,5,5,1532.7958462053002,1532.7958462053002,0.0,1.0,106.53715199660675,163299.70404694154,2.9786090855046687,95.1938924826803,145912.80298156632,17386.90106537522,1.1191595302817379,0.11915953028173798
Other fishes & inverts,12,12,162277.8940945458,162277.8940945458,0.0,1.0,389.17705843608917,63154833.47291854,3.421514408470513,263.9455889426977,42832534.32916562,20322299.143752918,1.4744594141354603,0.47445941413546044
Perch-likes,5,5,3629.0430120916003,3629.0430120916003,0.0,1.0,90.36688765829669,327945.3221808083,2.8809935904598714,76.03150557388437,275921.6040017086,52023.71817909967,1.1885452875910996,0.18854528759109968
"Salmon, smelts, etc",12,12,137570.5777422875,137570.5777422875,0.0,1.0,2073.101904888471,285197826.7741437,4.177659651085678,1505.4268273674356,207102438.38967705,78095388.38446665,1.3770857986593328,0.37708579865933284
Scorpionfishes,4,4,4586.616250962499,4586.616250962499,0.0,1.0,250.49903326170173,1148942.9368085167,3.395585892631976,248.6485280462049,1140455.379514628,8487.557293888647,1.0074422528459648,0.007442252845964835
Sharks & rays,2,2,3229.0733603991,3229.0733603991,0.0,1.0,525.3058523370458,1696251.1338432978,3.720275395782125,525.1403578606314,1695716.740038215,534.3938050828874,1.0003151433210895,0.00031514332108960856
