functional_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cephalopods,5,5,29423.1921881003,29423.1921881003,0.0,1.0,1283.7062391783277,37770735.38840739,4.0983166425123,1254.0551687255884,36898306.243893534,872429.1445138529,1.023644151543087,0.023644151543087025
Jellyfish,1,1,90.2704306015,90.2704306015,0.0,1.0,288.40315031266056,26034.276565553,3.46,288.40315031266056,26034.276565553,0.0,1.0,0.0
Large bathydemersals (>=90 cm),1,1,18.5198210184,18.5198210184,0.0,1.0,691.8309709189363,12812.585756404595,3.8400000000000003,691.8309709189369,12812.585756404605,-1.0913936421275139e-11,0.9999999999999991,-8.518137266569793e-16
Large benthopelagics (>=90 cm),7,7,35793.013380934004,35793.013380934004,0.0,1.0,617.2661835190835,22093816.76629662,3.749026832611323,561.0826410995487,20082838.48068594,2010978.2856106833,1.1001341661710162,0.10013416617101616
Large demersals (>=90 cm),2,2,24448.8637201099,24448.8637201099,0.0,1.0,1492.9695892412028,36501410.02562662,4.173316961196745,1490.4484550470409,36439771.15929345,61638.866333171725,1.0016915272618954,0.0016915272618953207
Large flatfishes (>=90 cm),2,2,631.5496346164,631.5496346164,0.0,1.0,1479.8127394382652,934575.1948929303,4.1658727010407866,1465.1183273817057,925294.9443277074,9280.25056522293,1.0100295053183994,0.010029505318399521
Large rays (>=90 cm),1,1,3226.378593176,3226.378593176,0.0,1.0,524.8074602497728,1693227.5552889316,3.7200000000000006,524.8074602497734,1693227.5552889332,-1.6298145055770874e-09,0.999999999999999,-9.625490091312476e-16
Large sharks (>=90 cm),1,1,2.6947672231000004,2.6947672231000004,0.0,1.0,1122.018454301963,3023.5785543662555,4.05,1122.018454301963,3023.5785543662555,0.0,1.0,0.0
"Lobsters, crabs",6,6,24858.0365366239,24858.0365366239,0.0,1.0,109.85609064876019,2730806.7151175477,2.628227246556657,42.484180619784716,1056073.3140751375,1674733.4010424102,2.585811684399078,1.585811684399078
Medium bathydemersals (30 - 89 cm),2,2,53.916510077000005,53.916510077000005,0.0,1.0,374.2579688034806,20178.683546390414,3.5572621011079315,360.79632155497563,19452.878506863377,725.8050395270366,1.0373109326350318,0.037310932635031754
Medium benthopelagics (30 - 89 cm),3,3,237528.47553457308,237528.47553457308,0.0,1.0,371.9673153847355,88352829.37202398,3.570350553801467,371.8352459551314,88321459.1217454,31370.25027859211,1.0003551826542556,0.0003551826542556352
Medium demersals (30 - 89 cm),7,7,230123.27332873974,230123.27332873974,0.0,1.0,1277.7649551842396,294043454.03174764,3.7606954183207546,576.3621043273982,132634334.07046148,161409119.96128616,2.216948244151761,1.2169482441517607
Medium pelagics (30 - 89 cm),5,5,76451.8157791084,76451.8157791084,0.0,1.0,179.26075341640728,13704810.096615344,3.2041633653728767,160.01598358188141,12233512.498514831,1471297.5981005132,1.1202677970271524,0.12026779702715236
Medium reef assoc. fish (30 - 89 cm),1,1,9.7934661029,9.7934661029,0.0,1.0,33.88441561392024,331.8458757315034,2.53,33.88441561392024,331.8458757315034,0.0,1.0,0.0
Other demersal invertebrates,7,7,3641.713393941999,3641.713393941999,0.0,1.0,63.303813310332714,230534.34481984246,2.7031675215283903,50.48559994138582,183854.08550774216,46680.2593121003,1.2538984063540681,0.2538984063540681
Shrimps,6,6,10388.844141261103,10388.844141261103,0.0,1.0,58.94349788368014,612354.8126543066,2.7449182058040047,55.57995691795003,577411.5097985896,34943.30285571702,1.0605171567638232,0.060517156763823084
Small demersals (<30 cm),1,1,3096.1231134459003,3096.1231134459003,0.0,1.0,100.0,309612.31134459004,2.9999999999999996,99.9999999999999,309612.31134458975,2.9103830456733704e-10,1.0000000000000009,9.400088236265891e-16
Small pelagics (<30 cm),2,2,1856.3491574334998,1856.3491574334998,0.0,1.0,163.8655379658285,304191.65333525295,3.197636300819261,157.62906548552164,292614.58290107804,11577.070434174908,1.0395642292308058,0.0395642292308059
Small to medium flatfishes (<90 cm),3,3,24044.6985805167,24044.6985805167,0.0,1.0,503.2748809885233,12101092.816514457,3.6217838848269164,418.585215410638,10064755.334809445,2036337.4817050118,1.2023235949573696,0.20232359495736968
