functional_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cephalopods,6,6,19509.115412387902,19509.115412387902,0.0,1.0,1642.535809375348,32044420.67408364,3.4351580965661377,1473.0372447262143,28737653.614109598,3306767.059974041,1.1150673991821827,0.11506739918218258
Jellyfish,1,1,8.7949411823,8.7949411823,0.0,1.0,1586.8423749532276,13956.18535329488,3.46,1586.8423749532276,13956.18535329488,0.0,1.0,0.0
Large bathypelagics (>=90 cm),1,1,318.4148023216,318.4148023216,0.0,1.0,7312.385640086951,2328371.828087593,3.97,7312.385640086951,2328371.828087593,0.0,1.0,0.0
Large benthopelagics (>=90 cm),8,8,3532.9632334027,3532.9632334027,0.0,1.0,10627.008500380845,37544830.31290349,4.072715718035424,9947.073278057595,35142644.17133995,2402186.141563542,1.0683553044515246,0.0683553044515247
Large demersals (>=90 cm),17,17,33990.336118616295,33990.336118616295,0.0,1.0,37666.40124474881,1280293638.6876793,4.469526671786154,32655.64534393671,1109976361.410736,170317277.2769432,1.153442256248121,0.15344225624812108
Large flatfishes (>=90 cm),1,1,3017.4145464633,3017.4145464633,0.0,1.0,7999.999999999999,24139316.3717064,4.0,8000.0,24139316.3717064,0.0,1.0,0.0
Large pelagics (>=90 cm),26,26,15164.232690875198,15164.232690875198,0.0,1.0,32051.78712929778,486040758.1870703,4.444886134797497,30331.940334306037,459960601.1951596,26080156.991910696,1.0567008498644104,0.05670084986441041
Large rays (>=90 cm),5,5,10079.880202088298,10079.880202088298,0.0,1.0,4195.690582651052,42292058.438152656,3.7675272637088315,3986.9058857899736,40187533.70576366,2104524.7323889956,1.0523676010525416,0.052367601052541485
Large reef assoc. fish (>=90 cm),7,7,9417.149687220199,9417.149687220199,0.0,1.0,4260.0791715012965,40117803.23743672,3.785454837965581,4206.881663087872,39616834.33772034,500968.89971637726,1.0126453541301605,0.012645354130160526
Large sharks (>=90 cm),20,20,17613.1412782589,17613.1412782589,0.0,1.0,23755.435880814257,418407848.29540217,4.361596088367995,23634.006153772,416269089.35762644,2138758.937775731,1.005137923983441,0.00513792398344109
"Lobsters, crabs",12,12,99172.00918992714,99172.00918992714,0.0,1.0,4050.584217154521,401704575.208222,3.663902474935884,2922.9206493862866,289871913.50236464,111832661.70585734,1.385800267278896,0.3858002672788961
Medium bathydemersals (30 - 89 cm),5,5,1095.1165792192003,1095.1165792192003,0.0,1.0,27430.49032305256,30039584.728886694,4.3159754465759805,20615.008626952003,22575837.72812198,7463747.000764713,1.330607753769747,0.3306077537697468
Medium benthopelagics (30 - 89 cm),10,10,322.0998936029,322.0998936029,0.0,1.0,11853.340641383578,3817959.759428581,3.893178173806338,5809.1365736416865,1871122.2722947022,1946837.487133879,2.0404651347270435,1.0404651347270435
Medium demersals (30 - 89 cm),34,34,106581.0028539246,106581.0028539246,0.0,1.0,5511.451154392427,587415991.2155653,3.5836081124658996,2298.0086090624823,244924062.12083173,342491929.0947336,2.398359663517941,1.3983596635179412
Medium pelagics (30 - 89 cm),17,17,110810.3730409119,110810.3730409119,0.0,1.0,1914.5813122124637,212155469.4234217,3.34058635960199,1109.6168965618767,122957062.24052052,89198407.18290119,1.725443545555904,0.7254435455559042
Medium reef assoc. fish (30 - 89 cm),12,12,8982.520159465801,8982.520159465801,0.0,1.0,3827.2448313420387,34378303.85274115,3.6555993678152277,2851.113024093963,25610180.215839524,8768123.636901628,1.3423686816338243,0.34236868163382433
Other demersal invertebrates,22,22,150162.47231688007,150162.47231688007,0.0,1.0,27.2354038027678,4089735.56957217,2.0281931979648005,21.762570543204394,3267921.3967380794,821814.1728340904,1.2514791737813509,0.2514791737813509
Shrimps,5,5,224.5302918049,224.5302918049,0.0,1.0,235.66167993032303,52913.185761988374,2.7522861652966983,190.44819548658475,42761.38890631952,10151.796855668857,1.2374056857205722,0.23740568572057227
Small benthopelagics (<30 cm),2,2,5920.564073972,5920.564073972,0.0,1.0,6107.8497561911745,36161915.83572411,3.909898916828426,6107.532338020553,36160036.5411067,1879.294617407024,1.000051971590661,5.197159066116107e-05
Small demersals (<30 cm),1,1,0.0018816443,0.0018816443,0.0,1.0,34721.19667768202,65.33294181773931,4.49,34721.19667768202,65.33294181773931,0.0,1.0,0.0
Small pelagics (<30 cm),7,7,86185.1272344778,86185.1272344778,0.0,1.0,646.3838970855955,55708678.412639655,3.1600412758693044,646.0683882415632,55681486.24277312,27192.169866532087,1.000488352084353,0.0004883520843530168
Small to medium flatfishes (<90 cm),9,9,14613.094720272902,14613.094720272902,0.0,1.0,20659.922518170966,301905404.6715314,4.1035287486918,10908.97620488863,159413902.58324075,142491502.08829063,1.8938461437758618,0.8938461437758618
Small to medium rays (<90 cm),3,3,4152.1981413873,4152.1981413873,0.0,1.0,2489.2499849949168,10335859.161144258,3.610041685707785,2487.382205145433,10328103.769124711,7755.392019547522,1.0007509018298917,0.00075090182989174
Small to medium sharks (<90 cm),1,1,6.1940139084,6.1940139084,0.0,1.0,4953.648510535111,30682.96777157942,3.84,4953.648510535111,30682.96777157942,0.0,1.0,0.0
