commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,2,2,100.3644261542,100.3644261542,0.0,1.0,158.6662019548588,15924.442309265809,3.200299208472342,158.59854855562796,15917.652314674626,6.789994591183131,1.0004265701032384,0.0004265701032383635
Cod-likes,2,2,0.34639648,0.34639648,0.0,1.0,801.6912804002775,277.7030375773491,3.903770026312046,801.253659985484,277.5514474060885,0.1515901712605796,1.000546169629729,0.0005461696297291737
Crustaceans,28,28,5654.4760225532,5654.4760225532,0.0,1.0,288.0524398867901,1628785.614577802,3.3378967073109655,217.71918870017453,1231087.9321548725,397697.68242292944,1.3230457159358284,0.3230457159358285
Flatfishes,4,4,31.9597582211,31.9597582211,0.0,1.0,587.1585512585968,18765.445335676108,3.762931427283988,579.3372150370443,18515.477321069357,249.96801460675124,1.0135004899021591,0.013500489902159022
Herring-likes,6,6,97.003867111,97.003867111,0.0,1.0,173.84855567434911,16863.982192073847,3.18055112156041,151.54831833667018,14700.77293282588,2163.2092592479676,1.1471493552844192,0.14714935528441914
Molluscs,11,11,462.1570199328,462.1570199328,0.0,1.0,34.59356513749581,15987.658972796266,2.2774628302603808,18.94361375680426,8754.92408060265,7232.734892193615,1.8261333651331613,0.8261333651331613
Other fishes & inverts,38,38,1836.5253804433003,1836.5253804433003,0.0,1.0,391.20545805804863,718458.7526915533,3.3949901524960158,248.307680159626,456023.35677215044,262435.3959194029,1.5754867421199377,0.5754867421199377
Perch-likes,180,180,9244.419483040998,9244.419483040998,0.0,1.0,1512.2266626018256,13979657.622530382,3.921933834337996,835.4757220813925,7723488.042816971,6256169.579713411,1.810018678740857,0.810018678740857
Scorpionfishes,6,6,502.11808263539996,502.11808263539996,0.0,1.0,606.7691056682565,304669.7399405414,3.7776282702073005,599.2779110445274,300908.2756594259,3761.4642811155063,1.0125003683360734,0.01250036833607331
Sharks & rays,39,39,1990.0045688695996,1990.0045688695996,0.0,1.0,1776.238987097203,3534723.699727744,4.215239533704971,1641.4948847206044,3266582.3203700795,268141.3793576644,1.0820862152120159,0.08208621521201583
Tuna & billfishes,16,16,2923.1566922016,2923.1566922016,0.0,1.0,2540.947411776337,7427587.431266335,4.3982459982422215,2501.762038221413,7313042.444322838,114544.98694349639,1.0156631098227002,0.01566310982270018
