functional_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cephalopods,8,8,168.56973840130001,168.56973840130001,0.0,1.0,648.2989278485479,109283.580673273,3.810472688177075,646.3573447323247,108956.28851528687,327.2921579861286,1.0030038849748466,0.003003884974846666
Large bathydemersals (>=90 cm),1,1,12.5336660523,12.5336660523,0.0,1.0,2630.267991895382,32966.90063847043,4.42,2630.2679918953813,32966.90063847043,0.0,1.0,0.0
Large bathypelagics (>=90 cm),1,1,0.031657716,0.031657716,0.0,1.0,2187.761623949552,69.25953616669372,4.34,2187.761623949552,69.25953616669372,0.0,1.0,0.0
Large benthopelagics (>=90 cm),12,12,205.01952860469996,205.01952860469996,0.0,1.0,1014.615716741017,208016.03596116308,3.88804418989729,772.7592101169787,158430.72898312326,49585.30697803982,1.3129778376726517,0.31297783767265164
Large demersals (>=90 cm),7,7,1912.1925717829,1912.1925717829,0.0,1.0,2126.7636615283923,4066781.675512393,4.309712254584594,2040.3856222851919,3901610.2305063736,165171.44500601944,1.0423341736482432,0.04233417364824331
Large pelagics (>=90 cm),33,33,4557.2210352062,4557.2210352062,0.0,1.0,2690.127620017016,12259506.177330738,4.420014294012129,2630.354563801941,11987107.148208834,272399.0291219037,1.0227243342162506,0.02272433421625056
Large rays (>=90 cm),4,4,3.0938755311,3.0938755311,0.0,1.0,276.35832204029845,855.0182503763333,3.4250626155572688,266.11087045377525,823.3139106566572,31.704339719676113,1.0385082036259894,0.03850820362598929
Large reef assoc. fish (>=90 cm),22,22,574.1961588213001,574.1961588213001,0.0,1.0,1299.5551234203194,746199.5600444879,3.971917148601351,937.3831630357054,538241.8115588624,207957.7484856255,1.3863649088935246,0.38636490889352454
Large sharks (>=90 cm),33,33,1986.6687197545002,1986.6687197545002,0.0,1.0,1778.566363396657,3533422.1601676536,4.21646455424146,1646.1316087273365,3270318.1756577534,263103.9845099002,1.0804521059963783,0.08045210599637834
"Lobsters, crabs",15,15,2194.4750011667,2194.4750011667,0.0,1.0,287.4334238284194,630765.4630912193,3.328849626211038,213.23064775110967,467929.32597239263,162836.13711882668,1.3479930153564128,0.3479930153564127
Medium bathydemersals (30 - 89 cm),3,3,1.2447664057999999,1.2447664057999999,0.0,1.0,1873.0832197762772,2331.551067245208,4.251852601763877,1785.8813492435318,2223.0051082831255,108.5459589620823,1.0488284793218108,0.04882847932181077
Medium bathypelagics (30 - 89 cm),2,2,11.4129080722,11.4129080722,0.0,1.0,545.4338862363704,6224.986803078489,3.730960863399637,538.2212783305692,6142.669972088757,82.3168309897319,1.0134008226656757,0.013400822665675596
Medium benthopelagics (30 - 89 cm),9,9,166.9200991436,166.9200991436,0.0,1.0,205.25056121543113,34260.444027359306,3.3036956984066386,201.2313767131854,33589.561351768025,670.8826755912814,1.019972951375144,0.019972951375144075
Medium demersals (30 - 89 cm),36,36,2767.6651316483,2767.6651316483,0.0,1.0,455.908530619604,1261802.1434168892,3.525734292086178,335.53226773060027,928640.9579408644,333161.18547602487,1.3587621056632746,0.35876210566327454
Medium pelagics (30 - 89 cm),16,16,713.0177336032,713.0177336032,0.0,1.0,1387.7196286099916,989468.7044681706,4.02456430037788,1058.1915771657955,754509.3600687511,234959.3443994195,1.3114067986883686,0.31140679868836874
Medium reef assoc. fish (30 - 89 cm),70,70,2930.2929159235005,2930.2929159235005,0.0,1.0,871.8938396886074,2554904.3418768663,3.4911380023314473,309.8403698106389,907923.0407232328,1646981.3011536335,2.8140098084102836,1.8140098084102836
Other demersal invertebrates,12,12,483.7345299236,483.7345299236,0.0,1.0,33.49654215353079,16203.434072704267,2.2650862959803812,18.411378062727568,8906.219312419202,7297.2147602850655,1.8193392172714102,0.8193392172714101
Shrimps,13,13,3460.0010213865003,3460.0010213865003,0.0,1.0,288.4450453389327,998020.1514865825,3.3436347383648886,220.61484801853607,763327.5994771624,234692.55200942012,1.3074598012310463,0.3074598012310464
Small benthopelagics (<30 cm),3,3,11.5779995357,11.5779995357,0.0,1.0,179.10870348151744,2073.7204857488377,3.2526439394302624,178.91384099807686,2071.4643680060376,2.256117742800143,1.001089141468058,0.0010891414680581012
Small demersals (<30 cm),1,1,222.1164909842,222.1164909842,0.0,1.0,416.8693834703355,92593.56465517779,3.62,416.8693834703355,92593.56465517779,0.0,1.0,0.0
Small pelagics (<30 cm),13,13,242.71690709419997,242.71690709419997,0.0,1.0,240.08415024259355,58272.48238922153,3.259829110977634,181.8984971715113,44149.840638552305,14122.641750669223,1.3198797899700032,0.3198797899700032
Small reef assoc. fish (<30 cm),12,12,185.62750908029997,185.62750908029997,0.0,1.0,207.23636368318955,38468.769981369616,3.140122474007127,138.07735972786446,25630.956346668005,12837.813634701612,1.5008714252041755,0.5008714252041755
Small to medium flatfishes (<90 cm),4,4,31.9597582211,31.9597582211,0.0,1.0,587.1585512585968,18765.445335676108,3.762931427283988,579.3372150370443,18515.477321069357,249.96801460675124,1.0135004899021591,0.013500489902159022
Small to medium sharks (<90 cm),2,2,0.24197358400000002,0.24197358400000002,0.0,1.0,1845.3308098013854,446.5213097132636,4.260695121104624,1822.6157593465214,441.0248675439593,5.4964421693042596,1.0124628849160222,0.01246288491602211
