commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,16248.9851034891,3.140005538807466,138.04018695500915,2243012.941514794
Cod-likes,3951035.9564855844,3.6133336785775465,410.51939347128547,1621976884.4397023
Crustaceans,217859.4006237841,2.927566740531207,84.63826273005418,18439241.18820797
Flatfishes,145887.8243317146,3.6745765926660807,472.6901937249197,68959743.94546522
Herring-likes,830407.9527512426,3.1074788537232783,128.07927298091133,106358046.86594611
Molluscs,25441.5271622189,2.483272867762853,30.427962178573875,774133.8262571566
Other fishes & inverts,944089.2446144465,3.411212332633833,257.7581064343074,243346655.9968154
Perch-likes,160445.94627571598,3.324520345576297,211.1156095709681,33872643.751188576
"Salmon, smelts, etc",991945.106119383,4.139210702137463,1377.8777973999581,1366779137.9614432
Scorpionfishes,40404.529895944404,3.3994488384489263,250.87006275278748,10136286.950492451
Sharks & rays,17729.4608366277,3.7200094495649907,524.8188793590693,9304755.767919457
Tuna & billfishes,480.92830766279997,4.321824963092508,2098.094102856903,1009032.846204271
