functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Large benthopelagics (>=90 cm),0.017333039,4.5,3162.2776601683795,54.81188201252727
Large pelagics (>=90 cm),13.361131400000001,4.347701186656244,2226.9024170819876,29753.935809610044
Large reef assoc. fish (>=90 cm),0.32186536300000007,4.036504492470039,1087.6883889418716,350.0892181376608
Large sharks (>=90 cm),0.182091043,4.2377774030323945,1728.929971682907,314.82266181770103
"Lobsters, crabs",0.33088837899999995,3.2003656971585586,158.622831195193,52.486451486568036
Medium bathydemersals (30 - 89 cm),0.067801854,4.18,1513.5612484362073,102.62225878652944
Medium benthopelagics (30 - 89 cm),0.0050371289999999996,4.166645122648238,1467.7264564042,7.3931274976208305
Medium demersals (30 - 89 cm),20.110189190999996,3.2747696029822992,188.26500622074764,3786.044893144026
Medium pelagics (30 - 89 cm),2.260016438,3.149376531848925,141.05111768724777,318.77784457145253
Medium reef assoc. fish (30 - 89 cm),8.754156380000001,3.531018501153391,339.63974109822203,2973.259406436549
Small pelagics (<30 cm),0.039552592,3.16,144.5439770745928,5.717088951288722
Small reef assoc. fish (<30 cm),3.962587605,2.6572146081348276,45.416598891787956,179.96725182985568
